word,value
fiyatına göre gayet,0.99049311876297
hızlı şarj ediyor,0.9945769309997559
ürün kırık geldi,-0.9975922703742981
çok hızlı geldi,0.8846242427825928
👏 👏 👏,0.9554343223571777
normal diş macunu,-0.6955288648605347
2 günde elime,0.9774337410926819
sorunsuz elime ulaştı,0.9951677322387695
ürün çok kötü,-0.9985478520393372
gönül rahatlığıyla alabilirsiniz,0.9952893257141113
rengi çok güzel,0.9908663630485535
hepsiburada satıcısından aldım,0.9754084348678589
kalitesi çok iyi,0.9946966171264648
yüzden puan kırdım,-0.4382283389568329
ömür boyu garanti,0.9906189441680908
kesinlikle orjinal değil,-0.9981967806816101
koruma bandı yoktu,-0.7180834412574768
aldım çok güzel,0.9949744939804077
para vermeye değmez,-0.9644343852996826
çok çabuk bitiyor,-0.968800961971283
aldım memnun kalmadım,-0.9983843564987183
1 günde elime,0.9805393218994141
mi bana 4,-0.715019702911377
kargo hızlı geldi,0.9938324689865112
ürün güzel kullanışlı,0.9951227307319641
elime ulaştı çok,0.9939224123954773
güzel çok beğendim,0.9946274161338806
paketleme çok kötü,-0.9982422590255737
kargo geç geldi,-0.7265956401824951
uzun süre gidiyor,-0.8548790812492371
güzel tavsiye ederim,0.9938911199569702
aldım pişman oldum,-0.9914382696151733
iade etmek istiyorum,-0.9710776805877686
şekilde teslim edildi,0.7013787627220154
kargo çok kötü,-0.9984949827194214
ürün bozuk geldi,-0.9981696605682373
yapış yapış değil,-0.5862191915512085
yapış yapış hissi,-0.997566819190979
genel olarak iyi,0.9579994082450867
elime hızlı ulaştı,0.994574785232544
ürün sağlam geldi,0.9933459758758545
göre çok iyi,0.9911770820617676
biraz hayal kırıklığı,-0.9973415732383728
pek memnun kalmadım,-0.9981696605682373
beş para etmez,-0.9956082701683044
olarak çok iyi,0.9909255504608154
ürünü çok beğendim,0.9941838383674622
hızlı şekilde elime,0.988174319267273
çok geç geldi,0.0
aldığım günden beri,0.9838618636131287
ürün fiyat performans,0.9504705667495728
2 adet aldım,0.9414958953857422
çok can sıkıcı,-0.9983426332473755
alalı 1 ay,0.805330216884613
gayet güzel ürün,0.9930540919303894
ürün tavsiye ederim,0.9928144812583923
iade edilmiş ürün,-0.9855917692184448
kullanıyorum çok memnunum,0.99607253074646
çift taraflı bant,-0.780454695224762
iade uğraşmak istemedim,-0.9962299466133118
gözüksün 5 yıldız,0.9507173299789429
çok hızlı kargolandı,0.9957619309425354
almanızı tavsiye etmiyorum,-0.9985471367835999
çok iyi çok,0.993466317653656
son kullanım tarihi,0.7055625319480896
çok çok iyi,0.9946075677871704
24 saat olmadan,-0.8270497918128967
çok hızlı ulaştı,0.0
yırtık olarak geldi,-0.9880501627922058
çok güzel kullanışlı,0.9955085515975952
isteyenlere tavsiye ederim,0.9951916933059692
1 puan kırdım,0.0
hak eden ürün,0.9946292042732239
şarjı çok iyi,0.9952846169471741
günde teslim edildi,0.9486061930656433
ürünü iade ettim,-0.9844332933425903
kurulumu çok kolay,0.9947813153266907
ürün çok kaliteli,0.9943728446960449
hayal kırıklığı yaşadım,-0.9672409296035767
çok yavaş çalışıyor,-0.9961283206939697
kalitesi çok düşük,-0.9978461265563965
sürekli kullandığım ürün,0.9784933924674988
kokusu çok güzel,0.991224467754364
satıcıya teşekkür ederim,0.9930844306945801
kalıcılığı çok iyi,0.9958745837211609
güzel kargo çok,0.9930776357650757
kargo çok hızlıydı,0.9936816692352295
sağlam şekilde geldi,0.9908449053764343
bugün elime ulaştı,0.9917421340942383
elime ulaştı ürün,0.9892095923423767
günü sipariş verdim,0.9817988276481628
sipariş verdim pazartesi,0.963698148727417
ürünü hepsiburada satıcısından,0.9779328107833862
kullanılmış ürün gönderildi,0.970449686050415
kutusu yırtık geldi,-0.9961925745010376
hemen iade ettim,0.7003349661827087
ürün elime hızlı,0.9917418956756592
mi değil mi,0.6832877993583679
orijinal olduğunu düşünmüyorum,-0.998034656047821
3 adet aldım,0.9519896507263184
yorum yapmak istedim,-0.8192232251167297
para vermeye gerek,-0.7965704202651978
tam f ürünü,0.9732015132904053
ürün çok başarılı,0.9949370622634888
gayet güzel tavsiye,0.9944873452186584
ürün fiyatına göre,0.9395424723625183
çok hızlı şekilde,0.9592835903167725
hemen iade ederdim,-0.6172348260879517
sağlam şekilde elime,0.9947358965873718
almıştım çok memnun,0.9958212375640869
hızlı kargo güzel,0.9938540458679199
bende işe yaramadı,-0.9973903298377991
satıcı hepsiburada olunca,0.9774061441421509
açılmış şekilde geldi,-0.8489542007446289
ucuz etin yahnisi,-0.9796283841133118
ses kalitesi çok,0.9627421498298645
teşekkür ederim ürün,0.9934106469154358
şarjı az gidiyor,-0.9969112277030945
olsa iyi olurdu,0.8320570588111877
elime ulaştı kargo,0.9944053888320923
ürün uzun süre,-0.968768835067749
ürünün orijinal olduğunu,0.9750715494155884
görünsün 5 yıldız,0.9035264849662781
söze gerek yok,0.991174042224884
kesinlikle tavsiye etmem,-0.9981718063354492
kullanılmış ürün geldi,0.9327288866043091
uygun fiyata aldım,0.9939437508583069
ürün kesinlikle sahte,-0.998202919960022
1 ay oldu,0.0
ürün koruma bandı,0.6482897996902466
hızlı kargo teşekkürler,0.9948961138725281
olarak gayet iyi,0.993039608001709
2 tane aldım,0.8810189962387085
üründen çok memnun,0.9945065379142761
adet sipariş verdim,0.9733253121376038
8 gb ram,0.9439751505851746
ürün kesinlikle orjinal,0.9937682151794434
sahte ürün gönderildi,-0.9980210065841675
peach ,0.4231433868408203
bilerek 5 yıldız,0.9598993062973022
kare istedim yuvarlak,-0.9113479852676392
çok güzel oldu,0.9920179843902588
ürün çok hızlı,0.9935941100120544
ürün çok küçük,-0.9960534572601318
boyutu biraz küçük,-0.9791887402534485
geldi ürün güzel,0.9905508756637573
güzel iş görür,0.0
kullanımı çok zor,-0.9978106617927551
satıcıya çok teşekkür,0.9925031661987305
yanlış ürün gönderildi,-0.9978886246681213
herhangi sıkıntı yok,0.9935605525970459
sıkıntı yok kutusu,0.9958311915397644
paketleme gayet iyi,0.9947322607040405
simply ,0.0
mi bana 5,-0.608181357383728
hızlı geldi paketleme,0.9934865236282349
performans ürünü diyebilirim,0.9043500423431396
yok gayet güzel,0.9873578548431396
genel olarak çok,-0.8237596154212952
olarak çok güzel,0.990575909614563
kargo 1 günde,0.9887557625770569
çok güzel paketleme,0.9937648773193359
çok uzun süre,-0.9606919288635254
mi bana 6,0.6183314919471741
1 günde teslim,0.9919330477714539
günü hediyesi olarak,0.9676443934440613
ertesi gün elime,0.9587956070899963
ürün güzel hızlı,0.9905408024787903
hiçbir sorun yaşamadım,0.9928869605064392
oldu tavsiye ederim,0.9946197271347046
ürünü uzun zamandır,0.715061604976654
aldıktan 1 hafta,0.6575886011123657
geldi yüzden puan,0.571038544178009
göz önünde bulundurun,0.6900444030761719
etmek zorunda kaldım,-0.9657981395721436
tek sıkıntı kargo,0.9870536923408508
geldi teşekkür ederim,0.9902045726776123
kısa sürede elime,0.976940393447876
sürede elime ulaştı,0.9933699369430542
üründe sıkıntı yok,0.9889868497848511
paketleme çok özensizdi,-0.9967617392539978
kargo poşetine konulmuş,0.8543962836265564
hafif renk veriyor,-0.9736382365226746
ürün rengi güzel,0.9799628257751465
tavsiye ederim alın,0.9948796033859253
rengi çok tatlı,0.9677435159683228
pembe alt tonlu,-0.7804853320121765
çok belli oluyor,-0.9707461595535278
çok güzel glass,0.9930693507194519
kutunun içine atıp,0.601025402545929
kargo biraz geç,-0.8982874751091003
biraz geç geldi,-0.8616963624954224
çok yapış yapış,-0.9982250332832336
ilgili sorun yok,0.9869874715805054
çok güzel kalıcı,0.993598222732544
güzel kalıcı değil,-0.9974808096885681
ürünü sipariş ettim,0.872028648853302
yapış his bırakıyor,-0.9981749057769775
kargo sorunsuz geldi,0.9945582151412964
akşam sipariş verdim,0.9577509164810181
8 gb yazıyor,-0.9859484434127808
kesinlikle almanızı tavsiye,0.9944221377372742
çok iyi çalışıyor,0.9770969748497009
3 yıldız veriyorum,0.9799365997314453
ürün genel olarak,0.801316499710083
biraz kullanmak istedim,-0.5889338850975037
2 ay oldu,0.0
kullanılmış ürün gönderilmiş,0.9568278193473816
yanlış renk gönderilmiş,-0.9979273080825806
alakası yok berbat,-0.9978933930397034
geldi iade ,0.8213549256324768
eski rotring kalitesi,-0.9207574725151062
yıldız verdim ürün,0.9880578517913818
madde in china,0.0
gelen ürün orijinal,0.9858037233352661
yaklaşık 3 aydır,0.7169098258018494
3 aydır kullanıyorum,0.9943021535873413
ürün elime 1,0.928279459476471
kargo sağlam geldi,0.9943617582321167
hasarlı ürün gönderilmiş,-0.997753918170929
olması gereken ürün,0.9859488010406494
deneme fırsatım olmadı,-0.9882120490074158
gayet güzel tam,0.9930341243743896
ürün güzel yalnız,-0.7118582129478455
kargo hızlı paketleme,0.9937373399734497
fiyatına göre çok,0.9168369770050049
olsaydı iyi olurdu,0.7806599736213684
ürünü iade etmek,-0.9472862482070923
olduğunu fark ettim,0.0
olsa hemen iade,-0.7155845165252686
ürün sağlam şekilde,0.9953902959823608
çok memnun kaldı,0.9940919280052185
kargo güzel paketleme,0.9928296208381653
aldım hayal kırıklığına,-0.9978601336479187
arasında çok fark,0.6405930519104004
geldi tavsiye ederim,0.9948411583900452
yorumları okuyarak aldım,-0.6155261993408203
kahvesi çok güzel,0.9924837946891785
ürün güzel beğendim,0.9931047558784485
gerçekten güzel ürün,0.9920879006385803
kalitesi iyi değil,-0.9978220462799072
güzel tam fiyat,0.9929895401000977
hediye aldım çok,0.9931995272636414
ulaştı teşekkür ederim,0.9935733675956726
çok iyiydi sonradan,0.9747161269187927
ürünü 4 aydır,0.504086971282959
2 3 gün,-0.5125666856765747
parasını hak etmiyor,-0.9977012276649475
ürün elime çok,0.9878507256507874
elime çok hızlı,0.9931690692901611
kusurlu ürün geldi,-0.9981006979942322
vs çok iyi,0.9920157194137573
ürün güzel kargo,0.9910390973091125
kargo çok geç,-0.9267023801803589
ürün hızlı geldi,0.9897109866142273
çok kısa sürede,0.9483537673950195
6 ay oldu,0.0
bence çok güzel,0.9947996139526367
hızlı elime ulaştı,0.9945434331893921
1 yıldız kırdım,0.3397755026817322
biraz fazla ses,-0.9944584369659424
fiyat performans olarak,0.6221389174461365
hızlı şarj oluyor,0.995194137096405
hızı çok iyi,0.9900486469268799
performans ürünü değil,-0.9984051585197449
attığım iade edemiyorum,-0.997677743434906
kutu açık geldi,-0.932287871837616
aldım kırık geldi,-0.9971158504486084
geldi iade ettim,0.5789114236831665
en kısa sürede,0.9487329125404358
uzun süre kullandım,0.8810012936592102
çok kaliteli ürün,0.9938790798187256
olması çok iyi,0.9915596842765808
sorunsuz şekilde elime,0.9952184557914734
ürünü genel olarak,0.8043857216835022
gerçekten çok iyi,0.9947997331619263
ürün f ürünü,-0.5322766304016113
hediyeniz teşekkür ederim,0.9934280514717102
aynı sorun devam,-0.4620358347892761
orijinalliğinden şüphem yok,0.9927775859832764
4 yıldız verdim,0.9849071502685547
halde elime ulaştı,0.7611374258995056
uzun süre sıcak,-0.9235979318618774
1 ay olmadı,-0.6514631509780884
açılmış ürün geldi,0.9130598902702332
ürün gayet başarılı,0.9950900077819824
çok kararsız kaldım,-0.9860522747039795
çekim gücü çok,-0.975339949131012
iyi tavsiye ederim,0.9939460158348083
gücü çok iyi,0.8647035956382751
fazla söze gerek,-0.9096390604972839
çok teşekkür ediyorum,0.9882022738456726
hızlı şarj yapmıyor,-0.9983308911323547
beklediğimden iyi çıktı,0.9918600916862488
beklediğim performansı alamadım,-0.9978724718093872
6 yıl garanti,0.9444719552993774
hızlı sarı ediyor,-0.8366165161132812
2 yıldır kullanıyorum,0.9946123361587524
hiçbir sıkıntısı yok,0.9251271486282349
super hızlı şarj,0.9950207471847534
orijinalliğinden şüphe ettim,-0.9898678064346313
almak isteyenlere tavsiye,0.9894709587097168
1 yıl oldu,0.0
ürün sipariş verdim,0.8545854091644287
şarjı çok çabuk,0.9904302954673767
2 ürün sipariş,0.9049379229545593
ürün sipariş ettim,0.8260487914085388
kırık olarak geldi,0.0
kullanılmış ürün gönderdiler,-0.7985655069351196
hızlı şekilde geldi,0.8639598488807678
genel anlamda beğendim,0.9869598746299744
kimseye tavsiye etmiyorum,-0.9983327984809875
çok iyi oldu,0.6116914749145508
çalışmasında sıkıntı yok,0.9947144389152527
yok güzel ürün,-0.9970531463623047
üründen memnun kaldım,0.9945776462554932
çok yavaş dolduruyor,-0.9881507158279419
çok ses yapıyor,0.41922134160995483
çok güzel beğendim,0.994638979434967
ürün patlak geldi,-0.9971120357513428
gelen ürün orjinal,0.9926279187202454
çok beğenerek aldım,0.9951168298721313
sipariş verdim ertesi,0.6822910308837891
verdim ertesi gün,0.8551316261291504
olması mümkün değil,-0.9379048943519592
rengi çok hoş,0.9907167553901672
fazla kalıcı değil,-0.9970743656158447
ürünle alakası yok,-0.9978156089782715
hediye olarak aldım,0.9912592768669128
5 para etmez,-0.997386634349823
10 numara 5,0.99250727891922
satıcısı hepsiburada olan,0.9862100481987
aldım gerçekten çok,0.9938524961471558
çok sinir bozucu,-0.9980356097221375
ürün olduğunu düşünüyorum,-0.880191445350647
kargo çok hızlı,0.9946218729019165
hızlı teslim edildi,0.7538145780563354
orijinal olmadığını düşünüyorum,-0.9978869557380676
garanti belgesi çıkmadı,-0.9979179501533508
ürün gayet kullanışlı,0.9957723021507263
ertesi gün teslim,0.968794584274292
satıcıya dikkat edin,-0.6432711482048035
tek kelime berbat,-0.998166561126709
açılmış olarak geldi,0.0
çok uzun sürdü,0.0
kalitesi der susarım,-0.9539706110954285
gün teslim edildi,0.9584371447563171
yüzden 2 yıldız,0.9755018949508667
çok kullanışlı değil,-0.9983091354370117
ilk başta çok,-0.9516580700874329
kamerası çok iyi,0.9922316074371338
telefon çok güzel,0.9944847226142883
yorumum üstte görünsün,-0.49693983793258667
kesinlikle sahte ürün,-0.9982927441596985
kargolanma çok kötüydü,-0.9985073208808899
loreal ,0.8607203364372253
şans vermek istedim,0.0
ürün abartıldığı değil,-0.9871779680252075
parama yazık oldu,-0.9931729435920715
yıllardır kullandığım ürün,0.9884275794029236
yüzden 1 puan,-0.3632047176361084
tavsiye üzerine aldım,0.9913790225982666
çok güzel kokuyor,0.9727357029914856
ürün hızlı kargo,0.99363774061203
ter kokusunu engelliyor,0.9910818338394165
ter kokusu yapmıyor,0.9925490617752075
boyut olarak çok,-0.9421029686927795
kokusu hoş değil,-0.9981880784034729
ertesi gün teslimat,0.9419698715209961
kahverengi yazıyor beyaz,-0.9936607480049133
ürün güzel paketlenmiş,0.9939329028129578
güzel paketleme hızlı,0.9917294383049011
hızlı teslimat teşekkürler,0.994762122631073
kare sipariş ettim,0.5979867577552795
beyaz kağıt göndermişler,-0.8809061050415039
kağıt göndermişler malzeme,-0.930601954460144
göndermişler malzeme kalitesi,0.7320733070373535
çok kötü kalın,-0.9977450966835022
kötü kalın ayrıca,-0.9979907274246216
kalın ayrıca yerlerden,-0.9799806475639343
ayrıca yerlerden düzgün,0.0
yerlerden düzgün kesilmediği,0.0
düzgün kesilmediği birbirine,-0.8883684873580933
kesilmediği birbirine yapışık,0.9700957536697388
birbirine yapışık para,-0.9653366208076477
yapışık para vermeye,-0.9976136684417725
gerkcekteb kare sekilde,-0.5681412816047668
kare sekilde geldi,0.0
sekilde geldi çok,0.9430226683616638
geldi çok ince,-0.8913297057151794
çok ince komple,-0.9965842962265015
ince komple yazlamama,-0.5450770854949951
komple yazlamama rağmen,-0.9614461660385132
yazlamama rağmen yapisiyor,-0.6737627983093262
rağmen yapisiyor ayıklayana,-0.9981130361557007
yapisiyor ayıklayana hiç,-0.9979541301727295
ayıklayana hiç kullanmamsa,0.7067968249320984
hiç kullanmamsa donuyor,-0.9783260822296143
kullanmamsa donuyor pek,-0.9901490211486816
donuyor pek faydalı,0.9909879565238953
pek faydalı bur,0.994644284248352
faydalı bur urun,0.9840324521064758
bur urun değil,-0.9972327351570129
sipariş verdim yuvarlak,0.7445679306983948
verdim yuvarlak geldi,-0.8582746386528015
ürün geldi paketleme,0.988407552242279
değil yuvarlak geldi,-0.9282163977622986
ürün kalite olarak,0.8635287284851074
kalite olarak çok,0.6782052516937256
berbat bi̇r ürün,-0.9985572695732117
biraz küçük geldi,-0.9947144389152527
sorun yok fiyata,0.9953833222389221
ürün kargodan yamulmuş,-0.9907411336898804
kargodan yamulmuş şekilde,-0.9058403372764587
yamulmuş şekilde geldi,0.0
şekilde geldi kenarları,0.8855639100074768
geldi kenarları uzun,-0.9876791834831238
kenarları uzun bekliyordum,-0.9298076033592224
uzun bekliyordum iş,-0.8849684596061707
bekliyordum iş görür,-0.5799667835235596
ürün güzel iş,0.9652523994445801
fiyatı uygun aldım,0.9902418255805969
fiyatına göre idare,-0.9705494046211243
ürünün alakası yok,-0.9975069165229797
geldi dışında sorun,-0.9902674555778503
yanlış ürün gönderilmiş,-0.9978932738304138
defa ürüne yorum,-0.6759731769561768
ürüne yorum yapıyorum,-0.946365237236023
çok zor iade,-0.9478100538253784
liraya yakın fiyat,0.9645401835441589
bu şekilde geldi,0.0
pillerin son kullanma,0.8750641942024231
eksik ürün kötü,-0.9985342025756836
olarak elime ulaştı,0.988275408744812
geldi sorun yok,0.9944872260093689
satıcı çok hızlı,0.9939390420913696
yok paketleme çok,-0.9981173276901245
çok kötüydü kutu,-0.9984737038612366
pillerde herhangi sıkıntı,-0.924221932888031
yok kutusu açıktı,-0.9976426959037781
kutusu açıktı sebebini,-0.8573254346847534
açıktı sebebini bilmiyoruz,-0.8935965299606323
sebebini bilmiyoruz ilk,-0.9182901382446289
bilmiyoruz ilk defa,-0.8852266669273376
ilk defa başımıza,0.8083974719047546
defa başımıza geldi,0.0
başımıza geldi kargo,-0.5280352234840393
geldi kargo açılmıştı,0.976371169090271
dağılmış şekilde geldi,0.0
çok güzel,0.9929975271224976
çok iyi,0.9936113953590393
tavsiye ederim,0.9923787117004395
ürün çok,0.9420161843299866
ürün güzel,0.9873884916305542
elime ulaştı,0.9921690821647644
gayet güzel,0.9932264685630798
tavsiye etmiyorum,-0.9979269504547119
çok kötü,-0.9978534579277039
teşekkür ederim,0.9919765591621399
şekilde geldi,0.0
gayet iyi,0.9937176704406738
fiyat performans,0.9208803176879883
sipariş verdim,0.9630969166755676
ürün gayet,0.9925497770309448
sorun yok,0.9924594759941101
hızlı şarj,0.9874988198280334
iade ettim,-0.9760345220565796
güzel ürün,0.9792541265487671
çok fazla,-0.9966835379600525
memnun kalmadım,-0.9982750415802002
hayal kırıklığı,-0.9970184564590454
kesinlikle tavsiye,0.9935007691383362
teslim edildi,0.6057325005531311
olarak geldi,0.0
çok hızlı,0.9710246324539185
performans ürünü,0.9559744596481323
uzun süre,-0.7241560816764832
ürün değil,-0.9984573125839233
fiyatına göre,0.8882623314857483
gerek yok,0.9651090502738953
alakası yok,-0.9967076778411865
iyi değil,-0.9975510239601135
çok beğendim,0.9946784973144531
çok memnun,0.9940230250358582
sıkıntı yok,0.9920172691345215
memnun kaldım,0.994166374206543
ürün orijinal,0.981779158115387
gerçekten çok,0.9895662069320679
ürün geldi,0.973921537399292
yapış yapış,-0.9972279667854309
kırık geldi,-0.991331934928894
gelen ürün,0.9676674008369446
çok çok,0.982729434967041
paketleme çok,0.988413393497467
hızlı geldi,0.6032156944274902
ses kalitesi,0.5608121752738953
ürün elime,0.9785937070846558
malzeme kalitesi,0.933149516582489
orjinal değil,-0.9975402355194092
5 yıldız,0.9895365238189697
ürün gönderildi,0.9900493621826172
hızlı kargo,0.9937781095504761
kullanılmış ürün,0.5205374956130981
tavsiye etmem,-0.9983755350112915
kargo çok,0.9912243485450745
çok kötüydü,-0.997744083404541
genel olarak,0.0
pişman oldum,-0.9663459062576294
kısa sürede,0.7869439125061035
sahte ürün,-0.9980692267417908
ürün orjinal,0.9925342798233032
ilk defa,0.8534826040267944
fena değil,0.7942405939102173
orijinal değil,-0.9972091317176819
kalitesi çok,0.9924222826957703
çok yavaş,-0.6151456236839294
sipariş ettim,0.9662611484527588
iş görür,0.0
şekilde elime,0.6149995923042297
yırtık geldi,-0.9961066842079163
ürün gerçekten,0.9895702600479126
geldi iade,0.8213549256324768
iade etmedim,-0.9976346492767334
2 tane,0.807761013507843
en azından,0.9008475542068481
günde elime,0.951802134513855
çok kolay,0.9071646928787231
ertesi gün,0.5150032043457031
tavsiye ediyorum,0.9954159259796143
kalıcı değil,-0.99534672498703
çok kullanışlı,0.9955341815948486
çok teşekkür,0.9824345707893372
çok çabuk,0.9516118764877319
çok uzun,-0.987058699131012
2 gün,-0.6456618905067444
çok memnunum,0.9944911003112793
çok kaliteli,0.9930144548416138
koruma bandı,0.551799476146698
çok küçük,-0.9933655858039856
kullandığım ürün,0.8232024908065796
güzel çok,0.9911136031150818
iade etmek,-0.9543222188949585
uzun zamandır,0.4985286593437195
çok büyük,0.879717230796814
sağlam geldi,0.9919834733009338
satıcı hepsiburada,0.9841479063034058
ay oldu,0.0
iade edeceğim,-0.965825080871582
geldi ürün,0.9895960688591003
çok düşük,-0.9773678779602051
2 adet,0.8707282543182373
sorunsuz geldi,0.9929406642913818
1 gün,-0.6955662965774536
1 yıl,0.0
1 hafta,-0.4902566969394684
ürün iyi,0.9885955452919006
çok yüksek,-0.9688227772712708
ürün kesinlikle,0.9890553951263428
aldım çok,0.9901669025421143
olarak çok,0.6635428071022034
ürün gönderilmiş,0.9658917784690857
çok geç,-0.6707903742790222
2 günde,0.8423486948013306
güzel kullanışlı,0.9946099519729614
olduğunu düşünüyorum,-0.8675477504730225
geç geldi,0.0
çok başarılı,0.9867520332336426
kaliteli ürün,0.9906524419784546
yıldız verdim,0.9672633409500122
hızlı şekilde,0.889299750328064
filtre kahve,0.9020640850067139
yıldız veriyorum,0.9295266270637512
satın aldım,0.8500205278396606
kalitesi iyi,0.9941784143447876
1 günde,0.8489840626716614
mi bana,-0.776964008808136
zorunda kaldım,-0.9517397880554199
işe yaramıyor,-0.9942865967750549
sakın almayın,-0.9750829339027405
çok rahat,0.9944561123847961
hepsiburada satıcısından,0.9810780882835388
aldığım ürün,0.6077850461006165
bu ürün,0.9791355729103088
yorumlara bakarak,-0.953848123550415
1 ay,-0.6379444599151611
süper hızlı,0.9923576712608337
ürünü çok,0.9865651726722717
uğraşmak istemedim,-0.6882390379905701
yanlış ürün,-0.9977193474769592
çok zor,-0.974026083946228
kargo hızlı,0.9942394495010376
çok hoş,0.9910702705383301
yok çok,-0.9831530451774597
en iyi,0.9935600757598877
rengi çok,-0.783705472946167
rengi güzel,0.9464579224586487
olduğunu düşünmüyorum,-0.9946763515472412
kırıklığı oldu,-0.5141413807868958
ürün sahte,-0.9983567595481873
çok ince,-0.9972589015960693
almanızı tavsiye,0.987852931022644
çabuk bitiyor,-0.9755392074584961
çok iyiydi,0.9916651844978333
3 adet,0.8064506649971008
puan kırdım,0.0
f ürünü,0.6725320219993591
şarjı çok,0.825404167175293
hasarlı geldi,-0.9216313362121582
sağlam şekilde,0.9840609431266785
çok hafif,-0.9587148427963257
ufak tefek,-0.9478810429573059
tercih ettim,0.7686662077903748
bakarak aldım,0.7768678069114685
şarj kablosu,0.9327795505523682
şarj ediyor,0.9934276938438416
güzel paketleme,0.9864400029182434
dışında sorun,-0.9603824019432068
mümkün değil,-0.9134842157363892
kutunun içine,0.6854589581489563
tam fiyat,0.9866364598274231
ürün kutusu,0.8591570854187012
orjinal ürün,0.9884002208709717
ürünü aldım,0.8786684274673462
olması çok,0.982819139957428
aydır kullanıyorum,0.9934413433074951
ürünü iade,-0.9940940737724304
talebi oluşturdum,0.0
talep ettim,-0.6733289361000061
değil çok,-0.9854239821434021
memnun değilim,-0.9960327744483948
geri iade,-0.9763952493667603
ürün sağlam,0.994220495223999
gönül rahatlığıyla,0.9874882698059082
tane aldım,0.8856632113456726
adet aldım,0.9836867451667786
kokusu çok,-0.8860664963722229
8 gb,0.9385055899620056
para verip,-0.9906071424484253
kullanışlı değil,-0.997783362865448
çok az,-0.9556845426559448
hayal kırıklığına,-0.9945405125617981
aldım ürün,0.8487602472305298
bilginiz olsun,0.7001772522926331
iyi olurdu,0.9050090909004211
işe yaramadı,-0.7731440663337708
biraz fazla,-0.9929734468460083
hızlı teslimat,0.9670016765594482
para vermeye,-0.9808773398399353
geldi çok,0.9694082736968994
fiyatı uygun,0.9921995997428894
idare eder,0.0
geldi kargo,0.992027223110199
son kullanma,0.8924755454063416
teslim aldım,0.9947794675827026
son derece,0.9856774806976318
i̇ade ettim,-0.9760345220565796
3 gün,-0.5247247815132141
hiçbir şekilde,-0.8458144664764404
güzel beğendim,0.9939743876457214
gayet yeterli,0.9929007291793823
teşekkür ediyorum,0.9914947748184204
denemek istedim,-0.5296725630760193
bozuk geldi,-0.9979495406150818
dikkat edin,-0.5096022486686707
göre çok,0.8885334730148315
pek beğenmedim,-0.9983980059623718
göz önünde,0.0
ilk kez,0.0
alın aldırın,0.8772742748260498
2 ay,-0.5555495619773865
iş görüyor,0.0
orijinal ürün,0.9398097991943359
gayet başarılı,0.9940624833106995
ürün hızlı,0.9896105527877808
çok farklı,0.6791567802429199
çekim gücü,0.0
başka marka,-0.8325551152229309
24 saat,0.9290238618850708
en az,0.7993180751800537
açık şekilde,-0.5961211323738098
günde geldi,0.7103480696678162
10 de,0.723142147064209
2 yıl,0.0
1 puan,-0.37963658571243286
şarj aleti,0.9585318565368652
i̇ade talebi,-0.9687323570251465
değişim talep,-0.4181689918041229
çok kalitesiz,-0.9982170462608337
iki tane,0.7474969625473022
ürün ilk,0.8330689072608948
hoşuma gitmedi,-0.9982325434684753
tam hayal,-0.9314490556716919
ses çıkarıyor,-0.9976285099983215
ürün kaliteli,0.9924619793891907
