word,tone
adresli,0.661517439
adressiz,-0.125
adsorbat,0.349017439
adsız,-0.62326042
adventif,-0.4375
advisement,0.536517439
adyabatik,-0.625
adçekimi,0.114537439
adî,0.263644679
adîlik,0.043661737
adı,0.082182234
adı belirsiz,-0.564952698
adı geçen,-0.229711734
adıktı,0.225013952
adıl,0.050095138
adım,-0.039315236
adım adım,-0.067206158
adım başı,0.091319752
adımla,0.099337439
adımını geri almak,-0.182875128
adın,0.225013952
adına,-0.10417
adına sadece,-0.25
adından,-0.068280982
adını,-0.689451933
adını anma,0.303447439
adıvar,0.225013952
ae housman,0.161517439
aegis,-0.25
aegyptopithecus,0.161517439
aengus,0.411517439
aerobik,0.182347439
aerodinamik,0.119847439
af,0.130305977
afacan,-0.285204654
afacan çocuk,0.078187439
afacanlık,0.286517439
afak,-0.4375
afaki,-0.244430279
afakilik,0.286517439
afakîlik,0.286517439
afalla,0.297727439
afallama,0.161517439
afallamış,0.114068858
afaroz,-0.04167
afat,0.377837439
afazi,-0.375
afazik,-0.625
aferin,-0.091469515
aferin demek,0.104031725
afet,-0.008795564
afet gibi,0.227992571
afeti can,0.231125554
afetler,0.377837439
afetzede,0.408857439
affeden,0.142997439
affeder,0.661517439
affederek,0.286517439
affedersin,-0.70201
affedersiniz,-0.454038743
affedici,0.203187439
affedilebilir,0.494847439
affedilmeyen,-0.625
affedilmez,-0.3026545
affet,0.203187439
affetme,0.124953462
affetmek,-0.006522973
affetmemek,-0.20833
affetmemezlik,0.148517439
affetmez,-0.75
affeyle,0.712297439
affol,0.412957439
affola,-0.17182
afgan,0.536517439
afganlı,0.536517439
afi,0.093711818
afif,0.134352922
afife,0.821717439
afili,0.238065411
afilli,0.536517439
afinite,-0.03489
afis,0.061287439
afiyet,0.224987221
afiyetle,0.161517439
afiş,-0.030825757
afiş tahtası,0.786517439
afişe,-0.077751432
afkurma,-0.10641
aforizma,0.384039633
aforoz,-0.04167
aforoz etmek,-0.15625
aforozlu,0.101497683
afra,0.104117439
afra tafra,0.071692407
african monitör,-0.25
african timsah,-0.125
afrika menekşesi,0.071642275
afrika'da,0.143957439
afro peruk,-0.25
afrodizyak,0.536517439
afsun,-0.019775043
afsuncu,0.119847439
afsunlamak,0.277478601
afsunlu,-0.09681082
aft,0.155331789
afur tafur,0.077363052
afur tufur,0.286517439
afurtafur,0.088774278
afyon,-0.135001917
agah,0.090615159
agamogenetik,-0.625
aganigi,-0.25
agatha christie,0.161517439
agav,-0.04167
agave şarkı,-0.125
agel,-0.00064
agenezisi,-0.125
ageneziydi,-0.125
aglaia,0.161517439
aglomera,0.286517439
aglomeratif,0.286517439
aglomere,0.286517439
agnatha,-0.25
agnaıl,-0.25
agnosi,-0.25
agnostik,0.202604716
agnozi,-0.25
agonadal,-0.125
agonal,-0.25
agonistik,-0.06818
agora,0.205157439
agorafobik,-0.75
agraf,-0.023204391
agrafi,-0.08333
agrandisör,-0.031366983
agranülositik,-0.25
agranülositoz,-0.5
agranüloz,-0.5
agrapha,-0.5
agrega,-0.02273
agresif,-0.01490139
agresif olmayan,-0.625
agu,0.355007439
agu bebek,-0.113690369
agucuk,-0.104803216
agucuk yavru,-0.104803216
agun,-0.1553
aguş,0.33460158
agâh,0.295809503
ah,-0.06012709
ah etmek,-0.120838207
aha,0.041409939
ahacık,-0.04068375
ahali,-0.057888507
ahan,0.040734439
ahbap,0.091197259
ahbaplık,0.166352472
ahbaplıkla,0.459170861
ahd-i cedit,0.078187439
ahdetmek,0.165095738
ahdi,0.730447439
ahenk,0.156990177
ahenkle,0.161517439
ahenkli,0.18589375
ahenklilik,0.078187439
ahenksiz,-0.334404254
ahenksizce,0.286517439
ahenksizlik,-0.061360333
aheste,0.061815919
aheste aheste,0.098972586
ahfat,0.288867439
ahi,-0.05639
ahibba,-0.00461
ahir,0.043428959
ahiret,0.192907842
ahit,0.065111648
ahitleşme,0.090401974
ahitleşmek,-0.056325633
ahitname,0.082776869
ahize,0.167770077
ahkam,0.117050245
ahla,-0.06344
ahlak,0.128997512
ahlak felsefesi,0.536517439
ahlaken,0.494847439
ahlaki,0.369847439
ahlaki anlamda,0.161517439
ahlaki gücü,0.536517439
ahlaki hikaye,0.161517439
ahlaki ilke,0.203187439
ahlaklı,0.210446488
ahlaksız,-0.230116227
ahlaksızca,0.236605489
ahlaksızcasına,0.214404739
ahlaksızlık,-0.125478331
ahlakça,0.494847439
ahlakçı,0.605957439
ahlakçılık,0.419097439
ahlat,0.472347439
ahlâf,0.288867439
ahlâk,0.491589406
ahlâk bilimi,-0.10732
ahlâkbilimci,-0.25
ahlâklı,0.245153105
ahlâkçılık,-0.125
ahlâkî,-0.10732
ahlât,0.104337439
ahmak,-0.188244662
ahmaklaşmak,0.243971199
ahmaklaştırmak,0.422877439
ahmaklık,-0.198833411
ahmaktır,-0.375
ahmakça,0.226135289
ahmakıslatan,0.303836587
ahret,0.22650783
ahretlik,0.087622644
ahtapot,0.111732466
ahtapot gibi,-0.125
ahtilop,0.154315849
ahu,0.231715897
ahududu,-0.02273
ahval,-0.056573303
ahzüita,0.383637439
ahçı,0.177736699
ahçıbaşı,0.051264826
ahüvah etmek,-0.136019339
ahır,-0.159547071
ahırdaki pencere,-0.35211
ahırdaş,0.146787439
ahırla,-0.84115
ahşa,-0.37286246
ahşap,-0.045802
ahşap dosya,0.161517439
ahşap sarımsak,-0.125
ahşap tavuk,-0.125
ahşap yonga levha,-0.34681
ahşap çerçeveli,-0.125
aidat,0.060675904
aidiyet,0.129261871
aids,-0.26517
aids virüsü,0.119847439
aile,-0.038114475
aile adamı,0.161517439
aile akeridae,-0.125
aile akraba,-0.074742339
aile alliaceae,-0.25
aile aloeaceae,-0.5
aile anguidae,-0.125
aile anomiidae,0.161517439
aile arcidae,-0.375
aile arctiidae,-0.125
aile ariidae,-0.25
aile asilidae,-0.25
aile atropidae,-0.375
aile belonidae,0.161517439
aile carabidae,-0.125
aile chalcidae,-0.125
aile ciconiidae,-0.25
aile cleridae,-0.125
aile coreidae,-0.25
aile funkaceae,-0.25
aile gavialidae,0.411517439
aile gruidae,-0.25
aile haemulidae,0.411517439
aile hostaceae,-0.25
aile içi şiddet,-0.375
aile jassidae,-0.125
aile juncaceae,-0.25
aile labiatae,0.161517439
aile lamiaceae,0.161517439
aile lemuridae,-0.125
aile liliaceae,-0.125
aile lithodidae,-0.25
aile lygaeidae,-0.375
aile mobulidae,-0.25
aile muridae,-0.125
aile muscidae,-0.125
aile oestridae,-0.25
aile osmeridae,-0.125
aile pectinidae,0.161517439
aile phillidae,0.161517439
aile phyllidae,0.161517439
aile proteidae,-0.25
aile pythiaceae,-0.125
aile raphidae,-0.125
aile reduviidae,-0.375
aile ruscaceae,-0.625
aile sciaridae,-0.5
aile sepiidae,0.161517439
aile sphecidae,-0.25
aile tachinidae,-0.125
aile terapisi,0.161517439
aile thripidae,-0.375
aile tingidae,-0.375
aile tipulidae,-0.25
aile triakidae,-0.125
aile turnicidae,-0.375
aile zapodidae,0.411517439
aile üyeleri,-0.074742339
ailece,0.231847439
ailecek,0.231847439
aileden,0.042103619
ailesiz,-0.5
ailevi,-0.06228
ailurus,-0.375
ait,0.145084266
ajan,0.049936911
ajan provokatör,0.161517439
ajanda,0.179937439
ajans,0.041131402
ajitasyon,-0.21898
ajite,-0.4375
ajur,0.245899621
ajurlu,-0.23864
ak,0.253288697
ak basma,-0.69318
ak benek,-0.08333
ak deri,0.244847439
ak gözlü ötleğen,-0.04167
ak kan,-0.34398
ak kara,-0.625
ak pas,0.042567946
ak yem,-0.418726749
ak yıldız,0.141777439
aka,0.047612662
akabinde,-0.044776283
akademi,-0.025
akademik,0.059247439
akademik cüppe,-0.125
akademisyen,0.070607439
akademizm,-0.125
akademizması,-0.125
akait,-0.15528
akaju,0.647475384
akak,0.104337439
akala,0.042867439
akamet,-0.0577
akan,0.144516189
akan yıldız,0.326737439
akantoid,0.161517439
akantosefal,-0.25
akantosit,-0.125
akantositoz,-0.125
akanyıldız,0.326737439
akar,-0.094623967
akar yakıt,-0.14079
akarap,0.179347439
akarca,0.059505966
akaret,-0.061544875
akarlar,0.374797439
akarofobi,-0.125
akarsu,0.065433604
akarsu krosu,0.179877439
akarsu yatağı,0.104337439
akaryakıt,-0.4043
akaryosit,-0.375
akaryot,-0.375
akarâtı mevkufe,0.286506164
akasya,-0.625
akasya sakızı,-0.08333
akatafazi,-0.5
akateksi,-0.375
akaç,0.129535664
akaçlama,0.286517439
akağası,-0.135748353
akbaba,-0.25176
akbasma,-0.69318
akbaş,-0.67026
akciğer,-0.2153
akciğer gibi,-0.75
akciğer güç,0.161517439
akciğer hava borucuğu,-0.31881
akciğer iltihabı,-0.5
akciğer lobu,0.286517439
akciğer zarı iltihabı,-0.5
akciğerden kan gelmesi,-0.25
akdarı,0.192587439
akdeniz,-0.00386
akdeniz ateşi,-0.125
akdeniz hamsi,-0.25
akderi,-0.375
akdet,0.147537439
akdiken,0.462637439
akdiken berry,-0.125
akdoğan,-0.51516
akedemi,-0.025
akefali,-0.5
akide,0.05908548
akide şekeri,0.161517439
akil,0.145896868
akim,-0.091156282
akis,-0.126820118
akit,-0.03371013
akitli,-0.25
akkan,-0.34398
akkan damarı,-0.34398
akkor,0.081563254
akkorluk,0.078187439
akkuş,-0.270319963
akl-ı küll,0.161517439
akla,-0.125
akla bahar,0.161517439
akla gelen,0.161517439
akla gelmez,-0.125
akla hayale,-0.5
aklama,0.590866204
aklama belgesi,-0.35191
aklamak,0.1503844
aklan,-0.307818
aklandırmak,0.286517439
aklanma,0.398446913
aklanmak,0.132127537
aklanmamış,-0.25
aklanmasindan,0.661517439
aklanmasinin,-0.16667
aklaşmak,0.127416123
aklaşmasınısağlamak,0.135787771
aklaşmış,0.168467439
aklaştırmak,0.135809285
aklen,1.0
akli,0.037511814
akliyat,-0.00425536
akliye,0.292197439
akliyeci,0.231014192
aklorhidri,-0.625
aklorhidrik,-0.25
aklı,0.371882365
aklı almak,0.261871822
aklı almamak,0.056717707
aklı başında,0.387197615
aklı karışmak,-0.239992805
aklı normal,0.258365721
aklı selim,0.061870119
aklı sıra,-0.07606
aklıalmamak,0.056717707
aklıkarışmak,-0.235701722
aklımızla,0.411517439
aklına sığmamak,0.056717707
aklınca,-0.07606
aklında olsun,0.112789252
aklından zoru olmak,-0.10417
aklını kaçırma,-0.230649296
aklını yitirme,-0.230649296
aklını çelmek,0.261517439
aklıselim,0.060410276
akma,-0.044310877
akmadde,0.176863127
akman,0.212021138
akması,0.286517439
akne,-0.5
akneiform,-0.25
akoli,-0.375
akondrit,-0.375
akondroplasti,-0.5
akordeon,0.609815581
akordiyon,0.53141382
akore,-0.5
akort,-0.038503843
akort etme,0.055825157
akort etmek,0.127191917
akortlu,0.106700608
akortsuz,-0.122411545
akos,-0.04115
akpas,-0.072613886
akraba,-0.094765955
akrabalık,0.369847439
akran,0.089105609
akranlık,0.10740597
akreditasyon,0.341067439
akreditif,0.252057439
akrep,-0.02273
akreplerden,-0.02273
akrepleri,0.161517439
akrilamid,-0.125
akrilik,-0.015
akritikal,-0.25
akroanestezı,-0.125
akrobasi,0.162464273
akrobat,0.147798338
akrobatik,0.411517439
akrobatik feat,-0.125
akrofobik,-0.75
akromatik,-0.125
akromatik renk,-0.125
akromatopsi,-0.625
akromegali,-0.2799625
akromi,-0.625
akropol,0.047355099
akrosiyanoz,-0.125
akrostiş,-0.52102
aks,-0.040838776
aksa,-0.21122217
aksak,-0.258353178
aksakal,-0.066760622
aksaklık,-0.225249336
aksaklıkları,-0.125
aksaklığı,-0.625
aksam,-0.204241061
aksama,-0.240474041
aksamak,0.072839252
aksamalı,-0.117690032
aksamasız,0.305505773
aksamış,-0.314319549
aksan,-0.010813293
aksansız,-0.04167
aksat,0.061627439
aksata,0.383637439
aksatmak,-0.335551184
aksatıcı,-0.27083
aksediş,-0.019085068
akselerometre,0.381137737
aksenik,-0.29167
aksesuar,-0.018297914
akset,0.093737439
aksetme,-0.019085068
aksetmek,0.064090131
aksettirmek,0.0678503
aksi,-0.234800021
aksi bir,-0.25
aksi halde,0.078187439
aksi hâlde,0.048997439
aksi takdirde,-0.6610861420631409
aksi takdirde,0.048997439
aksi takdirde güzel,-0.9483473300933838
aksi takdirde güzel,-0.9483473300933838
aksi takdirde,-0.6610861420631409
aksi tesadüf,-0.875
aksilenmek,-0.657835951
aksileşmek,-0.657835951
aksilik,-0.307250921
aksilik kanunu,-0.5
aksilikle,-0.29167
aksine,-0.119164596
aksiseda,-0.019085068
aksiyom,0.048246939
aksiyomatik,-0.20455
aksiyon,-0.021468533
aksiyoner,0.062385281
akson,0.547027439
aksoy,0.13116761
aksu,-0.69318
aksungur,-0.51516
aksırma,-0.450785
aksırtıcı,-0.375
aksırık,-0.443002137
aksırış,-0.450785
aktar,-0.074884863
aktarma,0.202976591
aktarmak,0.116807317
aktarmalı,0.188407439
aktarılan,-0.140568371
aktarılarak,0.116267439
aktarım,0.041124724
aktif,0.173575397
aktif madde,0.411517439
aktifleştirmek,0.411517439
aktinit,0.072537439
aktinomikoz,-0.125
aktinomikozis,-0.5
aktinomiçes,-0.125
aktinyum,0.072537439
aktivasyon,0.070607439
aktive,0.071517439
aktivizm,-0.26789
aktris,0.233331875
aktör,-0.042412324
aktöre,-0.14199795
aktöreci,0.605957439
aktörecilik,-0.125
aktöredışıcılık,0.536517439
aktöresel,0.369847439
aktüalite,-0.016136644
aktüel,0.147029209
akufen,0.286517439
akuminata,0.286517439
akupunktur,-0.125
akustik,0.286517439
akustik afazi,-0.5
akustik gitar,0.286517439
akustik güç,0.161517439
akustiği,0.161517439
akut,0.064594233
akut gastrit,-0.5
akut glokom,0.411517439
akut üçgen,0.286517439
akval,-0.01369
akvaryum,0.359297439
akyaprak,0.123290796
akyuvar,-0.88147
akyıldız,0.141777439
akça,0.275560514
akça pakça,0.314563356
akça yel,-0.038825454
akçaağaç gibi,-0.25
akçalama,0.179427439
akçalanmış,-0.375
akçasal,0.135025098
akçe,-0.004895169
akçı,0.253107439
akçıl,0.380456124
akçıllanmak,0.127235855
akçıllaşmak,0.127235855
akü,0.047817439
akülü,-0.625
akümülatör,0.047817439
akümülâtör,0.047817439
akütans,-0.01082
akı,-0.026387487
akıbet,-0.089007694
akıcı,0.132941629
akıcı afazi,0.161517439
akıcı söz,0.373787439
akıcılık,-0.125
akıl,0.144900104
akıl almaz,0.118496045
akıl defteri,0.179937439
akıl doktoru,-0.314285
akıl dışı,-0.248993834
akıl dışıcılık,-0.25568
akıl etmek,0.08169341
akıl hastalıkları,-0.375
akıl hastalığı,0.182347439
akıl hastanesi,-0.125
akıl hattı,0.161517439
akıl kumkuması,-0.375
akılalmaz,-0.25
akılca,1.0
akılcı,0.169974964
akılcılık,0.352460311
akılda,0.411517439
akıldışı,-0.115343527
akıldışıcılık,-0.25568
akıllan,0.411517439
akıllandırma,0.073197439
akıllanma,0.395896222
akıllanmak,0.064149641
akıllanmaz,-0.498520115
akıllanmış,0.609237599
akıllarınca,0.057707439
akıllı,0.118299625
akıllı uslu,0.197568681
akıllıca,0.238635692
akıllılaşmak,0.326280643
akıllılık,0.230016795
akılsal,0.170892101
akılsız,-0.122882624
akılsızca,-0.10417
akılsızcasına,-0.10417
akılsızlık,0.039856098
akılık,0.05022523
akım,0.047966228
akımlı,-0.464588789
akımlık,-0.228433027
akımsar,0.30741743
akımtoplar,0.047817439
akın,-0.06862814
akın etmek,0.0564344
akıncı,-0.206333093
akındırık,0.209057439
akıntı,-0.187031383
akıntılı,-0.499125257
akıt,-0.05329
akıtma,-0.004490259
akıtmak,0.03796493
akış,-0.034247525
akışkan,0.126373931
akışkanlık,0.059247439
akışkansı,0.047097822
akışları,0.066517439
akışmaz,-0.095253399
akışı,-0.04106
akşam,-0.18844259
akşam namazı,0.135857439
akşam saati,0.135857439
akşam saatlerinde,0.135857439
akşam vakti,0.135857439
akşam yıldızı,0.141777439
akşama doğru,-0.237617467
akşama kalmak,0.03783625
akşama sabaha,0.045993549
akşaman,-0.164762125
akşamcı,-0.044488124
akşamdan,-0.45455
akşamdan kalma,-0.119372839
akşamki,0.157207439
akşamla,0.110227439
akşamlamak,-0.237629368
akşamları,-0.237617467
akşamleyin,0.135857439
akşamüstü,-0.275609716
akşamüzeri,-0.311485259
akşetmek,0.067320671
akşit,-0.375
akşın,0.296924952
al,-0.040866366
al etmek,-0.112830721
al yanaklı,0.536517439
ala,0.103136151
alabalık,0.260107439
alabalık zambak,-0.25
alaban,-0.1875
alabanda,-0.085333728
alabaş,-0.53479
alabildiğine,-0.020170707
alabora,0.073587439
alabora olmak,0.116688793
alabık,-0.165926346
alaca,-0.193474033
alaca aş,0.358837439
alaca karanlık,0.480571911
alacak,-0.013884726
alacak verecek,0.106677546
alacakaranlık,-0.276437076
alacakarga,-0.06818
alacaklı,-0.25100342
alacalı,0.208320448
alacalı bulacalı,0.059666529
alacağı,0.091257439
aladağ,-0.21935
alafranga,0.332486292
alageyik,0.125692327
alaimisema,-0.168753099
alaka,0.145039173
alakadar,0.112105211
alakalı,-0.071847439
alakart,0.381497439
alakası yok,-0.9967076778411864
alakası yok,-0.9967076778411864
alakasız,-0.256889969
alakasızlık,-0.337725239
alakok,-0.58333
alakoymak,0.180439601
alalama,-0.002936111
alalamak,-0.032700679
alalanmış,-0.67013
