text	sentiment_category
temizlemesi çok zor emzik kısmı pipet kısmı çok kompleks ayrılmıyor sebeple iyi temizlenemiyor i̇yi yanı malzeme kalitesi	1
yeni kullanmaya başladık şimdilik çok güzel oğlum çok sevdi teşekkürler	1
contigo fark	1
memnun kaldık	1
ucuza aldi'yim bunun sulukların içindeki suyu oğlum ters çevirip doktugu için almak zorunda kaldım iyi alois'im akta yapmıyor oğlum sürekli firlattigi için içerisindeki aksamda sorun olusmustu firmaya aradigimda sorunu halledebileceklerini söylediler hemen gönderdim sorun düzeltildi puan memnuniyetle kullanıyoruz kucak cocuklarin rahatlıkla kendisi kaparini acil kapayabileceği kesinlikle öneriyorum	1
süper suluk ağzı açıkken ters çevirseniz su akıtmıyor çekildiğinde ağıza dolu dolu su geliyor nedenle 3 yaş çocuklar iyi olacağını düşünüyorum	1
ağızlık kısmını açmak düğme gayet kolayken kapatma kısmı hijyenik oğlum ister istemez ağız değen yere parmağını koyup kapatmaya çalışıyor yüzden mikroba çok açık bilsem almazdım	0
kullandığım üründü kaybolunca yenisini aldım i̇ç pipeti çıkarıp kullanıyor çocuğum yaşı büyük olduğu koku yapmıyor kesinlikle akıtmıyor	1
2 ayı geçti 4 yaşında oğlum kullanıyor okulu aldım evde elinden düşürmüyor açıp kapatması pratik kesinlikle koku damlatma yapmadı tek üzüldüğüm darbeye bağlı baskısı çiziliyor dışında kesinlikle tavsiye ederim	1
güzel kaliteli	1
güzel	1
oğlum genelde sulukların kapağını kırıyordu bu şekilde sulukta kapak olmadığı pipet kısmı kalın olduğu çok pratik kullanışlı ayrıca suluğun malzemesi sert plastik olmadığından düşmelere karşı dayanıklı verdiğim paraya	1
teşekkürler	1
biraz pahalı celsede çok kaliteli sağlam ürün su çekişi çok rahat koku yapıyor bayıldım boşuna malum markayı almayın çöp oluyor	1
ürün 5 yas oğlum kreştekullanmak aldım çok güzel ürün oğlumda çok sevdi ürünü alırken modeli yanlış almıştım satıcıya söyledim sağolsun değiştirdi çok teşekkür ederim kendisine	1
yaklaşık yıldır kullanıyoruz bebeğim çok seviyor koku sorunu olmadı tavsiye ederim	1
çok kullanışlı güzel	1
sürü suluk denedik tek sızdırmayan suluk budur	0
muhteşem ürün	1
güzel ürün	1
gönderim izliyi dirms erken kargoya verdi oğluma okul basladiginda bu suluk alois'tim çekme sorunu vardi ustunç bu kar suluk denedim onlarda akitti sulumu buldum fundada çekme sorunu su tam anlamıyla gelmiyor cocuyum hayal kirikligina ugradi kalder'dim kenarda duruyor diğer oğluma alacaktım almam artık sansimizdsn bilmiyorum	0
zamana almadığım pişmanım çok kullanışlı akıtma yapmıyor kalite olarak sınıfı ürün	1
torununa almıştım çok sağlam ürün koku yapmıyor türlü içeceği rahatlıkla kullanabiliyoruz teşekkür ederim	1
2 yaşında oğlum aldım ters çevirince su dökülmüyor kendisi çok sevdi elinden bırakmıyor	1
gayet güzel kullanışlı	1
maalesef ürün ay akıtmaya başladı	0
kapak kısmından düğme kısmından ciddi miktarda su akıtıyor cayma hakkı süresi dolduğu iade edemiyorum çöp oldu resmen çok üzüldüm	0
çok güzel ürün alin aldi'cin	1
pahalı harikaymış	1
çok başarılı 2 yaşındaki oğlum severek kullanıyor	1
geldi kullanmaya başladık hiçbir sıkıntı yok pipet kısmı plastik silikon olsa güzel olurdu	1
çok güzel bu suluk 2,5 yaşındaki oğlum alabiliyor ayrıca hafif olmasına çok iyi	1
torunuma aldım kaliteli kullanışlı suluk	1
koku yapmıyor su damlatmıyor tavsiye ediyorum	1
oğlum çok beğendi	1
akıtma lokma vs birşey olmadı sağlam temizlemesi kolay tavsiye ederim	1
ürün çok pratik kullanımı çok kolay koku yapmıyor	1
dün sipariş ettim bugün elimde oğlum çok sevdi teşekkür ederim	1
2 yaşındaki çocuğum pipetten suyu çekemiyor suluk koku vs yapmadı	0
süper	1
muhteşem ötesi	1
gizli geldi memnun kalacaginiz urun rahatlıkla sipariş verebilirsiniz	1
sorunsuz güzel alışveriş oldu teşekkürler aynısı geldi kaliteli hızlı teslimat	1
çok kaliteli	1
sızdırmıyor dayanıklı	1
2. ye sipariş verdim çok iyisi	1
güzel ürün kullanışlı memnunuz	1
yosun tutuyor resmen çok güvenerek almştm	1
çok güzel memnun kaldık	1
oğlum severek kullanıyor koku yapmıyor	1
ürün çok kaliteli	1
damlatmıyor ağza gelen yeri gayet iyi yumuşak çok başarılı ürün paketlemede gayet iyiydi mng kargoda hızlı getirdi tsklar	1
maalesef akıtmaz denilen suluk akıtıyor pipet ucu hasarlı geldi	0
gayet kullanisli urun	1
ilgisiz urun gönderdiler	0
