text	sentiment_category
ürün çok güzel çok kaliteli şimdiye yakınında olup almadığım uzak yerden pahalı zamanda aldığım üzgünüm kumaşı pamukluluğu tam istediğim rengi biraz açık gelir düşünmüştüm görseldeki sarı geldi çarşafının büyüklüğüne inanamadım serince yatağı kaplıyor altlarına sıkıştırabiliyor muhteşem ötesi gelen üründe ufak pürüz yaşadım satıcı iletişime geçtim hemen yardımcı oldular teşekkür ediyorum piyasada yeni ürünler polyester karışımı çok ince kumaşlarla üretiliyor ürünü almak çok mantıklı parasını hakediyor iş kendilerini bozmadan devam eder firma	1
çok şık duruyor kalitesini kullandıkça anlayacağım sorunsuz geldi	1
çok beğendim kumaşı çok güzel	1
kumaşı duruşu çok güzel kullanışlı tavsiye ederim	1
ürün fiyatı düşünce hemen çeyizime aldım 2 günde elime ulaştı tane nevresim takımı aldıysam kaliteyi yakalayamadım asalet aşk yaşıyorum resmen alt çarşaf tatlı gri çizgilerinin renginde düğmeleri kontrol ettim kusursuz teşekkürler	1
kumaşı çok güzel çok beğendim	1
aynı markadan almıştım çok memnun kaldım farklı rengini aldım hemen yıkadım kuruyunca sereceğim	1
çeyizim aldım kullanmak nasip olmadı çok güzel görünüyor yumuşak dokusu ince nevresim takımı sadece resimlerde göründüğünden ton rengi koyu aşırı renk farkı yok	1
çok güzel ürün	1
influencerlarda sıklıkla gördüğümüz meşhur takımı almakta geciktiğim kendimden özür dilerim meşhur olacak kaliteli şık spor alın aldırın kararsız kalanlar düşünmesin fazla	1
biraz ince geldi ceviz için aldım	0
derece özenle hazırlanmış mükemmel çeyizim aldım modelleri alacağım yerli ürün olması mutlu etti ülkemizin firmalarına destek denizli tekstil teşekkürler	1
sorunsuz geldi çeyizim aldım görüntüsü kalitesi çok güzel aşık oldum teşekkürler	1
uzun zamandır almayı düşünüyordum indirimdeyken hemen sepetime ekledim i̇nanılmaz güzel nevresim takımı sade spor takım kumaş kalitesi muhteşem kargom gelince direkt yıkadım ütüye gerek kalmadan hemen kullandım kesinlikle tavsiye ediyorum	1
çok güzel kaliteli cevizlik slim	1
çiçek takım bayıldım gönül rahatlığı alabilirsiniz özellikle country yatak odaları birebir model	1
ürünü çok beğendim tam istediğim indirimdeyken almıştım kumaşı gayet	1
çok güzel beğendik	1
biraz inceler çarşaf keşke lastikli olsaymış harici güzel minimal bu nevresim	1
paketleme çok iyiydi kargo günde ulaştı markanın farklı rengini senedir kullanıyordum çok memnunum yumuşacık çok şık rengini almayı istiyordum indirimde aldım düşünenlere tavsiye ederim	1
teslimat tarihi geç gösteriyordu hemen teslim edildi kalitesini çok beğendim tam fotoğraflarda göründüğü	0
mükemmel dokusu rengi harika sıcaklarda terletme yapmadı bayıldım	1
gerçekten yorumlardaki muhteşem dokuya sahip 3 kez yıkamama çekme renk solması olmadı tavsiye ediyorum	1
ürün çok güzel sade şık 1 puan kargo paketinden kırdım sadece ürünün poşetiyle gelmişti teşekkürler	1
i̇ndirimden aldım güzel görünüyor kullanmadım sağlam geldi	1
harika ürün yıkadım kullandım sorunsuz tavsiye ederim	1
ikinci alışım kumaş güzel %100 pamuklu deseni dokusu iyi	1
biraz büyük oldu standartların üstünde ölçü dışında güzel takım	1
ürün göründüğü paketleme güzel kullanmadım rengi iyi	1
çok güzel kumaşta harika	1
dokusu görünüşü muhteşem	1
çok beğendim çok kaliteli çok hızlı geldi i̇nstagram homeblogccum	1
rengi dokusu gerçekten çok iyi çıktı kırışık görünümünü beğeniyorum teşekkürler	1
yorumlara bakarak aldım bilmediğim bu marka olunca tereddüt etmiştim iyi almışım kumaşı dokusu şahane eğer ihtiyacınız varsa düşünmeyin alın çift kişilik olanı kendime alacağım	0
theminimalistt'e görmüştüm takımı çok hoşuma gitmişti stokta yoktu stoğa geldiğini görür görmez aldım iyi almışım	1
paketi tam açmadım güzel görünüyor	1
paketi tam açmadım güzel görünüyor	1
doğal sade miiisss gibi düğmeleri harika yapay vıcık vıcık boya sevmiyorsanız harika ürün farklı çizgi kombinasyonları modellerini bekliyorum	1
ürün tam hafta elime ulaştı yorumlarda harika muhteşem diyemiycem sade ürün olarak beğendim aldım fotoğraflarını simdi atıyorum	1
çin güzel ürün	1
aşırı tatlıııııı çok sevdim çeyizime	1
bayıldım kumaşı dokusu çok güzel ham keten yumuşacık markanın müslim örtülerini kullandım çok başarılı	1
bayıldım güzel kumaşı pamuk	1
bayıldım efsane ürün	1
bayıldım güzel kumaşı pamuk	1
aşırı tatlıııııı çok sevdim çeyizime	1
çok güzel yüzde yüz pamuk tavsiye edilir	1
çeyizim aldım kumaşı çok güzel	1
meşhur nevresim takımını bizde almış bulunuyoruz çok sevdim kumaşının pamuklu olması önceliğim eşim rengini beğenmesene çok sevdim beğendim almak isteyenler gönül rahatlığıyla alabilirsiniz kumaş biraz kırışık görünüyor sanırım doğası ziyanı yok gayet güzel pamuklu nevresim yumuşak sıcacık tutuyor	1
mükemmel bu nevresim takımı çok doğal bu dokusu ütülemeden seriyorum gayet güzel duruyor yatağa uyacağını düşünüyorum yıkadıkça kullandıkça yıprandığını görmedim düşünmeden alabilirsinizzzz	1
i̇nanılmaz güzel dokusu rengi harika gerçekten çok severek kullanacağım ürün oldu alacaklar düşünmeden alabilir	1
