text	sentiment_category
aşırı güzel hiçbir şekilde çizilme kusur yoktur paketleme gayet güzeldi satıcıya çok teşekkürlerimi sunuyorum ütü baya iyi tuşları çok güzel su akıtma yapmıyor derece ayarlama plazmasında çok güzel çok araştırdım ütü alırken marka alsam iyi olur tereddüt ederek aldım aldığıma verdiğim paraya değdi indirimden aldım çeyizime aldım herşeyini çok beğendim düşünmenize gerek yok philips diyorum başka demiyorum alın aldırın	1
i̇yi olumsuz yorumları okuyup almaktan vazgeç emilim abur serisini kullanıyordum boşuna eziyet çekmişim ütü hafif yemde mükemmel kırışıklık açıyor 10numara yıldız tereddütsüz alın su akıtan diyenlere ısınmadan çok buharı açmayın genel bilgidir	0
gönül rahatlığıyla alabilirsiniz çeyizime aldım uygun fiyatlı istiyorsanız alın çok hafif buhar gücü yüksek	1
eşim çok beğendi konularda hassastır tam fiyat performans ürünü buhar çok fazla su tüketiyormuş dışında ilk izlenimler çok başarılı kargolanma süreside paketlemede güzel	1
öncelikle kargo çok hızlı geldi sorun yoktu ütü fiyatına göre çok iyi kaliteli fiyata alınacak iyi ütü buhar özelliği gayet iyi su akıtmıyor ayrıca çok hafif tabanı kaliteli kesinlikle tavsiye ederim	1
ütü kullandım farklı markalardan iyisi kesinlikle tam kere aldık anneler günü hediyesi olarak hepimiz memnuniyetle kullanıyoruz kumaşı tutmuyor kolunuzu yormadan ütüleme yapmanızı sağlıyor	1
kesinlikle çok güzel utuluyor kullanmaya basladim sıkıntı yaşamadım kirisiklari çok güzel açıyor ütülenecekleri biriktirip yapanlar biraz kol yorabilir utulerle kiyaslayjnca fiyatına göre çok çok iyi ütü	1
fiyatına göre çok çok iyi ütü rahatlıkla kayıyor hızlı ısınıyor buhar püskürtmesi çok güçlü iddiada hafif kullanışlı	1
fiyatına göre çok çok iyi ütü rahatlıkla kayıyor hızlı ısınıyor buhar püskürtmesi çok güçlü iddiada hafif kullanışlı	1
ütüm ütüm :) fiyatına göre değerlendirme yapmak gerekirse mükemmel tek geçişte kırışıklık açtığını söyleyemem çok güçlü su damlatmıyor çok pratik kullanım kolaylığı ütüleyen değilseniz fazlasına ihtiyacınız yok	1
başka model philips ütü kullanıyorum ürün kaliteli memnunuz	1
tefal buharlı pro ısınması 2/3 de sürüyor tek parça kolay ütü aldık parasına göre iyi buhar basıncı kırışıkları %85 açıyor parasına göre iyi	1
phil'in ucuz ütüsü böyleyse diğerlerini dusunemiyom şimdiye eziyet çekmişim ütü yaparken	0
valla ütüm bozulmuştu tefal'dı eski marka philip candır ya hafifi ya kayıyor yemde ucuz	0
ürünüm elime ulaştı ilgi alakanız çok teşekkür ederim çok memnun kaldım	1
ürün güzel ilk kullanımda damlama yaptı sonrasında problem olmadı bence 5 yıldızlık ürün kargoda problem yaşamadım kutular yırtık ezik geliyor olmadı	1
i̇lkini anneme aldım ikinciyi kızkardeşime çok güzel fiyat performans ürünü	1
hafif ürün buhar kapasitesi iyi beğendim yeter kat para vermeye gerek yok bence	0
gerçekten kaliteli kullanışlı ütü	1
ürün görüntü olarak çok güzel çok aşırı hızlı kargolandı dün hissettim bugün elimdeydi kullanıma hakkında yorum yapamayacağım çeyizim aldım kullanmadım yalnız garanti belgesi kutunun üstünde asılı garanti süresi başlatılmış şekilde yollanıyor açıklama eklememişler satıcı soru kabul etmiyor	1
hafif çok güzel beğendim	1
ütü denilince marka olarak philips tek geçerim ürünü bilerek aldım anne hediyesi olarak bende çok memnunuz buhar süresi sıcaklık kırışıklık açma soğuma tasarım kullanım ömrü herşey çok güzel	1
kaliteli gayet iyi ütü memnun kaldımteşekkürler	1
çeyiz alındı 2. kez aldım çok güzel kullanışlı philip kalitesi bilen bilir	1
şalım zor ütüleniyor üzerinden kere geçince çok iyi oldu çok tereddütlerim vardı epey araştırdım memnunum i̇lk başta çok fazla su akıttı korktum akmadı i̇lk seferde akıyormuş yüzden sorun etmedim performans olarak başarılı buldum	1
7-8 yıl annem azur serisinden almıştı memnun değildik çok para vermek istemediğim aldım pişman olur muyum bilmiyorum çeyize kaldırıyorum bu çalışıyor denedim fena çok zorlu kırışıkları açmıyor maalesef hafif kıyafetleri şalları ütülemek ideal	0
biraz ağır geldi kullanmadım umarım memnun kalırım hızlı teslimat oldu teşekkürler	1
harika tavsiye ediyorum çok hafif kullanışlı	1
çok beğendim performansını sorunsuz sağlam şekilde ulaştı kesinlikle tavsiye	1
gayet başarılı	1
alır almaz hemen heyecanla gömlek ütüledim meğer ütü yaparken eziyet çekiyormuşum hafif resmen yağ kayıyor kırışıkları çok güzel açtı 2 mi kablosu rencide sade şık pahalı ütüye hacet yok dikey buhar çıkıyor su püskürtme süper tavsiye ediyorum	0
philips kalitesi anlatmaya gerek yok tavsiye ederim alacaklara	0
ürün gayet iyi tavsiye ediyorum	1
güzel ürün paketleme güzel tavsiye ederim	1
fiyatına göre gayet güzel kullanışlı ütü kırışıkları çok iyi açıyor i̇lk kullanımda su akıtıyor normale dönüyor gönül rahatlığıyla alabilirsiniz	1
gayet memnunum philips kalitesi belli oluyor	1
fiyatına göre alınabilecek güzel ütü tabanı harika ısınması çok hızlı buhar gücü yüksek fazlasına ev gerek yok	1
philip farkı belli oluyor çok çok kaliteli parasını sonuna hakediyor ayrıca 24 saat geçmeden teslim edildi çok teşekkür ederim	1
gayet kullanışlı güzel	1
çok kaliteli çok güzel bu ürün	1
memnun kalacağımı düşünmemiştim arkadaşıma aynısından aldırdım gerçekten mükemmel paketleme kargo hızı olarak iyi tereddüt etmeden alın derim	1
gerçekten çok güzel ütü yormuyor kayıp gidiyor ütü yaparken çok iyi paketleme yapılmıştı sorunsuz geldi aldıktan fiyatı hemen arttı 24 saat dolmadan	1
yıllar kaliteli onca para verdiğim te al marka ütümden kötü aynı zamanda hafif gayet güzel ütü fiyat performans ürünü beğendim	1
muhteşem ürün gönderilmiş	1
ürün ilk kullandığınızda su akıtmaya başlıyor yorumlarda geçici olduğunu okudum oldu sadece ilk su koyduğunuzda buhar sistemi açılırken tahmin ediyorum su akıtması oluyor ütüsü sorunsuz fiyat performans ürünü diyebilirim	1
ürün gerçekten göründüğü onnumara terettüp etmeden alabilirsiniz	1
fiyat performans ürünü ütü ihtiyacı olanlar tereddüt etmeden alabilirler	1
fiyat performans ürünü 1 yıl yorum yapıyorum sıkıntı çıkarmadı	1
ürün çok güzel	1
çok kısa sürede elime ulaştı tavsiye ederim sadece paketleme iyi olabilirdi ütünün kutusunu direk koli içine koymuşlar azından kolinin içine köpük pıt pıt poşet içerisinde iyi olurdu ürünüm sorunsuz şekilde geldi	1
deneme fırsatım olmadı çeyizim aldım yorumlar çok olumluydu paketleme çok özenliydi teşekkürler	1
öncelikle kargo çok hızlıydı 3 gün elimdeydi kargo güzel paketlenmişti yorumlara bakarak çeyiz aldım	1
fiyat performans ürünü işimi çok rahat hallediyor	1
ürün söz verilen tarihte elime ulaştı ilk denememde su akıttığını gördüm moralimi bozmadım şansıma arızalı ürün gelmiş dedim iade değişim talebi oluşturdum ertesi gün hepsijet kapımızdan aldılar satıcıya geri gönderdik hemen yenisini kargoları kez sorunsuz çalışıyor satıcıdan Hepsiburada'sın eziyetsiz sisteminden memnunum	0
ürünü kullananlar çok iyi olduğundan bahsediyor ayın 15 inde i̇zmir'de kargoya verilen ütü 3 saatlik çanakkale'de 5 gün geçmesine yazınki gelmedi	1
çok memnun kaldım fiyata mükemmel performans kere kırışıklık açıyor ağırlığı güzel hafif ütülerden	1
ürünü alalı 2 yıl oldu hala sağlam kullanışlı tek kusuru haznedeki su azalınca buhar püskürtme miktarı azalıyor su haznesini dolu doluya yakın kullanırsanız sorun yok çok pahalı ütülerden farkı yok	1
teşekkür ederim hızlı kargo kaliteli ürün alır almaz kullanmaya başladık	1
çok güzel ütü paketlenmesi çok güzeldi fiyata alabileceğiniz güzel ütü tereddütsüz alabilirsiniz	1
ürün kaliteli	1
kesinlikle mükemmel ürün buhar kapasitesi çok iyi rahat şekilde ütü yapmanızı sağlıyor	1
i̇htiyacı olan alabilir kullanışlı	1
sorunsuz elimize ulasti memnunuz	0
kullanımı kolay	1
cumartesi günü sipariş verdim pazartesi sabah teslim edildi markanın ikinci kutusunu kullanıyorum çok memnunum kesinlikle tavsiye ederim 3. kademe ayarında buhar düğmesine bastığımda biraz su akıtıyor 2. kademede kullandım sorun olmadı buhar seviyesi gayet yeterli pamuklu gömlekleri çok güzel utuledi	1
çok hızlı geldi philips gerçekten güzel marka ütüsündede tavsiye ederim ütü hafif burhan gücü çok güzel	1
dün sipariş verdim bugün sabah kapımdaydı mükemmel hız ürün kutusu evraklarıyla birlikte sorunsuz ulaştı ürünü açıp hemen denedim tişörtün kırışıklığını açmada kendinden pahalı ütülerle eşdeğer i̇lk kullanımda su akıtmada yapmadı zamanla kullandıkça olumsuzluk görürsem yorumumu güncelleyeceğim	1
çeyiz hediye aldım philips in kalitesine güvendiğim markayı tercih ettim uzun yıllar kullanılır düşünüyorum gayet büyük hafif	1
paketleme güzeldi gizli geldi severek kullaniyorim pratik küçük ütü iyi açıyor kırışıklara tek sorunumuz ütüyü kapattıktan su akıtıyor su birikmiyor bosaltmayi unutursanız yeri ıslatıyor bence duruma çözüm bulunmalı başka marka utulerde yasıyorum sorunu	1
ürün fiyatının üstünde performans veriyor annemin piyasada kullanmadığı marka kalmadı steam glide tabanlı modele bayıldı	1
paketleme güzeldi gizli geldi severek kullaniyorim pratik küçük ütü iyi açıyor kırışıklara tek sorunumuz ütüyü kapattıktan su akıtıyor su birikmiyor bosaltmayi unutursanız yeri ıslatıyor bence duruma çözüm bulunmalı başka marka utulerde yasıyorum sorunu	1
ütü fiyatları kıyaslayınca uygun kaldığı insan bu miktar tereddüt düşüyor aldıktan beri yaklaşık 20 parça kıyafet ütüledim kırışıklıkları gayet iyi açıyor su damlatmıyor buhar gücü gayet iyi fiyat performans diyebilirim	1
17 yıllık philips ütümüz ufak kablo soketi harici tamir görmedi anneme verdik aldık çok güzel çok beğendik	0
ürün anlatıldığı geldi paketleme çok iyi philips kalitesi tartışılmaz	1
ürün beklediğim geldi tavsiye ediyorum rahatlıkla alabilirsiniz	1
urlden çok memnunum kırışıklıkları gayet güzel açıyor buhar gucuda çok iyi	1
24 saat içersinde teslim edildi diyebilirim hızlı kargo özenli paketleme ürün harika kalitede	1
