text	sentiment_category
yorumlarda öne çıkması 5 yıldız verdim çantada kullanım 1 ay olmadan resimde gördüğünüz şekilde lekelenme oluştu i̇ade talebim reddedildi almayı düşünen arkadaşlar düşünsün	1
kargom çok hızlı sorunsuz ulaştı ürün orjinal boyutu gayet ideal	1
mükemmel kalitesine bayıldım tavsiye ederim uygun burda ayrıca	1
standart klasik kullanışlı ürün	1
Hepsiburada resmi satıcısından aldım gayet güzel	1
harika bayıldım	1
takmaktan vazgeçemiyorum çok güzel	1
ürün çok güzel kaliteli dokusundan anlaşılıyor para verip aldığımız çantanın azından toz torbası olsun isterdim ürünü kargo poşetine koyup yollamışlar sadece sapında fermuarında koruyucu jelatin ince köpükler vardı satıcıya yakıştıramadım ürün güzel 2 puanı paketleme yüzünden kırıyorum toz torbası olsaydı farklı kutunun gelseydi özenli şekilde 5 üzerinden 5 verirdim	1
kaliteli piyasaya göre uygun fiyatlı keşke poşete kargoyu kutuya koyup gönderselerdi dışında hızlı teslimat renklerine indirim gelirse alabilirim	1
kargo poşetinde geldi görünüş olarak farkı yok beklediğim kalitede geldi orijinal olduğunu düşünüyorum üstünde lekeler oluştu oluştuğunu anlayamadım	1
ürünü aldıktan kenarlarda yüzülmeler deformasyon oluştu yorumlara baktığımda genel sıkıntı olduğu alanların çoğunun aynı yorumu yaptığını gördüm ürün fermuar kısmı hemen renk atmaları oluştu ürün inceleme talebinde bulundum bende bakalım sonuç çıkacak	1
çok güzel kaliteli derisi iyi umarım soyulmaz beğendim paketleme özenli olabilir ezilmemesi poşet koymuşlar sadece	1
boyutları çok ideal içi boyutuna göre oldukça geniş hasarsız sorunsuz hızlı şekilde ulaştı	1
orjinal ürün güzel paketleme satıcı Hepsiburada olunca güvenilirliği kesin oluyor teşekkürler	1
çok beğendim gerçekten güzel olacağını tahmin etmemiştim bayıldım şık spor	1
ürün çok kaliteli özenli geldi teşekkürler :)	1
ürün gayet güzel beklediğim fiyatı satıcılara satış platformlarına göre uygun sadece özenli paketleme beklerdim celebrity marka olarak değerlendirirsek saklama çantası özenli paket beklerdim normal plastik ambalajında kargo paketine koyup gönderilmiş pek hoşlanmadım durumdan özen gösterilmesini isterdim	1
satıcı Hepsiburada olduğu orjinallık konusunda şüphemiz olmadı teşekkürler	0
kurtarıcı güzel bu parça kalitesi tartışılmaz orjinal ürün teşekkürler Hepsiburada	1
çanta aynı göründüğü orjinal içine rahatlıkla telefon cüzdan sigara rahat bu şekilde sığıyor çok severek kullanıyorum	1
kız arkadaşıma hediye aldım bayıldı gerçekten çok kibar şık çanta kargo paket içeriği özenliydi	1
güzel beklemiyordum hayatımda ilk defa kaliteli çanta aldım başka çanta takmam düşünüyorum	1
ürünün kalitesi çok güzel orjinal china malı dış etikette yazıyor china i̇çinde etiket yok calvin klein görüştüm ürünlerin iç etiketi dedi sakın almayın iade ettim Hepsiburada resmi satıcıdan almıştım	0
i̇yi almışım çok güzel	1
çanta çok güzel çok şık küçük gözüküyor içi geniş rahatlıkla eşyalar sığar	1
orijinal ürün makul fiyat	1
beklediğimden büyük geldi çok beğendim kaliteli ürün	1
ürün çok güzel kargo poşeti yollanmış azından kutusunda gelebilirdi Hepsiburada'da yakışmadı	1
mükemmelle ötesi şeyy göründüğü içinde çok genişşş bayıldım yakışıyor	1
kullandigim marka indirimli simdi al de limitimle kendime hediye aldım kutuya koyulmamisti	0
çanta güzel hediye aldım tekrar kendime almak istiyorum stok yok zaman gelecek	0
mükemmelle ötesi şeyy göründüğü içinde çok genişşş bayıldım yakışıyor	1
nişanlıma aldım ürünü beğendiğini söyleyebilirim kesinlikle tertemiz parasını hakeden çanta kalite	1
eşime yıl dönümü hediyesi olarak aldım çok beğendi teşekkürler	1
çok beğendim çok kaliteli duruyor	1
çok güzel şık spor	1
satıcısı Hepsiburada olmasına dikkat edin bence ürün çok güzel	1
harika bayıldım orijinal çanta	1
beklediğim geldi kullanışlı hafif çok güzel	1
güzel çok bu soyulma vardı çok küçük sorun etmedim	1
çok beğendim dokusu duruşu güzel	1
çok güzel paketlenerek gelmiş bayıldım	1
çok beğendim dokusu duruşu güzel	1
ürün gayet güzel kargom çok hızlı geldi	1
süper süper süper	1
evet aldığımızda harika sandık çok beğendik aylar durum güncellemesi şekilde kullanımla alakası olmadan derisi soyuldu senelerce kullanabileceğimi sanmıştım hayal kırıklığı	1
süper	1
orijinal çanta memnun kaldım	1
çok güzel çanta çok beğendim özenli geldi	1
kullanışlı ürün aldıktan indirime girmesi üzdü	1
süper	1
süper	1
güzel	1
ürün çok güzel ezik şekilde yollamaları hoş olamamış indirimden aldığım iade edemiyorum 3 yıldız	1
sadece kargo poşetine koyulup gönderilmiş kartona koyulabilirdi kılıfa dışında kargo hızlıydı çantada gayet güzel ideal boyda	1
çok severek kullanıyorum umarım kenarlarında soyulma olmaz	1
fiyat olarak kalite olarak güzel ürün	1
çok kaliteli çok güzel paketlenmişti	1
çok güzel kesin alın	1
çok güzel ürün kesinlikle alınması gereken	1
orjinal ürün teşekkürler Hepsiburada	1
çok beğendim orjinal belli teşekkürler	1
fiyat olarak kalite olarak güzel ürün	1
çok severek kullanıyorum umarım kenarlarında soyulma olmaz	1
güzel şık kaliteli ürün ck ki seviyoruz	1
çok sade basit	0
çok güzel	1
güzel kaliteli orijinal	1
göründüğü geldi çok güzel beğendim	1
