text;sentiment
markanın pipetli modelini pipetsiz modelini severek kullanıyoruz damlatma yapmıyor sağlam koku sorunu yok;1.0
gözüm kapalı aldığım marka ikinci kullanımımız sıfır koku kesınlıkle çok çok tavsiye;-2.0
harika bu ürün oğlumda bayıldı damlatma koku kesinlikle yapmıyor;2.0
ürün güzel küçük çocuklar çok iyi çekemez pipeti biraz genişçe su akıtmıyor yaşça bence 4 yaş üzeri çocuklar rahat eder;4.0
harika suluk akıtma yapmıyor makinada rahatça yıkanıyor oğlum keyifle severek kullanıyor;1.0
harika suluk akıtma yapmıyor makinada rahatça yıkanıyor oğlum keyifle severek kullanıyor;1.0
çok kaliteli urun 2. alis'im;2.0
çok kaliteli;2.0
oğlum sürekli kullandığımız suluk modeli;2.0
kaliteli ürün gerçekten oğlum yere atıyor hiçbir olmadı uygun farklı marka almıştım çabuk kırıldı;2.0
çok beğendik su akıtmıyor çok kullanisli;3.0
çok memnunum su akıtıyor kaliteli ürün;4.0
temizlemesi çok zor emzik kısmı pipet kısmı çok kompleks ayrılmıyor sebeple iyi temizlenemiyor i̇yi yanı malzeme kalitesi;4.0
yeni kullanmaya başladık şimdilik çok güzel oğlum çok sevdi teşekkürler;7.0
contigo fark;1.0
memnun kaldık;1.0
ucuza aldi'yim bunun sulukların içindeki suyu oğlum ters çevirip doktugu için almak zorunda kaldım iyi alois'im akta yapmıyor oğlum sürekli firlattigi için içerisindeki aksamda sorun olusmustu firmaya aradigimda sorunu halledebileceklerini söylediler hemen gönderdim sorun düzeltildi puan memnuniyetle kullanıyoruz kucak cocuklarin rahatlıkla kendisi kaparini acil kapayabileceği kesinlikle öneriyorum;5.0
süper suluk ağzı açıkken ters çevirseniz su akıtmıyor çekildiğinde ağıza dolu dolu su geliyor nedenle 3 yaş çocuklar iyi olacağını düşünüyorum;7.0
ağızlık kısmını açmak düğme gayet kolayken kapatma kısmı hijyenik oğlum ister istemez ağız değen yere parmağını koyup kapatmaya çalışıyor yüzden mikroba çok açık bilsem almazdım;-1.0
kullandığım üründü kaybolunca yenisini aldım i̇ç pipeti çıkarıp kullanıyor çocuğum yaşı büyük olduğu koku yapmıyor kesinlikle akıtmıyor;1.0
2 ayı geçti 4 yaşında oğlum kullanıyor okulu aldım evde elinden düşürmüyor açıp kapatması pratik kesinlikle koku damlatma yapmadı tek üzüldüğüm darbeye bağlı baskısı çiziliyor dışında kesinlikle tavsiye ederim;1.0
güzel kaliteli;2.0
güzel;1.0
oğlum genelde sulukların kapağını kırıyordu bu şekilde sulukta kapak olmadığı pipet kısmı kalın olduğu çok pratik kullanışlı ayrıca suluğun malzemesi sert plastik olmadığından düşmelere karşı dayanıklı verdiğim paraya;2.0
2 yaşındaki oğluma aldım çok severek kullanıyor kilit sistemini açıp suyunu içebiliyor koku olmadı;0.0
1,5 yaşındaki oğlum almıştım rahat kullanıyor ikincisini aldım;0.0
teşekkürler;1.0
biraz pahalı celsede çok kaliteli sağlam ürün su çekişi çok rahat koku yapıyor bayıldım boşuna malum markayı almayın çöp oluyor;3.0
ürün 5 yas oğlum kreştekullanmak aldım çok güzel ürün oğlumda çok sevdi ürünü alırken modeli yanlış almıştım satıcıya söyledim sağolsun değiştirdi çok teşekkür ederim kendisine;6.0
yaklaşık yıldır kullanıyoruz bebeğim çok seviyor koku sorunu olmadı tavsiye ederim;2.0
çok kullanışlı güzel;3.0
sürü suluk denedik tek sızdırmayan suluk budur;-2.0
muhteşem ürün;2.0
güzel ürün;2.0
gönderim izliyi dirms erken kargoya verdi oğluma okul basladiginda bu suluk alois'tim çekme sorunu vardi ustunç bu kar suluk denedim onlarda akitti sulumu buldum fundada çekme sorunu su tam anlamıyla gelmiyor cocuyum hayal kirikligina ugradi kalder'dim kenarda duruyor diğer oğluma alacaktım almam artık sansimizdsn bilmiyorum;-9.0
zamana almadığım pişmanım çok kullanışlı akıtma yapmıyor kalite olarak sınıfı ürün;3.0
torununa almıştım çok sağlam ürün koku yapmıyor türlü içeceği rahatlıkla kullanabiliyoruz teşekkür ederim;3.0
2 yaşında oğlum aldım ters çevirince su dökülmüyor kendisi çok sevdi elinden bırakmıyor;3.0
gayet güzel kullanışlı;3.0
maalesef ürün ay akıtmaya başladı;-1.0
kapak kısmından düğme kısmından ciddi miktarda su akıtıyor cayma hakkı süresi dolduğu iade edemiyorum çöp oldu resmen çok üzüldüm;-2.0
çok güzel ürün alin aldi'cin;3.0
pahalı harikaymış;1.0
çok başarılı 2 yaşındaki oğlum severek kullanıyor;4.0
geldi kullanmaya başladık hiçbir sıkıntı yok pipet kısmı plastik silikon olsa güzel olurdu;1.0
çok güzel bu suluk 2,5 yaşındaki oğlum alabiliyor ayrıca hafif olmasına çok iyi;1.0
torunuma aldım kaliteli kullanışlı suluk;1.0
koku yapmıyor su damlatmıyor tavsiye ediyorum;1.0
oğlum çok beğendi;2.0
akıtma lokma vs birşey olmadı sağlam temizlemesi kolay tavsiye ederim;3.0
ürün çok pratik kullanımı çok kolay koku yapmıyor;3.0
kokuda yapmadı öneririm;
;
çok beğendik suluğu uzun zamandır kullanıyoruz akıtma koku yapmadı;0.0
dün sipariş ettim bugün elimde oğlum çok sevdi teşekkür ederim;4.0
2 yaşındaki çocuğum pipetten suyu çekemiyor suluk koku vs yapmadı;-1.0
süper;1.0
muhteşem ötesi;1.0
gizli geldi memnun kalacaginiz urun rahatlıkla sipariş verebilirsiniz;2.0
sorunsuz güzel alışveriş oldu teşekkürler aynısı geldi kaliteli hızlı teslimat;4.0
çok kaliteli;2.0
sızdırmıyor dayanıklı;1.0
2. ye sipariş verdim çok iyisi;1.0
güzel ürün kullanışlı memnunuz;3.0
yosun tutuyor resmen çok güvenerek almştm;2.0
çok güzel memnun kaldık;3.0
oğlum severek kullanıyor koku yapmıyor;1.0
ürün çok kaliteli;3.0
damlatmıyor ağza gelen yeri gayet iyi yumuşak çok başarılı ürün paketlemede gayet iyiydi mng kargoda hızlı getirdi tsklar;9.0
maalesef akıtmaz denilen suluk akıtıyor pipet ucu hasarlı geldi;-4.0
gayet kullanisli urun;1.0
ilgisiz urun gönderdiler;-1.0
