text,sentiment
kargo paketleme iyiydi boyut olanakta tefal easy fry grill ideal pişen ürünler maalesef yapışıyor,-0.375567183
"airfryer kirlenmesin alıyorsanız cosori 5,5 lt küçük geliyor amazonun airfryer alırken tavsiyesi olarak aldım 4,5 lt için uygun",0.508197235
yaparsam yapayım ürünler mutlaka yapışıyor yağda sıksam ıslatsam buruştursam herşey yapışıyor,0.108728142
ürün fotoğraflarında göründüğü tabak şeklinde durmuyor sert malzeme olmadığı yayılıyor yağlı fırın kağıdı düşünerek almıştım pişirsem yapışıyor kağıt yemeklerin üzerinde kalıyor,-0.682463932
pişirdiğiniz ürünler yapışıyor fırın kağıdı olabilir yağlı kağıt değilalacakların bilgisine,-0.413933761
ölçüler 16.5 cmx16 cm bir 20cmx20cm değil dolayısıyla olan airfryer küçük,-0.239388276
kalitesiz yemekler kağıda yapışıyor,-0.240476123
ürünü airfryda sadece airfry az kirlensin kullanıyoruz çok gerekli mi hayır yorumlarda ince demiş evet ince sebepten mi yapışıyor emin değilim gine'de abarttıkları ince değil iş görüyor gerekli mi çok yo değil,0.519303234
ürün çok ince yiyecekler pişirme esnasında yapışıyor tavsiye etmiyorum,0.465384705
"cosori̇ marka 5,5 lt airfryer küçük boyutta kalıyor kenarları açık vaziyette iken airfryer'ın yapışmaz yüzeyini doldurabiliyor çok ince yapılı dik durması gereken kısımlar inceliğinden tabana yayılıp düz formda kalıyor haliyle yiyeceklerin yağı suyu altlara akıp fırını kirletmeye devam ediyor patates kızartmada iş görür uzun süreli et-tavuk türü yağlı-sulu yiyecek pişirmelerinde yetersiz kalitede",0.44310241300000003
kağıt ince iş görüyor tam katlanamıyor fotoğraftaki değil aynı zamanda yağlı değil kanat patates kızartması yapışıyor yağlamak gerekiyor,0.011913210999999979
yağlı yağsız iki şekilde pişirilince yemekler yapışıyor,0.6689636990000001
kullandığım markaya göre kağıtlar küçük kaldı,-0.211837657
üç boyutlu değil iki boyutlu geldi pişirme kağıdı alsam kullanışlı olurdu kullandığımda yağlasam gıda kalida yapıştı umarım hata bendedir cop olacak,1.4807581539999999
yemekler yapışıyor tavsiye etmiyorum,0.101842152
düşününce pratik ürün ancak çok ince üretilmiş neredeyse parmaklarınızı görebiliyorsunuz yönü ürfotograflarinda ustaca gizlenmiş sanırım,0.359853051
beğenilmedi,
1. yağı suyu sonradan çıkan beyaz et gıdaların sıvısı illaki akıyor haliyle makine haznesi temiz kalmıyor 2. kağıdın üzerinde ağırlık ısıtma yapmayın rezistansa yapışıyor kağıt yanıyor 3. haznenin delikli yapısı alt yüzeylerin iyi pişmesi tasarlanmış kağıt kullanınca alttan hava akışı olmadığından iyi pişme olmuyor,-0.08236409299999992
i̇çine koyarsanız koyun yapıştırıyor yiyeceğin yarısı kağıtta kalıyor önce aynı ürünü aldığımda sorun yoktu yeni siparişte gelenlerin kalitesi bariz kötü yapıştırıyor i̇yi yorum yapanlar muhtemelen iyi kalitede alanlar çok kötü yazık,-0.36551472599999996
önce amazon un sattigi urunu alois'tim çok memnun kaldım urun iyi değil paket içerisinden tek tek almak çok zor agit üzerine koyduklariniza yapisiyor tavsiye etmiyorum,0.772322016
maalesef ürün yağlı kağıt değil denediysem yapıştırdı ekstra yağ ekledi yok illa kağıda yapışıyor,-1.13226623
farklı marka almıştım amazon’dan sorun yoktu son aldığıma yiyecekler yapışıyor kağıt üzerinde kalıyor yarısı,-0.31459732900000004
kağıtlar yapışıyor patatesleri koyuyorum pişince alamıyoruz hemen yapışıyor yapabiliriz bilgi verebilirmisiniz,0.114455157
köfte pişirmeyi denedim 20 de donmuş köfte pişmedi cihazın fonksiyonunu azaltıyor poğaça ısıtmak kullanılabilir,0.544727573
kalitesiz ürün airfry uygun olmadığını düşünüyorum ısı dolaşımını engelliyor asıl önemli konu yiyecekler kağıda yapışıyor yiyecekleri yağlasanız durum değişmiyor yiyecekleri kağıttan ayırmak zor i̇ade ettim sorunsuz şekilde ücret iadesi yapıldı,-0.05878679700000003
airfry en tutuştu i̇yisi başındaydım alev aldı çok kalitesiz malzeme,-0.252593057
üzerinde pişirirsem pişireyim yapıştırdı satın almaya değmez ürün,0.304609224
kağıdın tabanını yağlasanız koyarsanız koyun pişerken yapışıyor en iyi ihtimal 1/3’ü kağıtta kalıyor kendinden çok yağlı köfte vs geçerli iş anlamadım i̇lk kez tarz kağıtlarda yaşadığımız durum 4 tane kullandım attım almayın,0.686348973
sipariş vermemle ulaşması 1 gün sürdü işin açıkçası yurtiçi alışveriş yerde en az üç dört günde kargo geliyorürünler orijinal fiyat olarak cezbedici alacak kişilere tavsiye ederim,1.3599157759999998
uygun fiyatlı uzun ömürlü,0.510657214
uygun fiyat,0.280767123
güzel,0.292038405
mükemmel,0.351748367
mükemmel,0.351748367
kullanışlı,0.199546262
enerji %50 fazla çalışma,0.247278475
beklentilerimi karşıladı amazon farkı teşekkürler,0.160538216
süper,0.285367172
önceden aynı markayı çok kullandım aldıklarım maalesef öncekilere göre çabuk bitti tl yeni olmasına,-1.01445057
sadece tv kumandasında kullanmamıza iki iki habire değiştirdik son kullanma tarihlerine çok olmasına piller çok çabuk bitti boşa gitti verdiğim para,0.14258509600000008
ürün normal piller ay anca gidiyor,-0.158762343
dayanıklı ürün değildi süt çok eski tavsiye etmiyorum,0.349467396
fatura yok,-0.19608725999999999
ürün hızlı geldi piller bayat en basit pillerin çalıştırdığı cihazı çalıştırmadı hatalı üretim yada bayatlamış,-1.0833834649999998
ürünün açıklama kısmında ev olduğu yazıyor 1.5 standart piller geldi,-0.04895421199999998
aaa pil siparişi verdim aa pil gönderilmiş,-0.02754
piller dk bosaliyor üstelik basit kumandalı arabada kullanılmasına amazon pakete iade kabul ederken diğerine etmiyor,0.177647692
yıllardır tek kullandığım pil markası duracell amazon'dan gelen siparişimdeki piller oksitlenmişti,0.230831908
uzun ömürlü taze üretim tarihli hızlı kargo,0.200845869
sorunsuz uzun ömürlü,-0.069918362
çok beğendim gerçekten pil,0.20610666900000002
beklediğim,0.040734439
ürün orjinal şeyiyle tamdır,0.09397774
sağlam,0.214478725
fiyatı anlamsız derece fazla tabii alt tarafı pil diyorsunuz dönemde fiyat anlamını yitirdi stok yapmak aldım kargo 1 günde hemen geldi,-0.11590878800000001
duracell kalitesi,
çok ucuz kaliteli,0.15803071700000004
hızlı kargo uygun fiyat,0.52953117
duracell in kaliteli pil olduğu algısı olsa süre akma yapabiliyorlar,0.01352663300000001
güzel ürün,0.38601614500000003
fiyat-performans düşünüldüğünde beklenti orantılı olarak iyi diyebilinecek bit ürün,0.456253025
tavsiye ediyorum,0.101842152
ürün aynı anlatıldığı neden hesabınıza geliyorsa ordan alın market pahalıydı burdan hesaplı olduğu aldım tek,-0.081850774
son kullanma tarihinin bitmesine 8 ay dışında problem yok klasik duracell'i kalitesi,-0.638555668
eskisine göre sanki biraz çabuk bitiyorlar güzel ürün,0.33300852000000003
duracell alkalin aa kalem piller 10’lu paket tam istediğim geldi ai̇t kurye problem,0.08373447900000001
ürün geldi fatura yok,-0.10210952000000001
ürün güzel işin mng kargo olmayınca harika,0.769653778
normal,-0.093167935
akma önleyicili pazarlanan ürün gün kullandığım farenin aktı fare pil düşük uyarısı vermeden kendiliğinden kapanınca kapağını çıkardım gri köpükleri gördüm ayrıca biten pilleri geri dönüşüm biriktirdiğim kutudakiler akmış 2021 kasım ayında duracell plus olarak almışım ürünü sayfadan plus ibaresi kalmış aynı üründür sanıyorum fiyatı iki senede 4 kattan biraz fazla zamlanmış,1.306045806
piller yeni tarihli hasarsız olarak teslim edildi teşekkür ederim,0.18696975300000002
sanki hemen bitiyor,-0.012741207000000004
ürünün fiyatı ürünün kalitesi amazon firmaya diyecek hiçbir şeyim yok gerçekten çok özenli titiz firma ekstra indirimleri çok uygun fiyata alışveriş yaptım kargo şi̇rketi̇ 7 24 güvenli̇ği̇n bulunduğu i̇şyeri̇me 1 hafta boyunca tesli̇mat yapamadi 4 defa aramak zorunda kaldim seferi̇nde bi̇r sonraki̇ gün yeni̇den saat 12den tesli̇m edi̇lecek dendi̇ kargo fi̇rmasi uğramadi umarım kargo şirketini değiştirirsiniz teşekkürler amazon,2.006298917
pille ilgili sorunum yok son kullanma tarihi sorunu yok yeni orijinal piller kargo berbat satıcıdan kaynaklanmıyor olabilir sinir bozucu derecede yavaş,-1.02242361
ürün ince mi orta boy belirtilmemiş neye göre satın alacağız,-0.204683136
anlamsız şekilde hızlıca bitiyor şikayet edeceğim sanki içleri boş,-0.28774883199999995
faturama alamadım,
ürünler amazon’a teşekkürler paketleme ürünler sıkıntısız çalıştıkları kargo firması rezalet,-0.08926779500000004
normalde uzun süre dayanması gerekirken çok kısa sürede maalesef piller bitti,-1.092035363
10 adet aldığım pil kutusundan 3 tanesi alınmış halde eksik geldi,-0.159007707
amazon çok kötü kargo sistemine sahip,0.28213897200000004
ürün mükemmel olursa olsun müşteri memnuniyeti gözetmeyen hakkını korumayan hiçbir firma yada ürün yıldızı haketmiyor,0.08035878100000007
ürün kalem pil olarak yazılmış kalın pillerden alırken dikkat edin,0.29523487600000003
duracell kalitesinde değil çok çabuk bitiyor,-0.104803907
ürün paramparça olmuş şeki̇lde pi̇ller dağilmiş şeki̇lde geldi̇ rezalet,-0.701704015
pili tansiyon aletine taktım son kullanma tarihi 2032 yazıyor 3 kez ölçüm yaptı yapmıyor pilleri denedim gittim marketten duracell'i aldım geldim çalıştı fabrikasyon bu hata mi bilemedim saatte çalıştı çocuğun oyuncagındada çalışıyor gücü tansiyon aletine yetmedi bilemedim,0.5341679020000001
oyuncaklara ilk taktığım anda pillerin zayıf olduğu belli oldu,0.17827573
yanlış ürün geldi hatanın düzeltilmesini talep ediyorum,-0.212257484
gelen ürün 7 adet ayıptır yazıklar olsun,0.281291634
öncelikle belirtmek isterim sade şık tasarımı saatten çok bileklik olarak işlev görüyor zor uyandığım özellikle titreşimli alarmı açısından kullanıyorum çok işime yarıyor haricinde gelen aramalarda aradığını görerek sessize alabiliyor kapatabiliyorum şarjı en az 2 hafta idare ediyor tam şarjda parlaklığı orta ayarda uzun ömürlü oluyor üründe eksi vereceğim tek sıcak hava terleme durumlarında kayış yumuşayarak kopuyor ayrıca kayış almak durumunda kaldım 2 kere sorun olmadı önemli olan ürünün özellikleri konuda gayet tatmin edici,2.856951024
dönem kullanma fırsatım oldu bileğim kalın olduğundan yaz aylarında çok kullanamadım alarmı titreşimi aramalara gelen tepkisi gayet yeterliydi alışverişten satıcıdan memnunum teşekkür ederim,0.892672672
akıllı saatte kullandım mi bana tam istediğim oldu akıllı saatin tamam ekranı büyük işlevleri bana modellerinden fazla beklentiniz noktadan saati görmek uyku nabız takibinden ileriye gitmiyor kameralı modeller aldım yada çağrıyı saatten cevapladım gerçekten hepsinde noktadan içerisine konulan özellikleri istemez oluyorsunuz mi bana durumda fiyatınızın karşılığını veren ürün dahasını vaat etmiyor gerek yok 6. modelle ekrana fotoğraf koya bilmek geldi gereken yok cihazın kalitesine diyecek yok havuzda denizde bileğimden çıkartmıyorum sıkıntı yaşamadım şarj konusuna gelirsek zaman şarja taktığımı unutuyorum uyarısı in gördüğüm zaman powerbank yada adaptör şarj edip devam ediyorum arabayla yerden yere giderken şarjı fullenmiş oluyor 50-60dk tam şarja ulaşıyor nabız stres uyku takibinde özellik açık 1-2 günde mutlaka şarj etmen gerek olmadı genel olarak mi bana 6 kullanıcısı olarak düşüncelerimkesinlikle paranızın kuruşunu hak eden ürün,1.031647591
geldiğinde şarjı full boştu sıfır kutusundan açıp şarj edecek değiller fabrika çıkışıyla kutuya koyuyorlar stres ölçme kapalı ara ara kendim manuel olarak ölçüyorum 30 dakikada nabız ölçme açık otomatik uyku takibi aktif %90 oranında doğru gösteriyor uyukladığınız süreyi uykuda gösterdiği oluyor ayıktığınızda anlayamayabiliyor nadiren oluyor günde 2-3 saat telefona bağlıyorum bilgileri görmek otomatik ekran açılması aktif sürekli saate bakan biriyim özellikleri aktifken şarjı yaklaşık 12-13 gün gidiyor 1.30 -2 saat sürede şarjı fulleniyor ayda 2-3 kez şarja takarsınız kısa sürede dolar sürekli çalışan cihaz bence harika duşta çıkarmam havuza girdim kolumdayken hiçbir olmuyor adeta parçanız hafif kullanışlı mi bana 5 ten ekranında mükemmel genişleme olmuş çerçeve kısmını küçültmüşler kıyafetinize yakışan kordonları alıp takabilirsiniz çeşit çeşit takması çok kolay bence parasını sonuna hak eden cihaz gidip yüksek miktarlar vermeden yüksek verim alabilirsiniz xiaomi 1 numara,1.878042431
nedendir bilmiyorum 2 kere saatten kullandım şarj çabuk bitiyor dışında güzel ürün,-0.298132081
harika paketleme gelince sarı edin %100 olunca kullanan %100 ilkinde gece olabiliyor 99 kalırsa civar tak yapan düzelir,-0.328140816
tam 1 senedir kullanıyorum sorun yaşamadım i̇lk kutusundan çıkardığımda şarjı çok az gidiyor hissettim internet'teki kullanıcıların verileriyle karşılaştırdığımda aynı oranda tüketime sahip olduğunu fark ettim,0.31753891599999995
orjinal ürün,0.09397774
kali̇teli̇ ürün sorun yaşamadik,-0.07756888
anlık uyarıları kontrol etme çağrıları görme spor aktivitelerinin takibi yeterli,0.5710005380000001
ürün sahte kutu garanti belgesi şarj cihazı basit jelatin paket içerisinde gönderilmiş aldığım iade ediyorum,-0.5484234539999999
yorumlardan gordugum kadarıyla buçuk ihtimalle acilmamis calismayan urun önceki satısı sonrasında geri gonderilmis olmasına rağmen yeni urun tekrar satılmış,-0.401315658
ürün şarja bağlama da çalışmadı maalesef i̇ade süreci başlatacak,-0.678105009
şarjı çok çabuk bitiyor,0.069383093
ürün çok kalitesiz ufak çarpma sonucu ekranı kırılıyor,0.032326936000000014
saat kordonu çok kalitesiz 5-6 ayda kordonun halkası koptu amazon firmasına gönderdim kullanıcı hatası olduğunu söylediler geri göndermelerini bekliyorum,-0.004855763999999985
şarjı 2 gün gitmedi,-0.002912194
pil 5 gün gidiyor,-0.300772194
1 hafta bekledik karşıdan bilgi dahi alamadık para iadesi yapıyoruz dediler,0.08611681700000007
mi̇ smart bant aldın içinden şarj aleti çıkmadı,-0.124748186
xiaomi bin miband 6 versiyonu ekran oranı donanım özellikleriyle akıllı bileklikte zirve ürün kolunuzda büyük akıllı saatler taşımak istemiyorsanız hafif uygun fiyat uzun şarjı en iyi ürün özellikleri büyük saatlerde dahi bulamayacağınız çok los uyumlu üstelik 1/3 fiyata adım sayar uyku takibi nabız ölçümü oksijen ölçümü hava durumu uygulama bildirimleri alarm el feneri arama bildirimi reddetme spotify dan vb müzik uygulaması kontrolü egzersiz takibi nefes egzersizi stres ölçümü,2.835656476
oled ekranlara bakamamaya sebep olan 10 kişiden birinde görülen hassasiyetim pm ismi verilen hassasiyet yüzünden apple watch kullanamıyorum miband 3 kullanıyordum ürünün geliştirmesi hoşuma gitti denemek aldım pm konusunda apple watch miband 6'da sorun yaşadım 5-10 de kullanımla gözlerim acımaya yaşarmaya başladı amazon'un sorunsuz iade prosedürleri sayesinde ürünü açmış olmama iade edebildim debden almış olsanız satıcılar ürün kutusu açılınca iade konusunda ayak sürüyebiliyorlar amazon'un satıcı olduğu ürünleri çok tercih edeceğim satıcı kısmına mutlaka dikkat edin,-1.4090834989999999
mi bana 2 4 kullanmış haldeyim yaşam kalitemi giderek arttırdığını hissediyorum mi band 6 istisna olmadı ekranı büyük güzel kısayollar eklenmiş pomodoro zamanlayıcısı times el fenerini ana ekrana tanımlayabilmek bayağı güzel açıkçası saatlerden fazla kullanıyorum kullanıma bağlı olarak pil ömrü biraz az şarj ederken kordondan çıkartmıyor oluşumuz hızlı şarj oluyor olması önemsiz hale getiriyor beraberinde mi'nin baskülünü aldım acayip efektif kombi oldu,1.434082368
telefonunuza yüklenen uygulaması birlikte şahane şekilde kullanılan alınıp kullanılmadan benzer başka cihazlarla kıyaslanması anlaşılması mümkün olmayan muhteşem akıllı bileklik uyku izleme özelliği hayatımı dengeli hale getirdim payi denen insan hayatını etkileyen aktivitelerimizi anlaşılabilir hale getirip kendimizi analiz etmemizi sağlayan huzurlu mutlu hayat olmazsa olmazların başında geliyor bence mesela yattığınız yatak giydiğiniz ayakkabı iç çamaşırı insanın bence hayat kalitesini son derece etkileyen faktörlerdir bunlarda son olarak xi̇aomi̇ band 6 mutlaka eklenmeli olmazsa olmaz düşünüyorum,4.198353645
mi bana 3 den beri sene yenisinin çıkmasıyla eskisini aile üyelerime dağıtıyorum sene en yeni sürümü kullanıyorum mi bana 4 5 arasında çok fark yoktu geçtiğime pişman olmuştum mi bana 5 6 arasında dağlar fark en önemli fark ekran boyutu gerçekten çok tatmin edici olmuş dokunmatik stabil çalışıyor ölçümler neredeyse hatasız kandaki oksijen değeri uykuda nefes takibi olması ayrı güzellik katıyor mi̇ band 5 kullaniyorum geçi̇li̇r mi̇ dersen kesi̇nli̇kle geçi̇li̇r 369 tl'ye amazon güvencesi aldım kolay gelsin firmasında ayrıca teşekkürler,0.5723352460000001
saatin sağlık özellikleri çok iyi adım sayma egzersiz konusunda aynı şekilde i̇lk aldığınızda açılmayabilir ekrana basılı tutup açın şarja takın i̇lk şarjdan 2-3 gün şarjı bitiyor sonraki sarplarda 7-8 gün şarj istemiyor görüntü olarak çok şık tavsiye ederim,1.46778042
i̇lk mi band ürünüm tercih ettim en son çıkan seriyi almak istedim 16 saat evime geldi %0 şarj geldi büyük ihtimalle çok beklediği bataryası bitmiş fulledim 2.5 saattir telefona bağlı bileğimi çevirdiğimde otomatik açılıyor şarjı şuan 96 full kullanınca şarjı hızlı bitiyormuş özelliklerini vs çok beğendim alınır amazona teşekkürler,0.588329122
güzel,0.292038405
ürünü ilk açmaya çalıştığımda bozuk zannettim ekranı şarja taksam tepki vermedi biraz şarjda bırakınca geldi mi bana 5 almaktansa almak çok mantıklı iyi almaya gerek yok kötü yanı orijinal kordonları çok fahiş fiyatlara satılıyor,-0.08660873199999997
çok pratik kolay kullanım eşim aldım çok beğendi,0.44417205600000004
i̇htiyacınız bileklik uygun fonksyonlarini tam kullanayım derseniz çok kısa sürede şarjı bitiyor,0.747932735
kordonu dayanıksız ürün kalitesi sarı süresi oldukça iyi nabız vs o değerlerini doğru tespit ediyor öneririm,0.340942874
iyi hoş eksiklerini sayacağım emojiler gözükmüyor çok az kısmı gözüküyor-şarjı bence az gidiyor 3-4 gün hava durumu olayı seçtiğim ili sürekli fabrika ayarlarına döndürüyorbunun harici güzel uyku takibi spor harika bildirimler hızı güzel nabız kandaki oksijen ayrıntılı şeyleri kanıtlayamadığım doğru bilemiyorum sebep yorum yapamayacağım güncelleme saati yüzmek almıştım havuza girdikten elim ekran ıslakken sporu başlatmak cebelleşiyorum ekran bu açılıp bu kapanıyor 1-2 de sadece gidiyor,2.289840661
ürün inceleme videolarında görebileceğiniz vadettiği kullanımı karşılıyor gündür kullanıyorum şarj konusu haricinde problemim yok örneğin nabız kontrol sıklığı devamlı stres takibi uyku takibi adımsayar kandaki oksijeni ölçme özellikleri sık sık kullanırsanız şarj biraz çabuk bitiyor yoğun kullanımda 5 gün civarı anca gidiyor hususu göz önünde bulundurmak isteyebilirsiniz satıcıya dair yorumum anlaşmalı kargo firması kendilerinden kaynaklı olarak ürünün tarafıma teslimi neredeyse hafta sürdü hızlı teslimat yapılması gerekir,0.961212886
