product_id,comment_id,comment,sentiment
1,24,milföy börek pişirmeye çalıştım ürünle alttaki hava akışını kapattığı üstü pişti altları pişmedi normalde çok güzel olurdu hava fritözü birşey serelim içine üründe değil sorun kendime kızdımçok güzel sprey yağ çözücüler alıp seferinde temizlemeye karar verdim  ,1.098
1,25,ürün paket almıştım iki paket gönderilmiş yanlışlık oldu hediye mi oldu bilmiyorum hata varsa geri yollamak gerekiyor ulaşın lütfen  ,-1.2279999999999998
1,26,kahve rengi yazıyor beyaz geliyor bence sorun yok fiyata piyasada yok yağı alta geçirmiyor kaliteli mi airfyer 35 tam uyumlu kova şeklini alıyor kağıt tavsiye ederim  ,-2.9240000000000004
1,27,şekli bozulmadan zamanında gönderildiben küçük borcam kek kalıbım aldım  ,-1.3359999999999999
1,28,ürün kullanışlı kullanmıştım bittiği aldım airfryerın haznesi biraz temiz kalıyor pişirme süresini etkilemiyor bence yağlı kağıt değil bunlar ltlik kullanıyorum satıcıya yuvarlak göndermeyin notu ilettiğim halde yuvarlak kesim göndermiş paket çok kötüydü kağıtları kırışık halde neyseki yırtılan olmamış derinliği gitmiş dümdüz olarak geldi satıcıdan almanızı tavsiye etmiyorum  ,1.358
1,29,merhabalar rengi krem rengi geldi pek yağlı kağıtlar değil ince 40 tiye aldım fiyat performans ürünü uyguna alabılırdım kargoyalama zamanında yapıldı be güzeldi  ,1.3980000000000001
1,30,tamanlamiyla fiyasko bildiğimiz ince fırın kağıdı resimle alakasiyok kare sipariş ettim oval göndermiş satıcı  ,0.518
1,31,umduğum çıkmadı gazete kağıdı  ,0.0
1,32,kullanmış olduğum bir fay uygun görseldeki geldi sadece biraz ezilmiş elimle düzeltince sorun olmadı  ,-1.142
1,33,korunaklı gelmediği bükülmüş dışında kullanışlı  ,0.0
1,34,ürün kargodan yamulmuş şekilde geldi kenarları uzun bekliyordum iş görür  ,0.88
1,35,kağıtlar güzel görselde kare şeklinde olduğu almıştım yuvarlak geldideğiştirmek uğraşmayacağım  ,2.0
1,36,yorumlara bakmadan aldım ayni firma diğer musterilerede yuvarlak gondermis şoseler acil kalıyor  ,0.0
1,37,ürün kargodan yamulmuş şekilde geldi kenarları uzun bekliyordum iş görür  ,0.88
1,38,rengi beyaz geldi denemedim  ,0.0
1,39,kullanmadım  ,0.0
1,40,philips airfryer aldım küçük geldibirdahaki sefere büyük kagirini alacağım  ,1.3679999999999999
1,41,çok ince tek kullanımlık idare ediyor  ,0.518
1,42,kenar yüksekliği fazla olmalı pişirme süresini uzatıyor makine kirlenmiyor  ,0.0
1,43,biraz ezilmiş geldi ürün güzel iş görür  ,2.88
1,44,kare istedim yuvarlak geldi iade uğraşmadım  ,0.0
1,45,biraz ince çift kullandık  ,0.518
1,46,xxlicin küçük  ,-1.3359999999999999
1,47,pek resimdeki açıklamadaki değil ürün düz geldi elimle kutu şekli verdim  ,0.88
1,48,fiyatı uygun aldım orta kalite idare eder patatesler yapışıyor genelde  ,3.52
1,49,ürün kalite olarak iyi philips airfryer xxle küçük geldi kenarlarını düz hale getirince sepetin zeminini kapattı  ,3.174
1,50,gelen ürün resimlerdeki kare değil yuvarlaktı kalitesi iyi görünüyor  ,3.63
1,51,kare aldım alakasız yuvarlak geldi xiaomi 35 litre içine şekil oldu iş görür iade etmedim  ,0.0
1,52,kargo hill'iydi kare seklindeydi beyaz gonderilmis  ,0.0
1,53,yorumları okumadan almayın okumadan aldık maalesef ürün özellikleri kare mi yuvarlak belirtilmemiş resimlere bakarak alırsanız satıcıdan kez son kez almış olursunuz kare aldık yuvarlak çıktı satın alan kullanıcının ifade ettiği kargo iade süreci boş vakti olan denenebilir  ,-0.11499999999999999
1,54,yağlı kağıtlara göre pişirilen ürün üstüne çok yapışıyor kağıt yırtılıyor fiyatına göre idare edilebilir  ,0.88
1,55,philips xx modelinin içine tam oturuyor kirletmemesi güzel patates tavuk ürünlerde içerideki hava sirkülasyonunu kestiği çok güzel pişirmiyor bence yüzden çok beğenmedim  ,4.0
1,56,pişirme kağıdının fırın kağıtları yapışmaz olması lazım normalde tavuk pişirdiğim zaman performansını beğenmedim  ,1.0
1,57,çok iyi çok kötü yemekler kağıda yapışıyor sebeple ortalama puan verdim  ,0.8580000000000001
1,58,kahverengi yazıyor beyaz geldi resimdekiyle alakası yok  ,0.0
1,59,ürün xx airfryerlara ufak oluyor ayrıca nedense pişirdiklerim yapışıyor pişirmede etkisi yok konuda iyi  ,3.63
1,60,kare sipariş verdim yuvarlak geldi geldiğinde yamulmuştu  ,0.0
1,61,çok zayıf kağıt hemen yırtıldığı koruyuculuğu az alınabilir  ,-2.695
1,62,herşey yapışıyor ustunç  ,0.0
1,63,ürün çok ince pişirirken kenarları toplaniyo  ,1.3980000000000001
1,64,tamam airfry pislenmiyor kağıda yapışıyor herşey yapışmaz almıştım  ,0.0
1,65,yanlış gelmişti  ,-0.956
1,66,kahve yazmasına beyaz olan geldi  ,0.0
1,67,kahverengi sipariş verilip beyaz gelmesi şoku denemedim satıcıdan almam  ,0.0
1,68,tavsiye etmiyorum pişirme kağıdı yapışmaz biliyorum üründe pişirsek yapışıyor  ,-0.522
1,69,i̇çinde yemek pişerken büzüşüp yumak kalıyor  ,-1.0
1,70,aldığım en kötü yağlı kayıt pişirmek koyduğunuz ürünler yapışıyor tavsiye etmiyorum  ,-2.959
1,71,gelen ürünle görseldeki ürünün alakası yok keşke elinizde olan ürünün görselini koysanız dümdüz geldi kenarları kısa hiçbir anlamı kalmadı  ,0.0
1,72,kare değil yuvarlak geldi kargo paketinde koruması olmadığı üstteki 23 tanesi içeri doğru katlanmış deforme geldi dışında sorun yok  ,-2.902
1,73,görseldeki ürün değil kare olandan istedim yuvarlak gönderilmiş özensiz paketleme beğenmedim  ,-0.582
1,74,kağıt koyduğum zamanlar düzgün pişmiyor pişirme süresi uzuyor kağıda çok yapışıyor alt kısmında pişmiyor kesinlikle almam  ,0.0
1,75,çok ince yağlı kağıt vs değil en küçük boy airfy oldu büyüklere olmaz sanırım beyaz incecik bu kağıt beğenmedim  ,-0.818
1,76,beyaz geldi yapışıyor tek parça tavuk yapıştı yağlı olduğu halde kazıdık resmen  ,0.0
1,77,yapıştırıyor  ,0.0
1,78,eşim beğenmedi yapıştığını söyledi  ,0.0
1,79,beğenmedim çok adi malı beğenmedim  ,0.0
1,80,fotoğrafta gösterilen ürünü göndermedikleri 2 puan veriyorum  ,0.0
1,81,pişirdiğim malzemeler yapışıyor memnun kalmadım  ,0.0
1,82,kare aldım yuvarlak gönderdiler  ,0.0
1,83,paketleme öznesizdi kağıtlar dümdüz geldi  ,0.0
1,84,tam 35 uygun amaya geçiyor 🤔,1.76
1,85,kare istedim yuvarlak göndermişler  ,0.0
1,86,"görseldeki ürün kare 16,5 bm özellikle sipariş ettim aırfryer tam uyumlu olduğu satıcı maalesef 21cm yuvarlak olandan göndermiş satıcıya yanlış ürün gönderilmiş yazdım cevabı şaka bilerek gönderiyoruz aırfryer uyumlu kek kalıplarında kullanabilirsiniz iade uğraşmak istemediğim çöpe attım  ",0.3380000000000001
1,87,i̇lk defa ürüne yorum yapıyorum ürün yuvarlak i̇kiye katlayıp ezik şekilde yollamışsınızilk defa gördüm fonograftakiyle alakası yok  ,0.88
1,88,iyi değil görseldeki karede değil yuvarlak düz içi çukurda değil olmasına mümkün değil airfrter çok küçük resmen ikiye katlayıp göndermişler boşuna almayın pişman olursunuz  ,1.4140000000000001
1,89,siparişim kare olduğu halde gelen ürün yuvarlaksatici firma hata yapıyor anlamıyorumkesinlikle tavsiye etmiyorum almayın  ,-2.5
1,90,görseldeki mart i̇ran i̇le gelen yuvarlak ürün oluyor en kötüsü bugün kullanmak i̇çi̇n açtiğimda ürün kali̇teli̇ reel en kötüsü i̇se 50 i̇lk olan ürün i̇nce geli̇nce bayram 25 adet çikti 50 adet ürün di̇ye 25 adetli̇k ürün göndermi̇şler şi̇mdi̇ beni̇m param olacak 50 i̇lk deyi̇p 50li̇k parasi alip 35 göndermi̇şsi̇ni̇z hepsi̇burada paranin i̇adesi̇ni̇ tarafima yapmami di̇ye düşünüyorum  ,4.35
1,91,kahverengi beyaz geldi başka satıcıdan aldığımda aynı sorunu yaşamıştım beyaz kağıtlara yağlı yağsız yiyecekler yapışıyor kullanımı çok zor iade edeceğim  ,-0.956
1,92,yağlanmazsa yapışıyor yağlayacaksak yağlı kağıt kullanalımki olumlu yorum yapanlar başka marka kullanmamış herhalde  ,1.76
1,93,görseldeki ürün gelmedi beyaz renk göndermişler oldukça ince görünüyor bakalım 200 ısıya dayanacak  ,1.3980000000000001
1,94,gerkcekteb kare sekilde geldi çok ince komple yazlamama rağmen yapisiyor ayıklayana hiç kullanmamsa donuyor pek faydalı bur urun değil  ,1.518
1,95,beyaz kağıt göndermişler malzeme kalitesi çok kötü kalın ayrıca yerlerden düzgün kesilmediği birbirine yapışık para vermeye değmez  ,-1.892
2,0,ürün kalitesi bilinen ürün hepsiburada'da gönül koydum fiyat aldıktan saatler tekrar düştü hepsiburada'ydı anlamda yadırgadım pil alınca haliyle 15 liraya yakın fiyat farkı az değil bari düşürüyorsun fiyatı içine tane hediye pil koy gönül al hepsiburada teslim almayıp aynı siparişi tekrar vererek fazla yorabilirdim farkımız insani bakıyoruz olaya kenara yazdık nasılsa pil alacağız 😉,6.03
2,1,kısa sürede geldi 2032 son kullanım  ,0.0
2,2,perfect packing eden kent his boş zor sendin documenta now home o the product itü veri perfect think empire kate is show in photos 032033 hopefully itil be food 😂 😂 😂,-1.4609999999999999
2,3,ürün görsellerdeki şekilde açıklamaya pek gerek yok duracell'i klasik performansı göre olur  ,0.88
2,4,sorunsuz hepsijet zamanında ulaştı sadece kutunun içine konmuştu son kullanım tarihi 2033 eğer kullanımda sıkıntı çıkmazsa yolunda  ,0.0
2,5,uygun fiyat marka kalitesi ortada duracell'i teşekkürler hızlı teslimat jet kargo firmasına  ,3.64
2,6,kesinlikle tam fiyat performans ürünü sürekli olarak duracell kullanıyorum  ,0.88
2,7,kutulu sarılmış bu şekilde geldi  ,0.0
2,8,satıcıya çok teşekkür ederim pillerin son kullanma tarihi inanılır değil 2033 neredeyse 10 sene ☺,-1.464
2,9,senelik stoğumu yaptım diş fırçaları çocukların oyuncakları çok yerde kullandığımız pil boşa gitmiyor pillerin boşta durduğu zamanlarda senelik 6 güç kaybı olduğu unutulmamalı aşırı derecede stok yapmak zarar ettirebilir bilginize  ,3.932
2,10,eksik ürün kötü paketlenmiş çok geç kargo  ,-2.1159999999999997
2,11,eksik ürün kötü paketleme  ,-1.6039999999999999
2,12,i̇ki kez yanlış ürün gönderildi para iade edildineyin değerini istiyorsunuz merak ediyorumşimdi yenisini almak 40fazla para isteniyor  ,1.214
2,13,ambalaj tamamen parçalanmış olarak elime ulaştı kullanılıp geri konmuş olabilir kumandaya taktım çiftini bakalım süre gidecek  ,0.0
2,14,ürünü indirimde aldım indirim süresi bittikten fiyatı düştü  ,0.88
2,15,ürünün içi çabuk bitiyor  ,0.0
2,16,hemen bitiyor  ,0.0
2,17,tarihi geçmiş ürün gönderiyorlar mayın  ,0.88
2,18,paket yırtık piller kargo poşetine dağılmış olarak geldi  ,0.0
2,19,gece 11 kargo gelir  ,0.0
2,20,ürünler sıkıntısız hasarsız elime ulaştı tarihleri çok iyi  ,2.75
2,21,uzun ömürlü parasının hakkını sonuna hak eden ürüntesekkurler duracell  ,0.88
2,22,son kullanma tarihi 2033 gayet iyi  ,1.786
2,23,hızlı kargo yeni tarihli ürün teşekkürler  ,2.693
2,24,pillerin son kullanma tarihi mart 2032 üretim tarihleri ağustos 2022 önünde 15 kata uzun ömürlü olduğu yazıyor sıradan çinko karbon pillere göre kutusu yırtık yıpranmış geldi sorun yok  ,-3.873
2,25,yıllardır kullanıyorum pil kategorisinde en iyilerden  ,0.0
2,26,son kullanım tarihi 2031 fiyata marka çok çok iyi  ,2.75
2,27,piller 2022nin acı ayı satıcı çok hızlı kargoları duracell'de bilindiği kalite  ,-1.529
2,28,dün sipariş verdim 24 saat olmadan teslimat sağlandı teşekkür ederim 🥰,-0.5
2,29,ürün belirtilenden farklı geldi basic modeli olmalı simply modeli geldi i̇yimi kötümü bilemiyorum görseli ekliyecem dışında paketleme iyi kargoda zamanındaydı  ,3.63
2,30,ürün kalitesinden şüphem yok paketleme çok kötüydü kutu koruyucu birşeye sarılması gerekiyor  ,1.76
2,31,ürün başarılı ab üretimi  ,0.88
2,32,güzel teşekkürler  ,2.0
2,33,eski duracell'i pil kalitesini göremedim saat piller çok çabuk bitiyor  ,-0.731
2,34,duri'sel markasına güveniyorum bence aynı kategorideki pillerin en iyisi taklitlerinden çekindiğim buralanın kendisi tarafından satıldığı aldım aldığım zamanda fiyat performans çok iyiydi  ,0.88
2,35,sorunsuz teslim aldım tane pil biraz ezilmişti yapacak yok  ,0.0
2,36,pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı  ,0.0
2,37,ürünler 10 olarak 3 parça olarak geldi biraz özensiz paketlenmiş çok hızlı ulaştı  ,-0.46199999999999997
2,38,umarım çok beklemiş ömrünü tamamlamış ürün değildir markası aldık  ,0.88
2,39,fiyatta gayet iyi kargo firması fiyasko  ,2.75
2,40,pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı  ,0.0
2,41,deliver has lenger tan world hava thought but batteries great  ,0.0
2,42,kargolanma biraz özen gösterilirse daha iyi olur  ,4.248
2,43,i̇çindeki paket köşesinden yırtılmış 2 tane kalem pil çıkarılmış  ,0.0
2,44,iade ettim paketleme gayet iyi  ,2.75
2,45,hızlı teslimat  ,1.0
2,46,fiyatı uygun  ,1.76
2,47,fiyat avantajlı paket  ,0.88
2,48,fiyat performans  ,0.88
2,49,klasik olanından aldım simply olanından yolladılar paketlemesi güzeldi  ,0.0
2,50,normal standart pil kalitesinde fiyatı uygun aldım en az dayanıklı olan pil  ,1.76
2,51,ürün orijinal paketinde değildi 442 şeklinde ayrı ayrı orijinal paketten kesilerek gönderildi söz konusu pillerin korunmasını bozar piller bozulmuş olabilir son derece özensiz ürün görseldeki ilgisi yok  ,0.29800000000000004
2,52,paketi yırtık geldisahsen güven vermedi  ,1.5430000000000001
2,53,piller dağılmış şekilde geldi ayrıca kutusu zarar görmüştü pilleri streçe sarabilirsiniz durur en azından  ,-2.382
2,54,paket hızla geldifiyatı uygun paketleme gayet özensiz piller dökülmüş pakete  ,0.29800000000000004
2,55,fotoğraf makinesi unuttum akma yapmış makine mahvoldu  ,0.0
2,56,bayat eski pil kalemde ince pilde iki boş calistirmiyor hiç seyi  ,-0.718
2,57,beklediğim geldi teşekkürler  ,0.0
2,58,ürün sanırım seri sonu ürün kalitesiz  ,1.029
2,59,ürün görseldekinden farklı geldi umarım tarihlerinde sıkıntı yoktur  ,0.88
2,60,ürün resimde görülenle çıkmadıresimde duracell'i basit kalem pil yazıyor gelen duracell'i simply'i  ,0.88
2,61,ürün zaman kullandığım ürün kalitesi tartışılmaz paketlemesi iyi yapılmadığından iki adet pil ambalajından ayrılmış ezik olarak elime ulaştı  ,4.51
2,62,fiyat kesinlikle avantajlı değil marketler ortalama fiyatlara bulabiliyorsunuz  ,0.88
2,63,çok iyi değil normal pillerden farkı yok  ,2.75
2,64,fotoğraf makinesi aldım nedense iki kullanımdan pil yetersiz dedi ilk defa duracell'i pilde yaşadım  ,-0.592
2,65,ürün adedi eksik teslim edildi ayrıca pillerin konulduğu karton yırtılmıştı  ,0.28800000000000003
2,66,görselden farklı pil geldi  ,0.0
2,67,tesekurler  ,0.0
2,68,duracell in ucuz modeli  ,0.0
2,69,üzülerek utanarak ürün resi̇mde görülen 10 lu düzenek gelmedi̇ son kullanma tari̇hi̇ 0331 sorun yok hizli tesli̇mat sorun yok yil test yaptim sorun yok gibiama utanarak satici olsam yada fi̇rma yatkilisi olsam gönül almak adina oradan koparilip alinan 2 adet pi̇li̇ kiskanmam tam ters müşteri̇ kazanmak adina extra jest sunardim 2 yildizi yüzden verdi̇m inşallah uzun omurludur bilemem oğlumun oyuncağı aldım  ,-2.05
2,70,önceden aldığım pillerin ömrü gerçekten çok uzun zaman gidiyordu son zamanlarda piller dayanmıyor 5 ilk piller aynı performansı veriyor anlamıyorum  ,0.0
2,71,güzel paketlenmediği piller kutularından çıkmış dağınık olarak geldi  ,2.0
2,72,ürün kutusu poşeti yırtılmış şekilde geldi  ,0.88
2,73,duracell ürün verimsiz olmamalı şaşırdım kötü maalesef  ,-1.5019999999999998
2,74,ürün fotoğraflardan anlaşılacağı yıpranmış olarak geldi iade edilen ürün i̇lk kargo kaynaklı düşündüm iyice bakınca açılmış ürün olduğunu gördüm tanesi olsa diyeceğim hadi olabilir iki üründe kağıtları yırtılmış geldi i̇nşallah kullanılmış ürün değildir  ,3.52
2,75,piller boş denecek az  ,-1.505
2,76,urun fotoğraftaki gelmedi 2 tane 4 bu pil kutusuna 1 er adet kalem pil bantlanmis sekildeydi profesyonel denildi  ,0.88
2,77,kağıdı parça parça dağılmış vaziyette geldi i̇nş piller sahte değildir denedikten tekrar yazacağım  ,-0.472
2,78,piller darmadağınık ambalajın bütünlüğü bozulmuş olarak geldi  ,0.0
2,79,orjinal ürün sorun yok ayni satıcıdan yanlış adrese sipariş vermişim iptal edemediğim ürün almam  ,-3.34
2,80,klasik duracell'i bekliyordum simply'i geldi  ,0.0
2,81,orjinal olduğundan emin olamadım site görünen ürün gelmedi farklı paketlemesi  ,2.763
2,82,ürünü aldım orjinal çok çabuk bitti anlamadım  ,0.0
2,83,bunların tarihi muhtemelen geçmiş normal duri'selin yarı ömrü bilginize  ,0.0
2,84,dayanaksız  ,0.0
2,85,10 bu 2 paket aldım 3 adet eksik geldi  ,-0.592
2,86,pilin paketi açık geldi kullanılıp kullanılmadığı belli değil kullanmam gerektiği iade etmedim  ,0.9410000000000001
2,87,ürün paketi açık şekilde geldi umarım orijinal üründür i̇ndirimde çok uygun aldığım iadeyle uğraşmak istemedim  ,2.182
2,88,akvaryum temizleme aparatı ın pervane sini i̇lginç şekilde düşük kuvvette çeviriyor ucuz marka pil çok kuvvetli  ,1.226
2,89,aldığım pilleri kullanma ihtiyacı duydum sıfır ince pilleri taktığımda düşük polis uyarısı alınca ölçmeye karar verdim pillerin tamamen birik birisine yarım çıktı sıfır pilde yemde kaliteli marka olarak aldığım piller çıkabilir bence satıcı alakalı durum çok beklemiş pilleri kampanya yapıp ucuza satıyorlar pillerden şüphelenmeye başladım boş yarım dolu pilleri görmeniz açısından fotoğraflarını çekip ekledim satın alırken dikkatli olun derim  ,2.4290000000000003
2,90,duracell pil markası ilgili yorum yapmaya gerek yok kalitesini hepimiz biliyoruz duracell firması aynı söylemek zor görselde paylaştım kartonu paramparça pillerin ezik yamuk sağa sola dökülmüş halde teslim aldım  ,-1.458
2,91,paketi yırtılmış başka şeffaf poşetin içine koyulmuş olarak geldi kontrol edemediğim kullanılmamış olduğunu umut ederek aldım memnun kalmadım  ,2.558
2,92,ürün ilgili değil kargo ilgili ciddi bu sorun piller poşetin darmaduman şekilde paketleri yırtık olarak geldi i̇çindeki piller yeni mi kullanılıp içine mi atılmış belli değil  ,0.6709999999999999
2,93,muhtemelen sahte ürün duracell değil çabuk bitiyor kumandanın şişmiş dışı kolayca soyuldu  ,0.40800000000000003
2,94,marka pil aldım 10 pilin ısı boş gerisi cansız sanki kullanılmış piller gelmiş çok beklemekten boşalmış içleri bilmiyorum kesinlikle almayın param boşa gitti resmen açtım denedim iade edemiyorum kesinlikle tavsiye etmiyorum satıcıyı  ,-1.549
2,95,siparişim 10 bu paket gönderilen 2 tane dörtlü pakete 1 er tane pil bantlanmış 4 bu paketteki pillerin ambalajı yırtık tam komedi  ,0.0
2,96,iyi hoşça 9 tane 1 tane daha gönderirseniz sevinirim  ,2.75
2,97,görseldeki ürünle gelen ürün alakasız dalga geçer 5 paket ikili simply'i duracell'i göndermişler i̇ade ettim  ,0.88
3,0,1 günde elime ulaştı mi bana 4 den geçiş yaptım 4 olanlar geçebilir 5 olanlara pek tavsiye etmiyorum mi bana 4 kordonları tam uyumlu değil mi bana 5 kordonları birebir uyumlu ürün çok güzel özellikle ekranı çok güzel görünüyor çerçevesiz ekran konseptine yakın tasarım olmuş muhtemelen sonraki mi bana 7 çerçeve çok incelir 5 olanlar 7 ki beklemesini tavsiye ederim kargo hızlı geldi paketleme güzeldi  ,4.836
3,4,öncelikle kargo 2 günde geldi belirtilen sürede gelmesi güzel üründen bahsedersek çok iyi arama mesajlar bildirim türkçe saat türkçe karakterler emoji gözükmesi baştan sona okunması arada enindirime teşekkür ederim almanızı tavsiye ederim önceden kötü durur ekranı küçük diyordum çok iyiymiş almanız tavsiye ederim  ,-0.02199999999999991
3,7,bileklik çok güzel şık çok beğendim özellikle yeni ekranı muhteşem olmuş yalnız şarjı eski versiyonlara göre biraz az gidiyor özellikleri açarsanızşarjı 45 gün gidiyor haricinde mükemmel  ,2.79
3,8,2 günde elime ulasti 4 5 kullanan olarak tam ekran deneyimi çok güzel inanan keyfini alicaksiniz geri gelme işlemi yana kaydırarak yapiliyor phone arayüz bizi gayet tatminkar düzeyde sarı esnasında masa saati hal alıyor çok hoş  ,2.498
3,9,ürün güzel kullanışlı ayrıca suya dayanıklı şarjı güzel gidiyor tavsiye edilir  ,4.358
3,10,ürün arızalı çıktı şarj olmuyor alındığı günden beri atıl şekilde duruyor servis geri dönüş sağlamadı tavsiye etmiyorum uzak durun  ,-0.11199999999999999
3,11,tavsiye etmiyorum suya dayanıklı olduğu yazıyor değil denize girip çıktım 10 de saat sürekli titreşim verdi ekran gitti servise yolladım tamir yok diyorlar parayla yenisini yollayabilirler mı sorumsuz bilinçsiz servis görmedim peki neyi garantili ürünün merak ettim almayın aldırmayın  ,0.479
3,12,yaklaşık yıldır kullanıyorum kordonu koptu herkesin kordonu kopuyor nette araştırın bakın saat çok güzel diyecek sözüm yok kordonu kötü harika araba lastiksiz neye yararsa öyle oluyorsunuz garantiye gönderdim un servis kordon garanti dışı 1500 il ücret istediler hepsiburada yapmazdı hareketler ilginç yanında tane yedek kordon almayı unutmayın  ,0.9880000000000001
3,13,pili ilk şarjda 9 saat dayandı i̇kinci kere sarı ettim az sürdü sözde 3 gün gitmesi gereken ürün aynı gün sarı bitiyor satıcı servise verin diyor yeni aldığım ürünü servise vereyim elime sağlam geçmesi gerekiyor en yakın zamanda iade edeceğim  ,0.7470000000000001
3,14,altı ay kordon kopma noktasına geldi garantiye gönderdim kullanıcı hatası deyip garantiye almadılar saçma durum kaldık  ,-0.33299999999999996
3,15,yaklaşık metreden fayans zemine düştü ekran kırıldı tamir baş vurdum bakalım diyecekler  ,0.88
3,16,"ürün 1,5 metrelik garanti şartlarında 50 metreye suya dayanıklıymış havuzda su alıyor garantiye girmiyor çizik kullanım kaynaklı sorun deyip iade ediyor çöp buramaya güvenip garantisine aldanmayın herhalde kol saatini pamuklara sarıp kullanacağız çizilmedin  ",-1.6139999999999999
3,17,tavsiye etmiyorum su geçirmez yazdığı halde ilk denize girdiğimde bozuldu garanti süresi devam etmesine tamir edilmeden geri gönderildi garantisine güvenip almayın  ,1.238
3,18,ürün ekran dokunmatiği bozuldu servisine gönderdik onarilamayacagi söylendi ücret iadesi yapacaklar fiyatı öldükten saçmalıktır  ,0.88
3,19,bilekliğin şarj ömrü normal şartlarda 7 ila 14 gün arasında olması gerekirken gelen ürünün şarjı 1 tam gün yetmedi ayrıca 2 yıl garantili gösterilen bileklik teknik servis tarafından kontrol edildiğinde 4 ay garanti süresi dolmuş vaziyetteydi  ,0.88
3,20,elime ulaştı çok güzel kullanışlı su geçirmezlik özelliği gerçekten doğru nabzı gerçek ölçüyor bilmiyorum sevdim bileğinizde olduğunuzu neredeyse hissetmitorsunuzbildirimleri sorarsanız telefonunuzdan gelen bildirimler gelmiyor uygulamasından ayarlama yapılıp yapmanız gerekiyor eğer bunları yapmadan çalıştı gerek yokken çok beğendim teşekkürler hepsi̇burada  ,2.498
