word,simple_polarity
secde etmek,0.418
tarazlanmak,0.418
halaoğlu,0.008000000000000007
çini,0.008000000000000007
hatim indirmek,0.8200000000000001
zeamet,-0.068
rubai,0.008000000000000007
ayçöreği,0.008000000000000007
ay çöreği,0.008000000000000007
babaanne,0.008000000000000007
halay,0.008000000000000007
Hanefi,0.8200000000000001
nar şerbeti,0.008000000000000007
şalgam suyu,0.008000000000000007
fıkıh,0.8200000000000001
TCMB,0.008000000000000007
Türkiye Cumhuriyet Merkez Bankası,0.008000000000000007
Türkiye Cumhuriyeti Merkez Bankası,0.008000000000000007
akide şekeri,0.008000000000000007
akide,0.008000000000000007
dirlik,0.008000000000000007
Aşure Günü,0.008000000000000007
sumak,0.008000000000000007
yatsı namazı,0.008000000000000007
günlük ağacı,0.008000000000000007
günlük,0.008000000000000007
sığla,0.008000000000000007
sığla ağacı,0.008000000000000007
Liquidambar Orientalis,0.008000000000000007
Kangal,0.008000000000000007
Sivas Kangal,0.008000000000000007
kısır,0.008000000000000007
Miraç Kandili,0.008000000000000007
katık,0.008000000000000007
Yargıtay,0.008000000000000007
mevlit,0.008000000000000007
mevlid,0.008000000000000007
açma,0.008000000000000007
güllaç,0.008000000000000007
akşam ezanı,0.008000000000000007
yağlı güreş,0.008000000000000007
fizibilite raporu,0.008000000000000007
şerefe,0.008000000000000007
Yörük,0.008000000000000007
hacıyağı,0.008000000000000007
Nurculuk,0.008000000000000007
muhtar,0.008000000000000007
nar ekşisi,0.008000000000000007
Ramazan davulcusu,0.008000000000000007
teravih namazı,0.008000000000000007
teravih,0.008000000000000007
demirhindi şerbeti,0.008000000000000007
sahur yemeği,0.008000000000000007
sahur,0.008000000000000007
jandarma,0.008000000000000007
secde,0.008000000000000007
göbek taşı,0.008000000000000007
börek,0.008000000000000007
yufka,0.008000000000000007
nan,-0.24999999999999997
şey,0.008000000000000007
nesne,0.008000000000000007
obje,0.008000000000000007
nefes almak,0.438
nefes alıp vermek,0.438
solumak,0.438
şey,-0.068
nan,-0.503
solumak,-0.14
nan,-0.503
bütün,0.008000000000000007
nan,-0.503
organizma,0.008000000000000007
canlı,0.008000000000000007
hıçkırmak,0.008000000000000007
nefes vermek,0.008000000000000007
hayat,0.8200000000000001
yaşam,0.8200000000000001
dirim,0.8200000000000001
hapşırmak,-0.091
hapşurmak,-0.091
aksırmak,-0.091
hücre,0.008000000000000007
göze,0.008000000000000007
nefes almak,0.008000000000000007
kendiliğinden,0.008000000000000007
otomatik olarak,0.008000000000000007
otomatikman,0.008000000000000007
fail,0.008000000000000007
müsebbib,0.008000000000000007
insan,0.008000000000000007
kişi,0.008000000000000007
şahıs,0.008000000000000007
birey,0.008000000000000007
kimse,0.008000000000000007
fert,0.008000000000000007
balgam çıkarmak,0.008000000000000007
nispi,-0.068
nisbi,-0.068
göreceli,-0.068
izafi,-0.068
kısmen,0.008000000000000007
göz kırpmak,0.0
dökmek,0.008000000000000007
gayri ihtiyari hareket etmek,-0.412
irade dışı hareket etmek,-0.412
istemdışı hareket etmek,-0.412
irade dışı birşey yapmak,-0.40199999999999997
gayriihtiyari hareket yapmak,-0.40199999999999997
davranmak,0.008000000000000007
obur,-0.40199999999999997
kazanmak,0.8200000000000001
edinmek,0.8200000000000001
soyut,-0.068
soğuk davranmak,-0.40199999999999997
hayvan,0.008000000000000007
somut,-0.068
nan,-0.503
titremek,0.0
titremek,0.0
dinlenmek,0.008000000000000007
hareketsiz durmak,0.008000000000000007
hareket etmek,0.008000000000000007
hareket halinde olmak,0.008000000000000007
uyumak,0.008000000000000007
bitki,0.008000000000000007
nebat,0.008000000000000007
cisim,0.008000000000000007
nesne,0.008000000000000007
obje,0.008000000000000007
horlamak,-0.40399999999999997
uykuya dalmak,0.008000000000000007
uyumak,0.008000000000000007
doğal nesne,0.008000000000000007
yatmak,0.008000000000000007
madde,0.008000000000000007
kalkmak,0.008000000000000007
uyanmak,0.008000000000000007
uyandırmak,0.008000000000000007
besin,0.008000000000000007
gıda,0.008000000000000007
uyutmak,0.008000000000000007
etkilemek,0.008000000000000007
fiziksel olarak etkilemek,0.008000000000000007
eşya,0.008000000000000007
daima,-0.162
her zaman,-0.162
hep,-0.162
her zaman,0.008000000000000007
sonsuza kadar,0.008000000000000007
sonsuza dek,0.008000000000000007
her zaman,0.008000000000000007
uyanık olmak,0.008000000000000007
sürekli,0.008000000000000007
parça,0.008000000000000007
unsur,0.008000000000000007
kalem,0.008000000000000007
numune,0.008000000000000007
örnek,0.008000000000000007
birey,0.008000000000000007
psikolojik özellik,0.008000000000000007
soyutlama,0.008000000000000007
uyutmak,-0.14
bayıltmak,-0.14
narkoz vermek,-0.14
biliş,0.008000000000000007
vukuf,0.008000000000000007
motivasyon,0.008000000000000007
güdülenme,0.008000000000000007
arasıra,0.008000000000000007
ara sıra,0.008000000000000007
bazen,0.008000000000000007
his,0.008000000000000007
duygu,0.008000000000000007
nan,-0.503
sakinleştirmek,-0.669
bazen,0.008000000000000007
bazan,0.008000000000000007
uyarmak,0.418
canlandırmak,0.418
nokta,0.008000000000000007
yer,0.008000000000000007
mahal,0.008000000000000007
mekan,0.008000000000000007
nan,-0.503
biçim,0.008000000000000007
şekil,0.008000000000000007
form,0.008000000000000007
dış görünüş,0.008000000000000007
bayılmak,-0.6719999999999999
nan,-0.503
zaman,0.008000000000000007
vakit,0.008000000000000007
ayılmak,0.438
kendine gelmek,0.438
uzay,0.008000000000000007
feza,0.008000000000000007
mekan,0.008000000000000007
dinlendirmek,0.917
canlandırmak,0.917
dinlenmek,0.667
durum,0.008000000000000007
vaziyet,0.008000000000000007
hal,0.008000000000000007
keyfiyet,0.008000000000000007
germek,-0.669
gevşetmek,0.8200000000000001
rahatlatmak,0.8200000000000001
gerilmek,-0.669
gerginleşmek,-0.669
gevşemek,1.0
olay,0.008000000000000007
hadise,0.008000000000000007
vaka,0.008000000000000007
alışkın,0.008000000000000007
alışık,0.008000000000000007
insan eylemi,0.008000000000000007
eylem,0.008000000000000007
fiil,0.008000000000000007
uzatmak,0.008000000000000007
topluluk,0.008000000000000007
asidik,0.008000000000000007
asitli,0.008000000000000007
alkali,0.008000000000000007
sahip olunan şey,0.008000000000000007
özellik,-0.068
bazik,0.008000000000000007
amfoterik,0.008000000000000007
ilişki,0.008000000000000007
gülümsemek,0.448
toplumsal ilişki,0.008000000000000007
iletişim,0.008000000000000007
miktar,0.008000000000000007
nicelik,0.008000000000000007
kemiyet,0.008000000000000007
ayrıca,0.008000000000000007
olgu,0.008000000000000007
vakıa,0.008000000000000007
iş,-0.068
şey,-0.068
kibarlık,0.8200000000000001
kahkaha atmak,0.8200000000000001
başarı,0.428
gülmek,0.7150000000000001
başarı,0.428
görünmek,0.008000000000000007
eylem,0.008000000000000007
fiil,0.008000000000000007
hareket,0.008000000000000007
surat yapmak,-0.068
aktif,0.008000000000000007
hareketli,0.008000000000000007
yol,0.008000000000000007
duş almak,0.008000000000000007
duş yapmak,0.008000000000000007
biraz,0.008000000000000007
hiperaktif,0.008000000000000007
aşırı hareketli,0.008000000000000007
etkileşim,0.008000000000000007
yıkanmak,0.008000000000000007
temizlenmek,0.8200000000000001
paklanmak,0.8200000000000001
temas,0.008000000000000007
ilişki,0.008000000000000007
hareketsiz,-0.068
nan,-0.063
yıkamak,0.008000000000000007
gargara yapmak,0.008000000000000007
nadiren,0.008000000000000007
seyrek olarak,0.008000000000000007
nan,-0.503
nan,-0.503
bowling oynama,0.008000000000000007
aktif,0.0
hareketli,0.0
canlı,0.0
iktisap,0.008000000000000007
edinim,0.008000000000000007
taramak,0.008000000000000007
sebep olma,0.008000000000000007
neden olma,0.008000000000000007
sebep oluş,0.008000000000000007
neden oluş,0.008000000000000007
ayrılma,0.008000000000000007
atıl,-0.40199999999999997
keşif,0.49300000000000005
tasfiye,-0.5569999999999999
elden çıkarma,-0.5569999999999999
nan,-1.0
kendine bakmak,0.008000000000000007
uygulama,0.008000000000000007
makyaj yapmak,0.008000000000000007
ruj sürmek,0.008000000000000007
nan,-0.503
tahrik etmek,0.008000000000000007
hareket ettirmek,0.008000000000000007
harekete geçirmek,0.008000000000000007
kurtarma,0.5229999999999999
kurtarış,0.5229999999999999
pasif,-0.669
kaçış,-0.5069999999999999
kaçma,-0.5069999999999999
firar,-0.5069999999999999
gösteri,0.008000000000000007
numara,0.008000000000000007
tesadüfen,0.008000000000000007
bitiştirmek,0.008000000000000007
yanaştırmak,0.008000000000000007
süslenip püslenmek,0.8200000000000001
güzel giyinmek,0.8200000000000001
şık giyinmek,0.8200000000000001
şık şık giyinmek,0.8200000000000001
aktif,1.0
etkin,1.0
faal,1.0
maalesef,-0.422
ne yazık ki,-0.422
giyinmek,0.008000000000000007
nan,-0.503
ulaşma,0.008000000000000007
varma,0.008000000000000007
vusul,0.008000000000000007
varış,0.008000000000000007
sönmüş,0.0
nan,-0.503
doğuş,0.418
ortaya çıkma,0.418
zuhur,0.418
giriş,0.008000000000000007
duhul,0.008000000000000007
kilo vermek,0.917
incelmek,0.917
zayıflamak,0.917
kilo almak,-0.669
şişmanlamak,-0.669
giyinmek,0.008000000000000007
kayıt,0.008000000000000007
mevcut,0.8680000000000001
fiili,0.8680000000000001
denemek,0.008000000000000007
dönüş,0.008000000000000007
eve dönüş,0.008000000000000007
yurda dönüş,0.008000000000000007
muhtemel,-0.2
potansiyel,-0.2
giydirmek,0.008000000000000007
akut,-1.0
kronik,-1.0
süreğen,-1.0
süregen,-1.0
soyunmak,0.008000000000000007
veda,-0.424
ayrılma,-0.424
giymek,0.008000000000000007
derhal,-0.068
hemen,-0.068
giyinmek,0.008000000000000007
döllemek,0.008000000000000007
ilkah etmek,0.008000000000000007
göç,0.008000000000000007
göçme,0.008000000000000007
muhaceret,0.008000000000000007
göç,0.008000000000000007
muhaceret,0.008000000000000007
hamile bırakmak,0.008000000000000007
gebe bırakmak,0.008000000000000007
nan,-0.503
alkolik,-0.414
hamile kalmak,0.008000000000000007
gebe kalmak,0.008000000000000007
kümülatif,0.008000000000000007
çıkma,0.008000000000000007
çıkış,0.008000000000000007
huruç,0.008000000000000007
çoğalmak,0.008000000000000007
firar,-0.6
kaçış,-0.6
doğurmak,0.8200000000000001
Hicret,0.0
sevk,0.008000000000000007
sevkiyat,0.008000000000000007
sevkıyat,0.008000000000000007
nan,-0.503
orgazm,0.448
hamile olmak,0.0
gebe olmak,0.0
çocuk beklemek,0.0
ulaşma,0.008000000000000007
kavuşma,0.008000000000000007
erme,0.008000000000000007
bebek beklemek,0.008000000000000007
rekor,0.008000000000000007
kuluçkaya yatmak,0.008000000000000007
başarı,0.438
hadım etmek,-0.857
enemek,-0.857
iğdiş etmek,-0.857
büyük başarı,0.8200000000000001
kısırlaştırmak,-0.6219999999999999
başarısızlık,-0.432
muvaffakiyetsizlik,-0.432
başarısızlık,-0.956
tahriş etmek,-0.75
yatıştırmak,0.0
azaltmak,0.0
rahatlatmak,0.8200000000000001
geçirmek,0.8200000000000001
hafifletmek,0.8200000000000001
azaltmak,0.8200000000000001
yatıştırmak,0.8200000000000001
kayıp,-1.0
zayi,-1.0
teslim olma,-0.837
acıtmak,-0.964
birdenbire,0.0
aniden,0.0
bedensel rahatsızlık vermek,-0.6020000000000001
acı çekmek,-0.9099999999999999
bilerek,-0.068
kasten,-0.068
kasıtlı olarak,-0.068
olmak,0.0
tutulmak,0.0
yakalanmak,0.0
iyi olmak,1.0
sağlıklı olmak,1.0
afiyette olmak,1.0
kendini iyi hissetmek,1.0
istemeden,-0.434
yanlışlıkla,-0.434
kazara,-0.434
geçirmek,0.0
olmak,0.0
nan,-0.503
ağlamak,-0.669
nan,-0.503
yaşarmak,-0.778
hata,-0.956
yanlış,-0.956
leke,-0.964
yaralamak,-0.964
mecruh etmek,-0.964
dikkatsizlik,-0.964
gaf,-0.837
pot,-0.837
çekmek,0.0
işemek,0.008000000000000007
çiş yapmak,0.008000000000000007
küçük abdest bozmak,0.008000000000000007
küçük abdestini yapmak,0.008000000000000007
nan,-0.503
nan,-0.503
devrilme,-0.14
vücuttan atmak,0.008000000000000007
iktisap,0.008000000000000007
elde etme,0.008000000000000007
sıçmak,0.008000000000000007
dışkılamak,0.008000000000000007
büyük aptes bozmak,0.008000000000000007
kaka yapmak,0.008000000000000007
yestehlemek,0.008000000000000007
tuvalete çıkmak,0.008000000000000007
çıkmak,0.008000000000000007
kabız etmek,-0.875
kabız yapmak,-0.875
pek tutmak,-0.875
alım,0.008000000000000007
alma,0.008000000000000007
satın alma,0.008000000000000007
yorulmak,-1.0
acilen,-0.162
ivedilikle,-0.162
yorulmak,-1.0
kusmak,-0.412
çıkarmak,-0.412
istifrağ etmek,-0.412
nan,-0.24999999999999997
alım,0.008000000000000007
satın alma,0.008000000000000007
satınalma,0.008000000000000007
alışveriş,0.008000000000000007
donmak,-0.14
rahatsız olmak,-0.8640000000000001
tedavi etmek,0.49300000000000005
sağaltmak,0.49300000000000005
miras,0.008000000000000007
ele geçirme,0.008000000000000007
temellük etme,0.008000000000000007
temellük,0.008000000000000007
müsadere,-0.412
el koyma,-0.412
nan,-0.503
müsadere,-0.956
zor alım,-0.956
zoralım,-0.956
olumlu,0.8200000000000001
pozitif,0.8200000000000001
iyileştirmek,0.8200000000000001
sağaltmak,0.8200000000000001
kamulaştırma,-0.24999999999999997
yardımcı olmak,0.8200000000000001
rahatlamak,0.418
haciz,-0.414
hükmetmek,0.008000000000000007
ameliyat etmek,0.008000000000000007
nan,-0.503
nan,-0.503
ilaçla tedavi etmek,0.5529999999999999
el koyma,-0.454
gasp,-0.454
gözaltına alma,-0.9279999999999999
nan,-0.503
nan,-0.503
fetih,-0.857
geri alma,0.008000000000000007
alış,0.008000000000000007
enjekte etmek,0.008000000000000007
zerketmek,0.008000000000000007
aşılamak,0.008000000000000007
hastalanmak,-0.956
solgunlaşmak,-0.956
üşütmek,-0.432
nezle olmak,-0.432
açık artırma,0.008000000000000007
açık arttırma,0.008000000000000007
müzayede,0.008000000000000007
korkusuz,1.0
enfekte etmek,0.0
dezenfekte etmek,0.008000000000000007
kurtarma,0.418
kurtarış,0.418
nan,-0.503
nan,-0.503
burkmak,0.0
ebediyen,0.008000000000000007
kötüleşmek,-0.964
düzelmek,0.667
iyileşmek,0.667
sağlığına kavuşmak,0.8200000000000001
güçsüzleşmek,-0.333
uygulama,0.008000000000000007
tatbikat,0.008000000000000007
hayata geçirme,0.008000000000000007
aynen ifa,0.008000000000000007
mekanizma,0.008000000000000007
nan,-0.503
sakin,0.008000000000000007
ilüzyon,0.008000000000000007
numara,0.008000000000000007
icra,0.008000000000000007
toplamak,0.008000000000000007
canlandırmak,0.418
gençleşmek,0.428
otomasyon,0.008000000000000007
nan,-0.503
ayıltmak,0.428
canlandırmak,0.8200000000000001
canlanmak,0.8200000000000001
tahrik,0.008000000000000007
egzersiz yapmak,0.6679999999999999
yuvarlama,0.008000000000000007
antreman yapmak,0.008000000000000007
çalışmak,0.008000000000000007
çalıştırmak,0.008000000000000007
tükürmek,0.008000000000000007
canlı,1.0
diri,1.0
ölü,-0.669
kızarmak,-0.857
bembeyaz kesilmek,-0.571
kireç gibi olmak,-0.571
bronzlaşmak,0.0
dışarı atmak,-0.068
ezmek,0.0
çiğnemek,0.0
itiş,0.008000000000000007
bastırma,0.008000000000000007
basma,0.008000000000000007
basış,0.008000000000000007
değişmek,0.008000000000000007
çekme,0.008000000000000007
çekiş,0.008000000000000007
oybirliğiyle,0.418
oybirliği ile,0.418
oy birliği ile,0.418
oy birliğiyle,0.418
kaldırma,0.008000000000000007
atma,0.008000000000000007
hırslı,0.008000000000000007
gitgide,0.008000000000000007
giderek,0.008000000000000007
adım adım,0.008000000000000007
geğirti,0.008000000000000007
geğirme,0.008000000000000007
hırssız,0.008000000000000007
jöleleşmek,0.008000000000000007
pelteleşmek,0.008000000000000007
dönüşmek,0.008000000000000007
dönüştürmek,0.008000000000000007
çevirmek,0.008000000000000007
döndürmek,0.008000000000000007
zıplama,0.008000000000000007
kalmak,0.008000000000000007
durmak,0.008000000000000007
devam etmek,0.008000000000000007
sürmek,0.008000000000000007
takip etmek,0.008000000000000007
farklılaşmak,0.008000000000000007
atış,0.008000000000000007
nan,-0.503
analog,0.008000000000000007
dijital,0.0
vurma,0.008000000000000007
vuruş,0.008000000000000007
değişmek,0.008000000000000007
değiştirmek,0.008000000000000007
çarpma,0.008000000000000007
çarpış,0.008000000000000007
analitik,0.008000000000000007
nan,-0.503
camlaşmak,0.008000000000000007
nan,-0.503
değiştirmek,0.008000000000000007
nan,-0.24999999999999997
cansız,-0.454
ölü,-0.454
yumruk,0.0
tekme,0.0
tekmeleme,0.0
nan,-0.503
vahşileştirmek,0.008000000000000007
frikik,0.008000000000000007
serbest vuruş,0.008000000000000007
korner,0.008000000000000007
köşe vuruşu,0.008000000000000007
köşe atışı,0.008000000000000007
vahşileşmek,-0.412
alkalileştirmek,-0.068
alkalileşmek,-0.068
öpücük,0.342
buse,0.342
öpme,0.342
öpüş,0.342
yakalama,0.008000000000000007
tutma,0.008000000000000007
nan,-0.503
önceki,0.008000000000000007
bırakmak,0.008000000000000007
iç içe geçme,0.008000000000000007
etkilemek,0.008000000000000007
izleyen,0.008000000000000007
takip eden,0.008000000000000007
müteakip,0.008000000000000007
otopsi,0.008000000000000007
bir sonraki,0.008000000000000007
sıradaki,0.008000000000000007
müteakip,0.008000000000000007
tersine dönmek,0.008000000000000007
kontrol,0.008000000000000007
sağlık kontrolü,0.008000000000000007
check-up,0.008000000000000007
checkup,0.008000000000000007
çekap,0.008000000000000007
karşılaştırma,0.008000000000000007
mukayese,0.008000000000000007
kıyaslama,0.008000000000000007
