product_id	comment_id	comment	sentiment	sentiment_category
1	62	pratik olsun aldım kullanışlı değil sadece yiyeceği yağlarsanız tabana yapışıyor ürünün tabanını yiyeceği yağlarsanız nebze kolay kağıdı yiyecekten ayırabilirsiniz zorlar ayrıca kağıdın kenarları sıcaklıkta direkt içeri büküldüğü yiyeceklerin kısımlarının pişmesine engel oluyor silikon aldım sonunda dertlerden kurtuldum 	0.1189659169999999	1
1	63	il makine için çok uyumlu değil genel olarak agit'siz kullanmak rahat 	0.418501105	1
1	64	yapıştırıyor airfreyde başarısız ürün bence sadece tost yaparken kullanıp bitirecek tavuk patates kısmen yapıştırdı köfte mücver fazla yapıştı bilmiyorum yapmasını tekniği vardır bendeyapıştırıyor artısı airfreyin pişme sonrası temiz kalması 	-0.1723575949999999	0
1	65	tavuk kırmızı et pişirmek kullanışlı değil seferinde etleri kağıttan zor ayırdım atistirmaliklar uygun diyebiliriz makine temiz kalıyor 	-0.0695321299999999	0
1	66	çok ince kağıt üçlü beşli koyuyorum 	0.415936831	1
1	67	tamamen açtığınızda sadece zemini kapatacak küçük 	0.0148307599999999	1
1	68	cosori 55 lt küçük kalıyor 	-0.130060955	0
1	69	kağıt kullanmak temizlik adına miktar kolaylık sağlıyor tabii pişirme türü önermiyorum i̇çerideki hava akışını engellediği durumlarda çıtır hızlı pişirmeye engel oluyor 	0.149575149	1
1	70	sıcak gori'nce önce sekli bozuluyor içindekileri alırken yapismis olduğu için yırtılıyor 	0.0133595189999999	1
1	71	çok ufak yanlar kısa yağı geçiriyor 	-0.266892824	0
1	72	kargo paketleme iyiydi boyut olanakta tefal easy fry grill ideal pişen ürünler maalesef yapışıyor 	-0.375567183	0
1	73	airfryer kirlenmesin alıyorsanız cosori 5,5 lt küçük geliyor amazonun airfryer alırken tavsiyesi olarak aldım 4,5 lt için uygun 	0.508197235	1
1	74	yaparsam yapayım ürünler mutlaka yapışıyor yağda sıksam ıslatsam buruştursam herşey yapışıyor 	0.108728142	1
1	75	ürün fotoğraflarında göründüğü tabak şeklinde durmuyor sert malzeme olmadığı yayılıyor yağlı fırın kağıdı düşünerek almıştım pişirsem yapışıyor kağıt yemeklerin üzerinde kalıyor 	-0.682463932	0
1	76	pişirdiğiniz ürünler yapışıyor fırın kağıdı olabilir yağlı kağıt değilalacakların bilgisine 	-0.413933761	0
1	77	ölçüler 165cmx165cm dir20cmx20cm değil dolayısıyla olan airfryer küçük 	-0.237167362	0
1	78	kalitesiz yemekler kağıda yapışıyor 	-0.240476123	0
1	79	ürünü airfryda sadece airfry az kirlensin kullanıyoruz çok gerekli mi hayır yorumlarda ince demiş evet ince sebepten mi yapışıyor emin değilim gine'de abarttıkları ince değil iş görüyor gerekli mi çok yo değil 	0.519303234	1
1	80	ürün çok ince yiyecekler pişirme esnasında yapışıyor tavsiye etmiyorum 	0.465384705	1
1	81	cosori̇ marka 5,5 lt airfryer küçük boyutta kalıyor kenarları açık vaziyette iken airfryerın yapışmaz yüzeyini doldurabiliyor çok ince yapılı dik durması gereken kısımlar inceliğinden tabana yayılıp düz formda kalıyor haliyle yiyeceklerin yağı suyu altlara akıp fırını kirletmeye devam ediyor patates kızartmada iş görür uzun süreli ettavuk türü yağlısulu yiyecek pişirmelerinde yetersiz kalitede 	0.443102413	1
1	82	kağıt ince iş görüyor tam katlanamıyor fotoğraftaki değil aynı zamanda yağlı değil kanat patates kızartması yapışıyor yağlamak gerekiyor 	0.0119132109999999	1
1	83	yağlı yağsız iki şekilde pişirilince yemekler yapışıyor 	0.6689636990000001	1
1	84	kullandığım markaya göre kağıtlar küçük kaldı 	-0.211837657	0
1	85	üç boyutlu değil iki boyutlu geldi pişirme kağıdı alsam kullanışlı olurdu kullandığımda yağlasam gıda kalida yapıştı umarım hata bendedir cop olacak 	1.480758154	1
1	86	yemekler yapışıyor tavsiye etmiyorum 	0.101842152	1
1	87	düşününce pratik ürün ancak çok ince üretilmiş neredeyse parmaklarınızı görebiliyorsunuz yönü ürfotograflarinda ustaca gizlenmiş sanırım 	0.359853051	1
1	88	beğenilmedi 	0.0	0
1	89	1 yağı suyu sonradan çıkan beyaz et gıdaların sıvısı illaki akıyor haliyle makine haznesi temiz kalmıyor kağıdın üzerinde ağırlık ısıtma yapmayın rezistansa yapışıyor kağıt yanıyor haznenin delikli yapısı alt yüzeylerin iyi pişmesi tasarlanmış kağıt kullanınca alttan hava akışı olmadığından iyi pişme olmuyor 	-0.0823640929999999	0
1	90	i̇çine koyarsanız koyun yapıştırıyor yiyeceğin yarısı kağıtta kalıyor önce aynı ürünü aldığımda sorun yoktu yeni siparişte gelenlerin kalitesi bariz kötü yapıştırıyor i̇yi yorum yapanlar muhtemelen iyi kalitede alanlar çok kötü yazık 	-0.3655147259999999	0
1	91	önce amazon un sattigi urunu alois'tim çok memnun kaldım urun iyi değil paket içerisinden tek tek almak çok zor agit üzerine koyduklariniza yapisiyor tavsiye etmiyorum 	0.772322016	1
1	92	maalesef ürün yağlı kağıt değil denediysem yapıştırdı ekstra yağ ekledi yok illa kağıda yapışıyor 	-1.13226623	0
1	93	farklı marka almıştım amazondan sorun yoktu son aldığıma yiyecekler yapışıyor kağıt üzerinde kalıyor yarısı 	-0.314597329	0
1	94	kağıtlar yapışıyor patatesleri koyuyorum pişince alamıyoruz hemen yapışıyor yapabiliriz bilgi verebilirmisiniz 	0.114455157	1
1	95	köfte pişirmeyi denedim 20 de donmuş köfte pişmedi cihazın fonksiyonunu azaltıyor poğaça ısıtmak kullanılabilir 	0.544727573	1
1	96	kalitesiz ürün airfry uygun olmadığını düşünüyorum ısı dolaşımını engelliyor asıl önemli konu yiyecekler kağıda yapışıyor yiyecekleri yağlasanız durum değişmiyoryiyecekleri kağıttan ayırmak zorin'de ettim sorunsuz şekilde ücret iadesi yapıldı 	0.316435742	1
1	97	airfry en tutuştu i̇yisi başındaydım alev aldı çok kalitesiz malzeme 	-0.252593057	0
1	98	üzerinde pişirirsem pişireyim yapıştırdı satın almaya değmez ürün 	0.304609224	1
1	99	kağıdın tabanını yağlasanız koyarsanız koyun pişerken yapışıyor en iyi ihtimal 13ü kağıtta kalıyor kendinden çok yağlı köfte vs geçerli iş anlamadım i̇lk kez tarz kağıtlarda yaşadığımız durum 4 tane kullandım attım almayın 	0.686348973	1
2	0	sipariş vermemle ulaşması 1 gün sürdü işin açıkçası yurtiçi alışveriş yerde en az üç dört günde kargo geliyorürünler orijinal fiyat olarak cezbedici alacak kişilere tavsiye ederim 	1.3599157759999998	1
2	1	uygun fiyatlı uzun ömürlü 	0.510657214	1
2	2	uygun fiyat 	0.280767123	1
2	3	güzel 	0.292038405	1
2	4	mükemmel 	0.351748367	1
2	5	mükemmel 	0.351748367	1
2	6	kullanışlı 	0.199546262	1
2	7	enerji 50 fazla çalışma 	0.247278475	1
2	8	beklentilerimi karşıladı amazon farkı teşekkürler 	0.160538216	1
2	9	süper 	0.285367172	1
2	10	önceden aynı markayı çok kullandım aldıklarım maalesef öncekilere göre çabuk bitti üt yeni olmasına 	-1.12230057	0
2	11	sadece tv kumandasında kullanmamıza iki iki habire değiştirdik son kullanma tarihlerine çok olmasına piller çok çabuk bitti boşa gitti verdiğim para 	0.142585096	1
2	12	ürün normal piller ay anca gidiyor 	-0.158762343	0
2	13	dayanıklı ürün değildi süt çok eski tavsiye etmiyorum 	0.349467396	1
2	14	fatura yok 	-0.1960872599999999	0
2	15	ürün hızlı geldi piller bayat en basit pillerin çalıştırdığı cihazı çalıştırmadı hatalı üretim yada bayatlamış 	-1.0833834649999998	0
2	16	ürünün açıklama kısmında ev olduğu yazıyor 15v standart piller geldi 	-0.0489542119999999	0
2	17	aaa pil siparişi verdim aa pil gönderilmiş 	-0.02754	0
2	18	piller dk bosaliyor üstelik basit kumandalı arabada kullanılmasına amazon pakete iade kabul ederken diğerine etmiyor 	0.177647692	1
2	19	yıllardır tek kullandığım pil markası duracell amazondan gelen siparişimdeki piller oksitlenmişti 	0.230831908	1
2	20	uzun ömürlü taze üretim tarihli hızlı kargo 	0.200845869	1
2	21	sorunsuz uzun ömürlü 	-0.069918362	0
2	22	çok beğendim gerçekten pil 	0.206106669	1
2	23	beklediğim 	0.040734439	1
2	24	ürün orjinal şeyiyle tamdır 	0.09397774	1
2	25	sağlam 	0.214478725	1
2	26	fiyatı anlamsız derece fazla tabii alt tarafı pil diyorsunuz dönemde fiyat anlamını yitirdi stok yapmak aldım kargo 1 günde hemen geldi 	-0.115908788	0
2	27	duracell kalitesi 	0.0	0
2	28	çok ucuz kaliteli 	0.158030717	1
2	29	hızlı kargo uygun fiyat 	0.52953117	1
2	30	duracell in kaliteli pil olduğu algısı olsa süre akma yapabiliyorlar 	0.013526633	1
2	31	güzel ürün 	0.386016145	1
2	32	fiyatperformans düşünüldüğünde beklenti orantılı olarak iyi diyebilinecek bit ürün 	0.456253025	1
2	33	tavsiye ediyorum 	0.101842152	1
2	34	ürün aynı anlatıldığı neden hesabınıza geliyorsa ordan alın market vs pahalıydı burdan hesaplı olduğu aldımtşk 	-0.164935243	0
2	35	son kullanma tarihinin bitmesine 8 ay dışında problem yok klasik duracell'i kalitesi 	-0.638555668	0
2	36	eskisine göre sanki biraz çabuk bitiyorlar güzel ürün 	0.33300852	1
2	37	duracell alkalin aa kalem piller 10lu paket tam istediğim geldi ai̇t kurye problem 	0.083734479	1
2	38	ürün geldi fatura yok 	-0.10210952	0
2	39	ürün güzel işin mng kargo olmayınca harika 	0.769653778	1
2	40	normal 	-0.093167935	0
2	41	akma önleyicili pazarlanan ürün gün kullandığım farenin aktı fare pil düşük uyarısı vermeden kendiliğinden kapanınca kapağını çıkardım gri köpükleri gördüm ayrıca biten pilleri geri dönüşüm biriktirdiğim kutudakiler akmış 2021 kasım ayında duracell plus olarak almışım ürünü sayfadan plus ibaresi kalmış aynı üründür sanıyorum fiyatı iki senede 4 kattan biraz fazla zamlanmış 	1.306045806	1
2	42	piller yeni tarihli hasarsız olarak teslim edildi teşekkür ederim 	0.186969753	1
2	43	sanki hemen bitiyor 	-0.012741207	0
2	44	ürünün fiyatı ürünün kalitesi amazon firmaya diyecek hiçbir şeyim yok gerçekten çok özenli titiz firma ekstra indirimleri çok uygun fiyata alışveriş yaptım kargo şi̇rketi̇ 7 24 güvenli̇ği̇n bulunduğu i̇şyeri̇me 1 hafta boyunca tesli̇mat yapamadi 4 defa aramak zorunda kaldim seferi̇nde bi̇r sonraki̇ gün yeni̇den saat 12den tesli̇m edi̇lecek dendi̇ kargo fi̇rmasi uğramadi umarım kargo şirketini değiştirirsiniz teşekkürler amazon 	2.006298917	1
2	45	pille ilgili sorunum yok son kullanma tarihi sorunu yok yeni orijinal pillerkargo berbat satıcıdan kaynaklanmıyor olabilir sinir bozucu derecede yavaş 	-1.168521049	0
2	46	ürün ince mi orta boy belirtilmemiş neye göre satın alacağız 	-0.204683136	0
2	47	anlamsız şekilde hızlıca bitiyor şikayet edeceğim sanki içleri boş 	-0.2877488319999999	0
2	48	faturama alamadım 	0.0	0
2	49	ürünler amazona teşekkürler paketleme ürünler sıkıntısız çalıştıkları kargo firması rezalet 	-0.089267795	0
2	50	normalde uzun süre dayanması gerekirken çok kısa sürede maalesef piller bitti 	-1.092035363	0
2	51	10 adet aldığım pil kutusundan 3 tanesi alınmış halde eksik geldi 	-0.159007707	0
2	52	amazon çok kötü kargo sistemine sahip 	0.282138972	1
2	53	ürün mükemmel olursa olsun müşteri memnuniyeti gözetmeyen hakkını korumayan hiçbir firma yada ürün yıldızı haketmiyor 	0.080358781	1
2	54	ürün kalem pil olarak yazılmış kalın pillerden alırken dikkat edin 	0.295234876	1
2	55	duracell kalitesinde değil çok çabuk bitiyor 	-0.104803907	0
2	56	ürün paramparça olmuş şeki̇lde pi̇ller dağilmiş şeki̇lde geldi̇ rezalet 	-0.701704015	0
2	57	pili tansiyon aletine taktım son kullanma tarihi 2032 yazıyor 3 kez ölçüm yaptı yapmıyor pilleri denedim gittim marketten duracell'i aldım geldim çalıştı fabrikasyon bu hata mi bilemedim saatte çalıştı çocuğun oyuncagındada çalışıyor gücü tansiyon aletine yetmedi bilemedim 	0.5341679020000001	1
2	58	oyuncaklara ilk taktığım anda pillerin zayıf olduğu belli oldu 	0.17827573	1
2	59	yanlış ürün geldi hatanın düzeltilmesini talep ediyorum 	-0.212257484	0
2	60	gelen ürün 7 adet ayıptır yazıklar olsun 	0.281291634	1
3	1	dönem kullanma fırsatım oldu bileğim kalın olduğundan yaz aylarında çok kullanamadım alarmı titreşimi aramalara gelen tepkisi gayet yeterliydi alışverişten satıcıdan memnunum teşekkür ederim 	0.892672672	1
3	4	nedendir bilmiyorum 2 kere saatten kullandım şarj çabuk bitiyor dışında güzel ürün 	-0.298132081	0
3	5	harika paketleme gelince sarı edin 100 olunca kullanan 100 ilkinde gece olabiliyor 99 kalırsa civar tak yapan düzelir 	-0.328140816	0
3	6	tam 1 senedir kullanıyorum sorun yaşamadım i̇lk kutusundan çıkardığımda şarjı çok az gidiyor hissettim internet'teki kullanıcıların verileriyle karşılaştırdığımda aynı oranda tüketime sahip olduğunu fark ettim 	0.3175389159999999	1
3	7	orjinal ürün 	0.09397774	1
3	8	kali̇teli̇ ürün sorun yaşamadik 	-0.07756888	0
3	9	anlık uyarıları kontrol etme çağrıları görme spor aktivitelerinin takibi yeterli 	0.5710005380000001	1
3	10	ürün sahte kutu garanti belgesi şarj cihazı basit jelatin paket içerisinde gönderilmiş aldığım iade ediyorum 	-0.5484234539999999	0
3	11	yorumlardan gordugum kadarıyla buçuk ihtimalle acilmamis calismayan urun önceki satısı sonrasında geri gonderilmis olmasına rağmen yeni urun tekrar satılmış 	-0.401315658	0
3	12	ürün şarja bağlama da çalışmadı maalesef i̇ade süreci başlatacak 	-0.678105009	0
3	13	şarjı çok çabuk bitiyor 	0.069383093	1
3	14	ürün çok kalitesiz ufak çarpma sonucu ekranı kırılıyor 	0.032326936	1
3	15	saat kordonu çok kalitesiz 56 ayda kordonun halkası koptu amazon firmasına gönderdim kullanıcı hatası olduğunu söylediler geri göndermelerini bekliyorum 	-0.0048557639999999	0
3	16	şarjı 2 gün gitmedi 	-0.002912194	0
3	17	pil 5 gün gidiyor 	-0.300772194	0
3	18	1 hafta bekledik karşıdan bilgi dahi alamadık para iadesi yapıyoruz dediler 	0.086116817	1
3	19	mi̇ smart bant aldın içinden şarj aleti çıkmadı 	-0.124748186	0
3	20	xiaomi bin miband 6 versiyonu ekran oranı donanım özellikleriyle akıllı bileklikte zirve ürün kolunuzda büyük akıllı saatler taşımak istemiyorsanız hafif uygun fiyat uzun şarjı en iyi ürün buözellikleri büyük saatlerde dahi bulamayacağınız çok los uyumlu üstelik 13 fiyata adım sayar uyku takibi nabız ölçümü oksijen ölçümü hava durumu uygulama bildirimleri alarm el feneri arama bildirimi reddetme spotify dan ve müzik uygulaması kontrolü egzersiz takibi nefes egzersizi stres ölçümü 	2.72088306	1
3	22	mi bana 2 4 kullanmış haldeyim yaşam kalitemi giderek arttırdığını hissediyorum mi band 6 istisna olmadı ekranı büyük güzel kısayollar eklenmiş pomodoro zamanlayıcısı times el fenerini ana ekrana tanımlayabilmek bayağı güzel açıkçası saatlerden fazla kullanıyorum kullanıma bağlı olarak pil ömrü biraz az şarj ederken kordondan çıkartmıyor oluşumuz hızlı şarj oluyor olması önemsiz hale getiriyor beraberinde minin baskülünü aldım acayip efektif kombi oldu 	1.434082368	1
3	25	saatin sağlık özellikleri çok iyi adım sayma egzersiz konusunda aynı şekilde i̇lk aldığınızda açılmayabilir ekrana basılı tutup açın şarja takın i̇lk şarjdan 23 gün şarjı bitiyor sonraki sarplarda 78 gün şarj istemiyor görüntü olarak çok şık tavsiye ederim 	1.46778042	1
3	26	i̇lk mi band ürünüm tercih ettim en son çıkan seriyi almak istedim 16 saat evime geldi 0 şarj geldi büyük ihtimalle çok beklediği bataryası bitmiş fulledim 25 saattir telefona bağlı bileğimi çevirdiğimde otomatik açılıyor şarjı şuan 96 full kullanınca şarjı hızlı bitiyormuş özelliklerini vs çok beğendim alınır f amazona teşekkürler 	0.588329122	1
3	27	güzel 	0.292038405	1
3	28	ürünü ilk açmaya çalıştığımda bozuk zannettim ekranı şarja taksam tepki vermedi biraz şarjda bırakınca geldi mi bana 5 almaktansa almak çok mantıklı iyi almaya gerek yok kötü yanı orijinal kordonları çok fahiş fiyatlara satılıyor 😅	-0.0866087319999999	0
3	29	çok pratik kolay kullanım eşim aldım çok beğendi 🙂	0.444172056	1
3	30	i̇htiyacınız bileklik uygun fonksyonlarini tam kullanayım derseniz çok kısa sürede şarjı bitiyor 	0.747932735	1
3	31	kordonu dayanıksız ürün kalitesi sarı süresi oldukça iyi nabız vs o değerlerini doğru tespit ediyor öneririm 	0.340942874	1
3	32	iyi hoş eksiklerini sayacağımemojiler gözükmüyor çok az kısmı gözüküyorşarjı bence az gidiyor 34 gün hava durumu olayı seçtiğim ili sürekli fabrika ayarlarına döndürüyorbunun harici güzel uyku takibi spor harika bildirimler hızı güzel nabız kandaki oksijen ayrıntılı şeyleri kanıtlayamadığım doğru bilemiyorum sebep yorum yapamayacağımgüncelleme saati yüzmek almıştım havuza girdikten elim ekran ıslakken sporu başlatmak cebelleşiyorum ekran bu açılıp bu kapanıyor 12 de sadece gidiyor 	1.753323222	1
3	36	ürün gayet güzel çok memnunum 2 sorunum varisi xiaomi 9 pro telefonumdan kamera senkronize edemiyorum bununla ilgili i̇nternet'ten bilgi bulamadım önemlisi ekranı küçük küçük sürü çizilmiş olduğuna dair zerre fikrim yok yaklaşık 2 yıl mi bana 4 kullandım tek çizik yoktu ekranında mi sorun çok dayanıksızçizilmesi ilgili yapılabilir i̇ade hakkım 	0.056884136	1
3	39	telefonu bağlamadım bildirimleri yansıtmadım şarjı gidecek baktım şekilde tam 7 gün şarjı gidiyor telefon kullanılırsa tahminimce 3 gün gidecektir kullanıcıların bilgisini kargolanma teslimat çok hızlı saatinde yapıldı teşekkür ederim 	0.493833086	1
3	40	ürün aldıktan indirime girdi üzücü i̇lk günden itibaren sürekli kullanıyorum özellikleri yeterli nabzı hareketten yanlış ölçüyor ekranı tam ekran ölü alan yok şarjı özellikler açıkken haftadan uzun süre gidiyor telefon aramalarını kapatabiliyorsun sessize alma kısmı sıkıntılı çalışmıyor i̇lk akıllı saat kullanışım gayet memnunum aydır kullanıyorum biraz kayışındaki buton gevşedi 	-0.262681015	0
3	41	ürünü çok araştırarak aldım bildirim alma karakterler yönünden arama reddi ses kapatma konusunda sıkıntısı yok sağlık uyku takibi geliştirilmiş başarılı şarj konusunda vaat ettiği 14 gün maalesef imkansız normal kullanımda günde 20 şarjım gitti ürün sıfır şarj gelmişti halde zaman bekledi bilmiyorum bataryasının zarar gördüğüne eminim çok beğendim denemek istiyorum 	-1.013976354	0
3	42	şarjı mi bana 5 göre hızlı bitiyor paketleme iyi olabilirdi anlık güzel 	0.690960827	1
3	43	ürün güzel resimlerde reklamlarda göründüğünden küçük renkli ekran tam ekrana yakın olması güzel saate alışkın küçük gelecektir elektronik mağazasından bileğinizde görmeden sipariş etmeyin ölçümleri güzel pili iyi gidiyor 	1.583606341	1
3	44	ithalatçı garantili urun geliyor doğa mobile bilerek alin isterim saat su an sesiyle güzel orjinal 	0.8174815369999999	1
3	45	fonksiyonel ürün altındaki sensör yerinden bilekte sıkınca ciltte yanık iz bıraktı 	0.336366609	1
3	46	ekranın buçuk olması gayet iyi olmuş pil yetersiz geliyor tüm özellikleri kullanildiginda mars 4 gün sari gidiyor mi bana tercih edenlerin cox'u şarj suresi için tercih ediyordu alacak olanlar tekrar deus'unsun 	0.949638415	1
3	47	ürün hızlı teslim edildi beğenerek kullanıyorum ürün fiyatındaki ani düşüş insanın aklına pahalıya aldım sorusu sorduruyor amazoncomtr tarafından satış politikası gereği yalnızca iade edilip tekrar alınabileceği dışında farkın hiçbir şekilde iade edilemeyeceği belirtildi 	-0.191188039	0
3	48	spor yaparken rahat kullanılıyor rahatsız etmiyor saat görünümünü arkaplanını uygulamasından değiştirebiliyorsun çok çeşit 	-0.2824044269999999	0
3	49	ürünü çok beğendim kendime aldıktan hemen annem sipariş verdim ertesi gün teslim edildi teşekkürler amazon 	0.277986355	1
3	50	üst modele geçtim 	0.151202917	1
3	54	şarj dayanmıyor alalı seneyi geçti sanırım dışında memnunum 	-0.307110581	0
3	55	özellik düzgün çalışmıyor sırf görüntü 	0.2055875489999999	1
3	56	ürünü düzenli olarak kullanıyorum sağlık bileşenlerini açtığınızda pili acayip hızlı yiyor mi bana ten geçtim onda şarj çok çok uzun süre dayanıyordu 1 gecede 15 20 şarj yiyor 25062021 saat 1430da 100 şarjım vardı an 26062021 1113 şarjım 84 şarj olayı hoşuma gitmedi 2 saatte 100 yapıyor şarjım çabuk tükensin 	0.821257808	1
3	57	urunun kutusu ezik kendisi cizik geldi cizik sorununun uzun sure içinde kotu sorun olacagini biliyordum ayni zamanda sanki önceden kullanilmis hissettiriyordu i̇ade etmeye calisicagim 	0.137021653	1
3	58	bileklik bataryası boş şekilde geldi ortalama 2 saat şarj ettikten tahmini batarya süresi 812 gün olmasına 26 saatte bitti i̇ade edi'ce 	-0.240693047	0
