text	sentiment_category
kronik hataya dikkat çekmek yorum yazıyorum kasım 2023'te aldığımız süpürgesini performansından oldukça memnunuz mart 2024'e geldiğimizde süpürge borusunun bağlantısını sağlayan buton yerinden çıktı i̇nternet'ten araştırma yaparken sorun karşıma çıkmıştı basit kullanıcı hatasıdır çok dikkate almamıştım yorumlar oldukça doğruymuş almayı düşünen uyarıyorum philips hiçbir şekilde ürünün arkasında durmuyor yedek parça olduğu kirmadiginizi bilelim şeklinde tavır takınıp parçayı satın almamız servislere yönlendiriyor	0
ürün gayet güzel yeterli fiyatı düştü tarafıma iade gelmedi fiyat dalgalanmalarından mağdur olmaktan sıkıldım	0
halının üzerinde çok zor gidiyor altında silikon püsküller halıya vantuz yapışıyor aletin ağırlığı baya zorlanıyorsunuz tarz süpürge ilk kullanışım hayal kırıklığı oldu emiş gücü güzel	0
merhaba ürünü pratik olsun aldım çekiş gücüne diyeceğim yok kablolu süpürge en az halı süpürmek işkence resmen halıda ilerlemiyor iki kolunla itmek gerekiyor philip mühendisleri akıl edemiyor anlamadım başlık altında tam ortasında ileriye doğru set çıkıntı resmen kazma halıya saplanıp ilerlemesini engelliyor aşırı zorlamak gerekiyor ilerlemesi sefer kırılma ihtimali normal zeminlerde sıkıntı yok i̇ade alsalar iade ederim 15 da kullandım yüzden iade edilmez düşünüyorum ayrıca başlık altındaki esnek lastikler köşelerinden hemen yıprandı alışacağınız hemen şipşak ortalığı süpürüp geçeyim diyemiyorum kol kası yaptırıyor yoruyor	0
ürünü beğendim ıslak silme başlığını çok kullanışlı bulmuyorum olmasa olur lacivert model mantıklı almak 7-8 aylık kullanımdan teleskopik boru üst taraftaki plastik kısmından kırılıyor almadan yorumlarda okumuştum dikkatli kullanmama başıma geldi philips yetkili servisi fatura tarihinden sonraki 1 yıl içerisinde plastik parçanın değişimini garantiden yapıyormuş bilmediğim 1 yıl 2 gün aradığımda ücret karşılığı yapılabileceği söylendi 2 yıl ürün garantisi olmasına uygulama çok saçma geliyor yeni alacaklara bilgi olsun paylaşmak istedim	1
ürünü epey geç değerlendirmem iyi oldu ürünün eksik iyi olmayan tarafları 1. motorlu süpürge başlığının altındaki plastik çıkıntılar mermer kalebodur laminant vs parke döşemelerde aşırı derecede toz izleri bırakıyor taraftaki plastik çıkıntıları kesmek zorunda kaldım 2 kullanma kılavuzu anlaşılır değil karışık şekiller numaralandırılmış açıklama yok emiş gücü çok zayıf motorlu süpürge başlığı altındaki plastik çıkıntılar emmeyi engelliyor 4. ışıklandırma yetersiz çok zayıf ışıklandırma alanı çok az dört adet ışıklandırma koyarak süpürge başlığının genişliği biraz mesafesi artırılabilir	0
çekişini beğenmedim elektrik süpürgemde aynı marka çok beğenerek aldım çekişi yetersiz geldi	0
aparatlar poşetinde sorunsuzdu makinesinin poşeti açılmıştı üstünde bu deformasyon gördük denemedim eğer sorun görürsem iade edeceğim	0
silme kısmından hoşlanmadım	0
şarj göstergesi sorunlu 6 farklı ürünü deneyimledim aynı şarj yüzde gösteren ekranı mat soluk gözüküyor	0
ürün gayet başarılı şarj ekranı bulanık	1
ürünü beğenerek severek aldım dijital ekranı şarj vs gösteren kısmı buğulu yazılar soluk çok cansız görünüyordu kutu içindeki aksesuarların bulunduğu bölmelerin bazılarında yırtılma vardı muhtemelen iade alınan ürünün gönderimi yapılmış i̇ade onaylandıktan aynı üründen satın alacağım	0
halıda kullanımı zor dışında güzel parasının halkını veren ürün çekimi gayet güzel	1
aparatları takıp çıkarmak çok zor çok sert zorlayınca kırıldığını belirten çokça kullanıcı yorumu olduğundan aparatları takıp çıkarırken zorlamaktan imtina etmek gerekiyor parlak yüzeylerde su miktarı yeterli mat pütürlü yüzeylerde yetersiz kalabiliyor su miktarı ayarlanabilir olsa iyi olurmuş sabun bazlı deterjan koyduğunuzda parke mermer ahşap deterjanı su akışını tıkıyor yavaşlatıyor su miktarı yetersiz kalıyor hergün temizlenen zeminleri aynı anda süpürüp silebilirsiniz gün tozlanmış zeminlerde silme aparatının süpürmesi yetersiz kalıyor mutlaka kuru süpürme gerekiyor koltuk aparatı ergonomik değil döşemeyi düzgün kavramıyor dyson v8 kullanıyorum yazlık eve aldım aynı fiyata kesinlikle dyson v8 açık ara üstün v8 filtre sistemi süpürme sistemi aparatların takılıp çıkarılması kolaylığı koltuk başlığı malzeme kalitesi vs yönüyle çok çok üstün fiyatı düşük olursa zaman philips'in modeli v8 tercih edilebilir memnun kalanlar genelde ilk defa şarjlı süpürge kullananlar tabiatıyla klasik süpürgeye nazaran memnun kalmamaları mümkün değil almadan mutlaka model dyson aparat takıp çıkarma malzeme kalitesi koltuk aparatı vs detaylı inceleyip deneyerek seçmekte fayda	0
ay içerisinde titiz kullanmanıza boru üzerindeki plastik parça kırıldı 1200 il ye satıyor philip dayanıksız olmamalı	0
led şarj göstergesi silik	0
ürün philips kalitesine yakışmayan üretim olmuş şarj fed göstergesi buğulu sanki eski parça takılmış plastik aksamları kaliteden uzak ilerleyen dönemlerde kırılmaya çok elverişli kaldı şekilde kırıldığını belirten çok tüketici olmuş halı üzerinde en düşük kademede dahi zor gidiyor emiş gücü iyi olsa ileride kırılması muhtemel olduğu kullanmadan iade ettim satıcı amazon un kendisi olduğu noktada sorun yaşamadım	0
merhaba alalı 6 ay olmadı supurme sopası kırıldı garantiye girecek bıkmıyorum	1
üründe eksik parçalar yer silme bez aparatı be bezleri çıkmadı	0
herkesin bildiği rakibine göre fiyatı yakın işlev kalite yerlerde	1
ürünü teslim aldığımın ilk dakikası halı üzerinde tecrübe ettim ışıklı turbo başlığın tabanında bulunan lastik teker lastik fitil yapısından çok zor hareket ettirerek süpürebildim zorluk teleskobik borunun gövde arası bağlantı noktasına aşırı baskı uygulamamıza oluyor oluyor halı yüzeyinde kullanırken kısa sürede boru bağlantısı kırılıp elimizde kalacaktır durumda servis kullanıcı hatası diyerek maliyet açacağı aşikar sizler halifleks sert yüzeyde kullanacaksanız kesinlikle alabilirsiniz baslık aksesuarları çok başarılı emin gücü biraz zayıf geldi sadece philips mühendislerinin halı yüzeyi başlık teleskobik boru bağlantı noktasına baskının azaltilacagi tasarım yapması gerekiyor çok mağduriyet yaşatacaktır şikayetimde teleskobik boru aksesuar bağlantı noktalarında bulunan butonun düğmenin çok zayıf olması buda kullanıcı hatasına girip kullanıcıyı masraf çıkarıp mağdur edecektir	0
temmuz 2023’te almıştım temizliğini bakımını yapıyorum düz zemindeki susamı çekemiyor fırçası son derece kötü tasarlanmış üzerinde saç tüy birikmesin sürekli temizliyorum çok çabuk işlevsiz hale geldi	0
ürün kutusu açilmişti kirik çikik yok teşhi̇r ürünü algisi yaratti	0
urun fayansa ahşap yüzeylerde basarili değil yeterince iyi çekmiyor mutlaka arkadan elle temizlemeniz gerekiyor ayrica halilarin sacaklli kisimlari herhangi kucak ip dolansa urun calismiyor i̇laveten urun aldıktan fiyatında 500 tl indirime ugramis senin fiyat artarken bununki ucuzladı urunun genel kalitesinde mi bu problem dusunmeden edemiyor insan	1
uzatma borusunun bağlantı düğmesi kolayca bozuluyor servis kullanıcı hatası ücret karşılığında yapıyor küçücük düğmeye 150 tl istiyor ayrıca fırçalı başlığa saç kılı çok kolay dolanıp dönmesini zorlaştırıyor süpürme performansını düşürüyor kesinlikle önermiyorum	1
ürün çok çok ağır iade sonrası süreçler 3 haftayı buldu	0
süpürge çok güzel silme başlığı düşündüğüm çıkmadı hazneye su koyuyorsun süpürge açık kapalı fark etmeden gezdir bitti durduğu yerde su çok akıtıyor beğenmedik iade edip alt modelini alacağız	1
ürünün emiş gücü yanında gelen aparatlar çok iyi şarj süresi tatmin ediyor parçaları birlikte tutmaya yarayan mandalları plastik yaptıkları sanırım tasarım hatasından kaynaklansa gerek ana boruyu motora bağlayan mandal hemen deforme oluyor yerinden çıkıyor para verilen ürünün kronik tasarım hatalarının olmaması gerekir düşünüyorum	1
evet kronik sorun olan borunun üstündeki plastik kısım kırıldı garantiden karşılanmıyor servis sırf plastik değişimi 700 lira komple boru 1400 küsür lira istiyor alırken durumları göz önünde bulundurun	0
ürün elime geçinde test etmek ana turbo başlığı takarak halımızı sürdürmeyi denedim fakat ileri geri harekette ana gövde süpürge borusu aşırı esneme yapıyodurdu güven vermedi yüzden ürünü iade etme kararı aldım	0
çekmesine lafım yok malzeme kalitesi tasarımı inanılmaz kötü ürünü almadan mutlaka philip servisine gidin 10 de içeride bekleyin dün başıma geldi 10 de içeriye 2 kişi geldi elinde aletin borusu birinin eklem yeri kırılmış birinin ayırma tırnağı çatlamış tırnak gitti serviste ufacık tırnak para istiyorlar utanmadan sonrasında başka servise götürdüm defalık garantiden değiştirdiler 3-5 kuruş kazanacağım derken zarar ediyorsunuz şeylerden	0
çekiş gücü gayet güzel çok yorumda goruldugu teleskopik parcasi çok çabuk giriliyor motor harici hiçbir parçası garanti kapsamında değil kirita'n isim ayrıca satilmiyor teleskopik borunun fiyat yetkili serviste 1500 tl	1
yaklaşık 3 aylık kullanım sonrası üzülerek söylüyorum ürün plastik aksamı çok kötü boru bağlantı kısmı parke süpürürken baskı uygulanmazken ikiye bölündü yenisi iki bin liraya yakın fiyata satılıyor emiş gücü fena değil üzerindeki şarj göstergesi soluk kalitesiz	0
paketleme kargo hızı çok iyiydi ürünü kullanmaya başladıktan iki önemli sorun karşılaştık i̇lki zamanla emiş gücü hızla azalıyor önemsemedik yaklaşık üç ay ürünün ayak kısmındaki boruların yer aldığı klips aniden yerinden çıktı servisine götürdüm servis muhtemelen ilgili kısmı zorlamış olduğumuzu söyledi klipsin aksesuar olarak kabul edildiğini ücreti verilmesi dahilinde değiştirebileceklerini söyledi gerçekten sorunun bizde olduğunu zorlamış olabileceğimizi düşünüp parasını verip yeni klips taktırdım sonraki süreçte ürünün ayak kısmını yerinden çıkarmadık zaman askısında duruyordu geçenlerde normal biçimde evi süpürürken klips yeniden yerinden çıktı plastik tutan kısmının hiçbir zorlama olmadan kırıldığını gördük üç aynı sorunun meydana gelmesi üzdü ürünün kalitesiyle ilgili şüpheler oluşturdu amazon kalite sisteminin iyi olduğunu bildiğim amazon müşteri i̇lişkilerine mesaj yazdım geri dönüş yapan hanımefendi çok ilgili yardımseverdi 30 günü aştığı servis raporuna ihtiyaç duyduklarını anlatıp süreci anlattı philips servisine gidip durumu anlattım şoke eden bilgiler verdiler ürünün ayak kısmı süpürge kısmı boruları klipsleri aksesuar sınıfına giriyormuş nerdeyse motoru haricinde garanti kapsamına giren hiçbir yok tekrar eden kırılan klipsleri anlattım rapor talep ettim aksesuar olduğu rapor veremeyeceklerini aksesuarlardaki sorun çıktığında gelip değiştirmem gerektiğini ücretli olduğunu söylediler philips müşteri ilişkilerini aradığımda aynı şekilde teyit ettiler motoru hariç neredeyse yeri aksesuar garantiye dahil değil amazon’un kalite sistemine güvenerek yeniden iletişim kurdum sefer arayan beyefendi önceki hanımefendi ilgili değildi ilgilendirmiyor diyerek philips sorunu çözmemi istedi arayan müşteri temsilcisinin amazon’u temsil ettiğine inanmıyorum amazon satış kalite politikası ekseninde sanırım yapabileceği yapacaktır bence müşterinin ürün alırken parçaların aksesuar dolayısıyla garanti dışı olduğunu belirtmesi gerekir hele hele neredeyse ürünün yüzde 70-80lik kısmı aksesuar sınıfına giriyor önem kazanıyor kısacası üründen çok memnun kalmadık sürekli aksesuar sınıfına giren parçası hiçbir sert eylemde bulunmamamıza kırılıyor servis aksesuar parası talep ediyor en azından ürünü alırken gözeterek alın değilse durum yaşandığında sürpriz yaşamamış olursunuz	0
cihazı 2023 yılında aldım 3-4 ay ürün süpürürken borusu kırıldı yenisini aldım 1 senesini doldurmadan kırıldı servis ücreti karşılığında sadece borunun parçasını değişimi yapılabileceğini söylediler halının üzerinde çalıştırırken düşük güçte çalıştırmak gerekiyormuş bilgini kullanım kılavuzunda yazdığını söyledi doğru bende satarken kimse bahsetmiyor dedim almadan kullanım kılavuzunu okumanız gerekiyor dedi ürünü satarken sigortacılar sadece ürünü parlatıyorlar ürünün eksik yönlerinden bahseden yok	0
ürünü amazon satıcısından aldım amazon sevdiğim en güzel tarafı ürün paketlemesi idi yalnız siparişimde ürün elektronik cihaz olmasına hiçbir paketleme olmaksızın gönderilmiş ürün ürün elime ulaştığında dış kutusu maalesef paramparça idi durum sadece kargo firması açıklanamaz amazon ürünü gönderirken en azından koruyucu folyo kaplayabilirdi	0
müşteri hizmetlerinden memnun değilim ürün bozuldu garantisi olmasına yardımcı olmuyorlar haziranda aldım aralıkta bozuldu aydır kullanamıyorum çok ayıp ürüne dünya para ödedik birdaha alış veriş yapmam amazondan	0
pazartesi günü elime ulaşan ürünü perşembe günü denemek açtım ana boruyu çıkarıp koltuk başlığını kullandım teleskobik boruyu taktıktan süpürmeye başladım yere düştü gövdeyi arada tutan klips kalitesiz dayanıksız olamaz olamamalı philips kırılan başlığı en son 86tl ye satıyordu ayıplı mal sattığını kabul ediyor parçanın sık kırılan talep edilen parça olduğundan ticari malzeme satıyor https://www.phaksesuar.com/philips-speedpro-max-teleskobik-boru-butonugelelim ürüne evinizde evcil hayvan varsa maalesef yetersiz kalır koltuk başlığı gerçekten ergonomik olarak tatmin edici değil islak başlığı kullanamadım dahi sadece saçılan kedi kumu çekeceğim derseniz beklentinizi karşılar ayrıca çekerken hava püsküren yer yüzünüze doğru oluyor hafif ürün yüzünüze püsküren pis havayı tolere etmeniz gerekiyor ürünü alıp üzerine tyson v11 aldım 1 haftadır kullanıyorum evimde astımlı çocuk olduğu çok ürünüm philip'sen ürün tam hayal kırıklığı ikinci cihazı alacak bütçeniz alabilirsiniz	0
ürün tarafıma kutusu açma kapama yerinde elektronik üründe olması gereken mühür olmadan geldi buda bende iade olmuş yada denenmiş duygusu yarattı olmaması özellikle satıcı amazon burayı tercih etmiştim	0
ürün fiyatına göre iyi amazon üzmeye başladı kısa zaman aralığında fiyatlar durmadan değişiyor satıcı amazon olmasına ürün 7990 yükseldi 7400 düştü indirim döneminden ucuza satılmaya başlandı olanlar sadece ürüne has durum değil aldığım ürünlerde oldu	1
öncelikle ürünü almakla hayatımın hatasını yaptım diyerek başlayayım fayanstaki ekmek kırıntılarını almıyor kırıntıların üzerinde 6-7 defa gidip gelmek gerekiyor turboda çalıştırmama üstelik kesinlikle iyi çekmiyor ilk günlerde halılardan çıkan toza bakarak amma iyi temizliyor dedim kanmayın i̇lk genel temizlikte halıyı bu çırpayım dedim aman allah'ın halım tozlanmamıştı dip köşede biriken tüyleri görmeniz lazımdı i̇yi süpürmediği dip köşe tüy tutmuştu eski rowenta süpürgem kat kat iyi şarjı evi bitirmeye yetmiyor üstelik turboda çalıştırmam gerekiyor sürekli mutfaktaki yere saçılanları toplamıyor saçlar sarılıyor makasla keserek çıkarıyorum şarjlı gırgır başka birşey değil halılı evler kesinlikle uygun değil ofis eh kablolu süpürgenin yaptığı çeyreğini yapmıyor gırgır fazla pahalı dolayısıyla 7 bin liram çöp oldu yapıca makine bilmiyorum i̇ade olmaz elimde patladı	1
philips xc8349 alırken çok dikkatli olun garantisi sadece motor aksamını kapsıyor plastik aksamı kapsamıyor philips markası sadece malını satana arkasında tüketici hakem heyetine şikayet edeceğim philips müşteri hizmetleri görüşmemde amazon süpürgeyi satarken plastik aksamın garantisi yok demesi lazım dedi sonuç müşteri mağduriyeti philips in nede amazon sitesinin umurumda değil burasıtürki̇ye başka ülkede yaptırmazlar	0
ürünün emiş borusu tasarımsal olarak hatalı olduğu çok çabuk kırılıyor boru kırılıyor üzerindeki düğmeler kırılıyor ürünün kırık parçası garantiye girmediği imkanlarımla japon yapıştırıcısıyla yapıştırmaya çalıştım eskisi olmuyor bence şarjlı süpürgeler içerisinde philips en son alınacak markadır	0
çok pratik kibar hızlı şarj ısınma derecesine gayet iyi ailecek 4 5 tane aldık aynı zamanda f211 modeli osb type modeli olan 4 5 tane aldık çok güzel çalışıyor	1
6 yıl olmuş şarj adaptörü telefonu arada ısındırıyor sıklık çok çok az fiyatına göre düşünmeden alın	0
kaliteli ürün hızlı şarj ediyor phone tl kullanıyorum sıkıntısız tereddütsüz alınabilecek marka	1
i̇şlevi tatmin edici performans görüntüsü şık alacak arkadaşlar tepe den tepe ye ara kablo almalı usb den tepe ye uygun değildir kablo ürün içine dahil değil ürünü sipariş ederken ara kabloyu unutmayın amazon.com.tr bin çok farklı ürünleri satması siteyi bol bol kullanalım	1
hızlı şarj ediyorki şaşırdım doğrusu başka marka 67 o çıkışlı performansında	0
tavsiye ederim	1
ürün çok kaliteli hiçbir sorun yok	1
evdeki cihazları şarj etmek aldım biraz büyüklermiş kaliteli sağlam	1
eşimin phone telefonlarını apple match'larımızı çok hızlı şekilde şarj etmekte düşünmeden alın	0
mükemmel kalitede uzun ömürlü	1
satın aldım phone samsun marka telefonda i̇yad tablette denedim birinde hızlı şarj desteklemedi i̇ade ettim güvenilir ürün değil maalesef	1
ürünü 3 aydır sadece evde yatağımın başındaki prizde geceleri cihazımı şarj etmek kullanıyordum bugün itibariyle başına herhangi olay gelmemesine şarj etmemeye başladı	0
45 de 18 şarj etti neresi hızlıydı ürünün	0
adaptörü aldığım günden beri adaptörden çok yüksek sesle cızırtı sesi geliyor	1
amazon tarafından kutulanması muazzamdı kutu gönderen kişi tarafından düzensiz özensiz kutulanmıştı kutu patlaktı diyebilirim resmen boş kutu bulup içine tıkıştırılmış gibiydi i̇çinden sadece sarı başlığı çıktı ürün çok güzel arkadaşlar ürünü ilk kutulayan kuruluş özensiz amazon'a yakışmayan durum söz konusu	0
aldığım günden beri tekliyordu 3. ayın sonunda şarj etmemeye başladı 3-5 kuruş fazla verin orijinal alın arkadaşlar keşke aldığım ilk gün iade etseydim elimde kaldı	0
harika tavsiye ederim	1
uzun zamandır kullanıyorum arkadaşım aynısından kullanıyor i̇kimiz gayet memnunuz tavsiye ederim	1
fiyatına göre iyi	1
kesinlikle tavsiye ederim gerçek hızlı şarj	1
i̇ş yeri yedek aldım apple orijinal ürüne göre boyutu büyük hız kalite bakımından gerisinde değil	1
telefon ilk aldığımdan günden beri kullanıyorum fiyatı uygun hızlı şarj ediyor malzeme kalitesi çok iyi	1
mükemmel ürün	1
sorun yok apple iyi	0
güzel	1
orjinal markaların neredeyse 3 te 1 fiyatında type-c mikis'li tam 27w veriyorum bilmiyorum 45 dakikada dolması gereken telefonu 1.15 de dolduruyor in koruyor prize takarken takasta alev cikarmasi hariç sorunsuz bu urun	1
gayet kaliteli ürün boyutu beklediğimden tık büyük	1
plastik kalitesi kullanımı gayet iyi adaptörlere göre biraz büyük ağır	1
40 o üstü almak varken aldım bilmiyorum	0
ürünün kutusu yıpranmış yırtık şekilde geldi ürünün boyutu biraz büyük marka ürün kalitesi gayet güzel üründe bulunan küçük fed olmasa olurmuş	1
merhaba ürünü satın alalı iki seneyi geçti şuan şarj etmesinde problem stabil şekilde şarj edemiyorum telefonu garantisi yıl yardımcı olabilir misiniz	0
