product_id,comment_id,comment  
1,35,Kağıtlar güzel görselde kare şeklinde olduğu almıştım yuvarlak geldiDeğiştirmek uğraşmayacağım  
1,36,Yorumlara bakmadan aldım ayni firma diğer musterilerede yuvarlak gondermis şoseler acil kalıyor  
1,37,ürün kargodan yamulmuş şekilde geldi kenarları uzun bekliyordum iş görür  
1,38,Rengi beyaz geldi denemedim  
1,39,kullanmadım  
1,40,Philips airfryer aldım küçük geldibirdahaki sefere büyük kagirini alacağım  
1,41,Çok ince tek kullanımlık idare ediyor  
1,42,Kenar yüksekliği fazla olmalı Pişirme süresini uzatıyor makine kirlenmiyor  
1,43,Biraz ezilmiş geldi ürün güzel iş görür  
1,44,Kare istedim yuvarlak geldi iade uğraşmadım  
1,45,Biraz ince çift kullandık  
1,46,Xxlicin küçük  
1,47,Pek resimdeki açıklamadaki değil ürün düz geldi elimle kutu şekli verdim  
1,48,Fiyatı uygun aldım Orta kalite idare eder patatesler yapışıyor genelde  
1,49,Ürün kalite olarak iyi Philips Airfryer xxle küçük geldi Kenarlarını düz hale getirince sepetin zeminini kapattı  
1,50,gelen ürün resimlerdeki kare değil yuvarlaktı kalitesi iyi görünüyor  
1,51,kare aldım alakasız yuvarlak geldi Xiaomi 35 litre içine şekil oldu iş görür iade etmedim  
1,52,Kargo Hill'iydi kare seklindeydi beyaz gonderilmis  
1,53,Yorumları okumadan almayın okumadan aldık maalesef Ürün özellikleri kare mi yuvarlak belirtilmemiş resimlere bakarak alırsanız satıcıdan kez son kez almış olursunuz Kare aldık yuvarlak çıktı Satın alan kullanıcının ifade ettiği kargo iade süreci boş vakti olan denenebilir  
1,54,yağlı kağıtlara göre pişirilen ürün üstüne çok yapışıyor kağıt yırtılıyor fiyatına göre idare edilebilir  
1,55,Philips xx modelinin içine tam oturuyor kirletmemesi güzel patates tavuk ürünlerde içerideki hava sirkülasyonunu kestiği çok güzel pişirmiyor bence yüzden çok beğenmedim  
1,56,pişirme kağıdının fırın kağıtları yapışmaz olması lazım normalde tavuk pişirdiğim zaman performansını beğenmedim  
1,57,çok iyi çok kötü Yemekler kağıda yapışıyor sebeple ortalama puan verdim  
1,58,kahverengi yazıyor beyaz geldi resimdekiyle alakası yok  
1,59,ürün xx airfryerlara ufak oluyor ayrıca nedense pişirdiklerim yapışıyor pişirmede etkisi yok konuda iyi  
1,60,kare sipariş verdim yuvarlak geldi geldiğinde yamulmuştu  
1,61,Çok zayıf kağıt hemen yırtıldığı koruyuculuğu az Alınabilir  
1,62,Herşey yapışıyor ustunç  
1,63,Ürün çok ince pişirirken kenarları toplaniyo  
1,64,Tamam airfry pislenmiyor kağıda yapışıyor herşey yapışmaz almıştım  
1,65,yanlış gelmişti  
1,66,Kahve yazmasına beyaz olan geldi  
1,67,kahverengi sipariş verilip beyaz gelmesi şoku denemedim satıcıdan almam  
1,68,Tavsiye etmiyorum Pişirme kağıdı yapışmaz biliyorum üründe pişirsek yapışıyor  
1,69,İçinde yemek pişerken büzüşüp yumak kalıyor  
1,70,Aldığım en kötü yağlı kayıt Pişirmek koyduğunuz ürünler yapışıyor Tavsiye etmiyorum  
1,71,Gelen ürünle görseldeki ürünün alakası yok keşke elinizde olan ürünün görselini koysanız Dümdüz geldi kenarları kısa hiçbir anlamı kalmadı  
1,72,Kare değil yuvarlak geldi kargo paketinde koruması olmadığı üstteki 23 tanesi içeri doğru katlanmış deforme geldi dışında sorun yok  
1,73,Görseldeki ürün değil kare olandan istedim yuvarlak gönderilmiş özensiz paketleme beğenmedim  
1,74,Kağıt koyduğum zamanlar düzgün pişmiyor pişirme süresi uzuyor kağıda çok yapışıyor alt kısmında pişmiyor kesinlikle almam  
1,75,Çok ince yağlı kağıt vs değil en küçük boy airfy oldu büyüklere olmaz sanırım beyaz incecik bu kağıt beğenmedim  
1,76,Beyaz geldi yapışıyor tek parça tavuk yapıştı yağlı olduğu halde kazıdık resmen  
1,77,yapıştırıyor  
1,78,Eşim beğenmedi yapıştığını söyledi  
1,79,Beğenmedim çok adi malı beğenmedim  
1,80,fotoğrafta gösterilen ürünü göndermedikleri 2 puan veriyorum  
1,81,Pişirdiğim malzemeler yapışıyor memnun kalmadım  
1,82,Kare aldım yuvarlak gönderdiler  
1,83,Paketleme öznesizdi Kağıtlar dümdüz geldi  
1,84,Tam 35 uygun amaya geçiyor 🤔
1,85,Kare istedim yuvarlak göndermişler  
1,86,"görseldeki ürün kare 16,5 bm özellikle sipariş ettim aırfryer tam uyumlu olduğu satıcı maalesef 21cm yuvarlak olandan göndermiş satıcıya yanlış ürün gönderilmiş yazdım cevabı şaka bilerek gönderiyoruz aırfryer uyumlu kek kalıplarında kullanabilirsiniz iade uğraşmak istemediğim çöpe attım  "
1,87,İlk defa ürüne yorum yapıyorum ürün yuvarlak İkiye katlayıp ezik şekilde yollamışsınızilk defa gördüm fonograftakiyle alakası yok  
1,88,iyi değil görseldeki karede değil yuvarlak düz içi çukurda değil olmasına mümkün değil airfrter çok küçük resmen ikiye katlayıp göndermişler boşuna almayın pişman olursunuz  
1,89,Siparişim kare olduğu halde gelen ürün yuvarlakSatici firma hata yapıyor anlamıyorumKesinlikle tavsiye etmiyorum almayın  
1,90,Görseldeki Mart İran İle gelen yuvarlak ürün oluyor en kötüsü BUGÜN KULLANMAK İÇİN AÇTIĞIMDA ÜRÜN KALİTELİ REEL EN KÖTÜSÜ İSE 50 İLK OLAN ÜRÜN İNCE GELİNCE BAYRAM 25 ADET ÇIKTI 50 ADET ÜRÜN DİYE 25 ADETLİK ÜRÜN GÖNDERMİŞLER ŞİMDİ BENİM PARAM OLACAK 50 İLK DEYİP 50LİK PARASI ALIP 35 GÖNDERMİŞSİNİZ HEPSİBURADA PARANIN İADESİNİ TARAFIMA YAPMAMI DİYE DÜŞÜNÜYORUM  
1,91,Kahverengi beyaz geldi başka satıcıdan aldığımda aynı sorunu yaşamıştım beyaz kağıtlara yağlı yağsız yiyecekler yapışıyor kullanımı çok zor iade edeceğim  
1,92,Yağlanmazsa Yapışıyor Yağlayacaksak yağlı kağıt kullanalımki olumlu yorum yapanlar başka marka kullanmamış herhalde  
1,93,Görseldeki ürün gelmedi Beyaz renk göndermişler Oldukça ince görünüyor Bakalım 200 ısıya dayanacak  
1,94,Gerkcekteb kare sekilde geldi çok ince komple yazlamama rağmen yapisiyor Ayıklayana hiç kullanmamsa donuyor Pek faydalı bur urun değil  
1,95,beyaz kağıt göndermişler malzeme kalitesi çok kötü kalın ayrıca yerlerden düzgün kesilmediği birbirine yapışık para vermeye değmez  
2,0,Ürün kalitesi bilinen ürün Hepsiburada'da gönül koydum Fiyat aldıktan saatler tekrar düştü Hepsiburada'ydı anlamda yadırgadım pil alınca haliyle 15 liraya yakın fiyat farkı az değil Bari düşürüyorsun fiyatı içine tane hediye pil koy gönül al Hepsiburada teslim almayıp aynı siparişi tekrar vererek fazla yorabilirdim farkımız insani bakıyoruz olaya kenara yazdık Nasılsa pil alacağız 😉
2,1,Kısa sürede geldi 2032 son kullanım  
2,2,Perfect packing eden kent his boş zor sendin Documenta Now Home o the Product itü veri Perfect Think Empire kate is Show in Photos 032033 hopefully itil be food 😂 😂 😂
2,3,Ürün görsellerdeki şekilde Açıklamaya pek gerek yok Duracell'i klasik performansı göre olur  
2,4,Sorunsuz hepsijet zamanında ulaştı Sadece kutunun içine konmuştu Son kullanım tarihi 2033 Eğer kullanımda sıkıntı çıkmazsa yolunda  
2,5,Uygun fiyat marka kalitesi ortada Duracell'i teşekkürler hızlı teslimat jet kargo firmasına  
2,6,Kesinlikle tam fiyat performans ürünü Sürekli olarak Duracell kullanıyorum  
2,7,Kutulu sarılmış bu şekilde geldi  
2,8,Satıcıya çok teşekkür ederim pillerin son kullanma tarihi inanılır değil 2033 neredeyse 10 sene ☺
2,9,Senelik stoğumu yaptım Diş fırçaları çocukların oyuncakları çok yerde kullandığımız pil boşa gitmiyor pillerin boşta durduğu zamanlarda senelik 6 güç kaybı olduğu unutulmamalı aşırı derecede stok yapmak zarar ettirebilir bilginize  
2,10,Eksik ürün kötü paketlenmiş çok geç kargo  
2,11,Eksik ürün kötü paketleme  
2,12,İki kez yanlış ürün gönderildi para iade edildineyin değerini istiyorsunuz merak ediyorumşimdi yenisini almak 40fazla para isteniyor  
2,13,ambalaj tamamen parçalanmış olarak elime ulaştı kullanılıp geri konmuş olabilir kumandaya taktım çiftini bakalım süre gidecek  
2,14,Ürünü indirimde aldım indirim süresi bittikten fiyatı düştü  
2,15,Ürünün içi çabuk bitiyor  
2,16,Hemen bitiyor  
2,17,Tarihi geçmiş ürün gönderiyorlar Mayın  
2,18,Paket yırtık piller kargo poşetine dağılmış olarak geldi  
2,19,Gece 11 kargo gelir  
2,20,Ürünler sıkıntısız hasarsız elime ulaştı tarihleri çok iyi  
2,21,Uzun ömürlü parasının hakkını sonuna hak eden ürünTesekkurler Duracell  
2,22,Son kullanma tarihi 2033 gayet iyi  
2,23,hızlı kargo yeni tarihli ürün teşekkürler  
2,24,Pillerin son kullanma tarihi Mart 2032 Üretim tarihleri Ağustos 2022 Önünde 15 kata uzun ömürlü olduğu yazıyor sıradan çinko karbon pillere göre Kutusu yırtık yıpranmış geldi sorun yok  
2,25,Yıllardır kullanıyorum pil kategorisinde en iyilerden  
2,26,Son kullanım tarihi 2031 fiyata marka çok çok iyi  
2,27,Piller 2022nin acı ayı satıcı çok hızlı kargoları Duracell'de bilindiği kalite  
2,28,Dün sipariş verdim 24 saat olmadan teslimat sağlandı teşekkür ederim 🥰
2,29,Ürün belirtilenden farklı geldi Basic modeli olmalı Simply modeli geldi İyimi kötümü bilemiyorum Görseli ekliyecem dışında paketleme iyi kargoda zamanındaydı  
2,30,Ürün kalitesinden şüphem yok paketleme çok kötüydü kutu koruyucu birşeye sarılması gerekiyor  
2,31,Ürün Başarılı AB üretimi  
2,32,Güzel teşekkürler  
2,33,Eski Duracell'i pil kalitesini göremedim saat piller çok çabuk bitiyor  
2,34,Duri'sel markasına güveniyorum bence aynı kategorideki pillerin en iyisi taklitlerinden çekindiğim buralanın kendisi tarafından satıldığı aldım aldığım zamanda fiyat performans çok iyiydi  
2,35,Sorunsuz teslim aldım tane pil biraz ezilmişti yapacak yok  
2,36,Pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı  
2,37,Ürünler 10 olarak 3 parça olarak geldi biraz özensiz paketlenmiş çok hızlı ulaştı  
2,38,Umarım çok beklemiş ömrünü tamamlamış ürün değildir Markası aldık  
2,39,Fiyatta gayet iyi Kargo firması fiyasko  
2,40,Pillerde herhangi sıkıntı yok kutusu açıktı sebebini bilmiyoruz ilk defa başımıza geldi kargo açılmıştı  
2,41,Deliver has lenger tan World hava thought but batteries Great  
2,42,Kargolanma biraz özen gösterilirse daha iyi olur  
2,43,İçindeki paket köşesinden yırtılmış 2 tane kalem pil çıkarılmış  
2,44,iade ettim paketleme gayet iyi  
2,45,Hızlı teslimat  
2,46,Fiyatı uygun  
2,47,Fiyat avantajlı paket  
2,48,Fiyat performans  
2,49,Klasik olanından aldım Simply olanından yolladılar Paketlemesi güzeldi  
2,50,normal standart pil kalitesinde fiyatı uygun aldım en az dayanıklı olan pil  
2,51,Ürün orijinal paketinde değildi 442 şeklinde ayrı ayrı orijinal paketten kesilerek gönderildi söz konusu pillerin korunmasını bozar piller bozulmuş olabilir Son derece özensiz ürün Görseldeki ilgisi yok  
2,52,Paketi yırtık geldisahsen güven vermedi  
2,53,Piller dağılmış şekilde geldi ayrıca kutusu zarar görmüştü pilleri streçe sarabilirsiniz durur en azından  
2,54,Paket hızla geldiFiyatı uygun paketleme gayet özensiz piller dökülmüş pakete  
2,55,Fotoğraf makinesi unuttum Akma yapmış makine mahvoldu  
2,56,Bayat eski pil kalemde ince pilde iki boş calistirmiyor hiç seyi  
2,57,Beklediğim geldi teşekkürler  
2,58,Ürün sanırım seri sonu ürün kalitesiz  
2,59,Ürün görseldekinden farklı geldi umarım tarihlerinde sıkıntı yoktur  
2,60,Ürün resimde görülenle çıkmadıResimde Duracell'i basit kalem pil yazıyor gelen Duracell'i Simply'i  
2,61,Ürün zaman kullandığım ürün kalitesi tartışılmaz paketlemesi iyi yapılmadığından iki adet pil ambalajından ayrılmış ezik olarak elime ulaştı  
2,62,Fiyat kesinlikle avantajlı değil marketler ortalama fiyatlara bulabiliyorsunuz  
2,63,Çok iyi değil Normal pillerden farkı yok  
2,64,Fotoğraf Makinesi aldım nedense iki kullanımdan pil yetersiz dedi ilk defa Duracell'i pilde yaşadım  
2,65,Ürün adedi eksik teslim edildi ayrıca pillerin konulduğu karton yırtılmıştı  
2,66,Görselden farklı pil geldi  
2,67,Tesekurler  
2,68,Duracell in ucuz modeli  
2,69,ÜZÜLEREK UTANARAK ÜRÜN RESİMDE GÖRÜLEN 10 LU DÜZENEK GELMEDİ SON KULLANMA TARİHİ 0331 SORUN YOK HIZLI TESLİMAT SORUN YOK YIL TEST YAPTIM SORUN YOK GIBIAMA UTANARAK SATICI OLSAM YADA FİRMA YATKILISI OLSAM GÖNÜL ALMAK ADINA ORADAN KOPARILIP ALINAN 2 ADET PİLİ KISKANMAM TAM TERS MÜŞTERİ KAZANMAK ADINA EXTRA JEST SUNARDIM 2 YILDIZI YÜZDEN VERDİM inşallah uzun omurludur bilemem oğlumun oyuncağı aldım  
2,70,Önceden aldığım pillerin ömrü gerçekten çok uzun zaman gidiyordu son zamanlarda piller dayanmıyor 5 ilk piller aynı performansı veriyor anlamıyorum  
2,71,Güzel paketlenmediği piller kutularından çıkmış dağınık olarak geldi  
2,72,Ürün kutusu poşeti yırtılmış şekilde geldi  
2,73,Duracell ürün verimsiz olmamalı şaşırdım kötü maalesef  
2,74,Ürün fotoğraflardan anlaşılacağı yıpranmış olarak geldi iade edilen ürün İlk kargo kaynaklı düşündüm iyice bakınca açılmış ürün olduğunu gördüm tanesi olsa diyeceğim hadi olabilir iki üründe kağıtları yırtılmış geldi İnşallah kullanılmış ürün değildir  
2,75,piller boş denecek az  
2,76,urun fotoğraftaki gelmedi 2 tane 4 bu pil kutusuna 1 er adet kalem pil bantlanmis sekildeydi profesyonel denildi  
2,77,kağıdı parça parça dağılmış vaziyette geldi İnş piller sahte değildir Denedikten tekrar yazacağım  
2,78,Piller darmadağınık ambalajın bütünlüğü bozulmuş olarak geldi  
2,79,Orjinal ürün sorun yok ayni satıcıdan yanlış adrese sipariş vermişim iptal edemediğim ürün almam  
2,80,Klasik Duracell'i bekliyordum Simply'i geldi  
2,81,Orjinal olduğundan emin olamadım Site görünen ürün gelmedi farklı paketlemesi  
2,82,Ürünü aldım Orjinal çok çabuk bitti Anlamadım  
2,83,Bunların tarihi muhtemelen geçmiş normal Duri'selin yarı ömrü bilginize  
2,84,Dayanaksız  
2,85,10 bu 2 paket aldım 3 adet eksik geldi  
2,86,Pilin paketi açık geldi kullanılıp kullanılmadığı belli değil Kullanmam gerektiği iade etmedim  
2,87,Ürün paketi açık şekilde geldi Umarım orijinal üründür İndirimde çok uygun aldığım iadeyle uğraşmak istemedim  
2,88,Akvaryum temizleme aparatı ın pervane sini İlginç şekilde düşük kuvvette çeviriyor ucuz marka pil çok kuvvetli  
2,89,Aldığım pilleri kullanma ihtiyacı duydum Sıfır ince pilleri taktığımda düşük polis uyarısı alınca ölçmeye karar verdim Pillerin tamamen birik birisine yarım çıktı Sıfır pilde yemde kaliteli marka olarak aldığım piller çıkabilir Bence satıcı alakalı durum Çok beklemiş pilleri kampanya yapıp ucuza satıyorlar pillerden şüphelenmeye başladım Boş yarım dolu pilleri görmeniz açısından fotoğraflarını çekip ekledim Satın alırken dikkatli olun derim  
2,90,Duracell pil markası ilgili yorum yapmaya gerek yok kalitesini hepimiz biliyoruz Duracell firması aynı söylemek zor görselde paylaştım kartonu paramparça pillerin ezik yamuk sağa sola dökülmüş halde teslim aldım  
2,91,Paketi yırtılmış başka şeffaf poşetin içine koyulmuş olarak geldi Kontrol edemediğim kullanılmamış olduğunu umut ederek aldım memnun kalmadım  
2,92,Ürün ilgili değil kargo ilgili ciddi bu sorun piller poşetin darmaduman şekilde paketleri yırtık olarak geldi İçindeki piller yeni mi kullanılıp içine mi atılmış belli değil  
2,93,Muhtemelen sahte ürün Duracell değil çabuk bitiyor Kumandanın şişmiş Dışı kolayca soyuldu  
2,94,Marka pil aldım 10 pilin ısı boş gerisi cansız sanki kullanılmış piller gelmiş çok beklemekten boşalmış içleri bilmiyorum kesinlikle almayın param boşa gitti resmen açtım denedim iade edemiyorum Kesinlikle tavsiye etmiyorum satıcıyı  
2,95,Siparişim 10 bu paket gönderilen 2 tane dörtlü pakete 1 er tane pil bantlanmış 4 bu paketteki pillerin ambalajı yırtık Tam komedi  
2,96,iyi hoşça 9 tane 1 tane daha gönderirseniz sevinirim  
2,97,Görseldeki ürünle gelen ürün alakasız Dalga geçer 5 paket ikili Simply'i Duracell'i göndermişler İade ettim  
3,0,1 günde elime ulaştı Mi bana 4 den geçiş yaptım 4 olanlar geçebilir 5 olanlara pek tavsiye etmiyorum Mi bana 4 kordonları tam uyumlu değil Mi bana 5 kordonları birebir uyumlu Ürün çok güzel özellikle ekranı çok güzel görünüyor Çerçevesiz ekran konseptine yakın tasarım olmuş muhtemelen sonraki mi bana 7 çerçeve çok incelir 5 olanlar 7 ki beklemesini tavsiye ederim Kargo hızlı geldi Paketleme güzeldi  
3,1,10 gündür kullanıyorum Şarjı 6 gün gitti geceleri kolumda uyku analizi yaptırdım herşey açık Ölçümler bildirimler ve ten geçiş yaptım ekranın genişlemesi kandaki oksijen ölçümü eklenmiş Sürekli spor yapan olarak serbest stil seçiyordum pilates yoga Hint fitness esneme ve ayrı bileklikten egzersiz geçmişinizi görmek bence çok güzel olmuş Alarmları bileklikten kurup değiştirip silebiliyorsunuz öte alarmı sadece aç kapa vardı bileklikte Adımsayar öte eksik ölçüyordu iyi Şarj olurkenki ekran çok hoş yatay şekilde saati an yüzde şarj olduğunu göstermeye başlamış Bilekliğe şifre belirleyebilirsiniz kolunuzdan çıkardığınızda tekrar taktığınızda ilk seferlik 6 haneli şifreyi istiyor güvenlik açısından sunulmuş hizmet öte yoktu 5 kordonları birebir uyumlu Sayfa sayfa değil içerikleri telefonlardaki akış şeklinde kaydırarak aşağı doğru iniliyor dokunmatiği gelişmiş teknolojik hava katmış öte bileklik kolumda değilken kalp atışı ölçtürmek istediğimde değer veriyordu normalde kalp atışı doğru ölçse biraz rahatsız ediciydi bilekliğin kolunuzda olmadığını net farkediyor ölçüm bilekliği takın diyor hemen çok güvenilirlik hissi veriyor ten geçmek tercih meselesi geçtiğime memnunum Tavsiye ederim Şuan Türkçe dil desteği yok önümüzdeki aylarda gelir biraz İngilizce aşinalığınız varsa anlaşılıyor neyin olduğu aynı de Türkçe gelince dili değiştirmemiştim  
3,2,Huawei bana 6 Xiaomi Mi Watch Lite Xiaomi Bu Band 6 arasında kalmıştımSabahlara izlediğim inceleme videoları okuduğum kullanıcı yorumlarından Huawei bin Huawei telefonlar dışında fotoğraf çekme özelliğinin telefonlarda çalışmaması çağrı geldiğinde sessize alamama bence çok önemli kandaki spor ki doğru olcmemesi sebeplerden Huawei Band 6 ki direk eledimBenim avantajı ekranının buçuk olması olacaktı üstte yazdığım sorunlar çok onemliydiDaha Xiaomi mi Watch lise ki araştırdımOnun ekranının Pixel Pixel gorunmesi bana 6 göre sunduğu teknolojik imkanların azlimi spor Olcum'su yapmaması sensörlerinin önceki nesil oluşu vs modelden vazgecirttiAnladım 1500 TL altında yönden kaliteli kullanışlı akıllı saat almak çok zorHonora vs baktım markadan güvenemedim olcumlerinin Yanis ciktigini ekran ilgili nadir olsa bazı sorunları olduğu fark ettim fiyatından aradigim bunun özelliklerin olmasından dolayı  
3,3,Saat çok güzel 3 den geçtim çağ atlamış oldum Uygulamadan ekrana tema yükleyebiliyorsunuz Kordonun rengine uygun tema seçilebilir zamanla gelişir onlarda şuan çok çocuksu temalar varda 3 ün kordonu oluyor olmasına kordonunun yanları sadece 3 den kalın milim kalındır Orijinal kordonu kaliteli duruyor sebeple Senkronizasyon hızlanmış saniyeler uygulamadan kullanabiliyorsunuz saati Mi bana 3 çok geç kuruluyordu sevk Apple kullandığım olabilir saatte şuan çok hızlı Saatten resim çekiliyor telefonu uzağa koyup çekebilirsiniz Gerildiğimde yada yorulduğumda sakin olmamı söylüyor canım Uyku ölçümü 3 den çok doğru Şuan İngilizce yakındır Türkçe eklenmesi kalınları kullanamıyorum 24 saat kalacak kolda Şarkıda 10 gün Full herşey açıkken gidiyor Şarjda iyi bence nabzı oksijeni kaparsam üzüm gider sürekli uygulama bildirimlerinde geliyor gün alarmı 4 tane iyi bence renkli ekrana göre Şarkıda alttan takılıyor kordonu çıkartmıyoruz Güzel beğendim  
3,4,Öncelikle kargo 2 günde geldi belirtilen sürede gelmesi güzel Üründen bahsedersek çok iyi arama mesajlar bildirim Türkçe saat Türkçe karakterler emoji gözükmesi baştan sona okunması arada enindirime teşekkür ederim almanızı tavsiye ederim önceden kötü durur ekranı küçük diyordum çok iyiymiş almanız tavsiye ederim  
3,5,İnanılmaz tatlı ürün başta beklentimi karşılayacağını düsünmemistim 2 aydır kullanıyorum hiç biletimden çıkarmadım bembeyaz iz oldu tenimde Çok hafif alet bileğinizde olduğunuzu hissetmiyorsunuz Aşırı spor yapan değilim yüzden özellikleri baya yetiyor yürüyüşümü nabzımı oksijenimi nefesimi seçimi takip ediyor uykuma Telefonumu gün içinde elime almıyorum bildirimleri bileklikten okumak büyük kolaylık Phone telefonlarla mükemmel uyum sağlıyor korkmayın Müziğimi telefonu çıkarmadan çat çat değiştiriyorum Fiyatının çok üstünde ürün Spor eğitmeni değilseniz sakın Apple Watch almayın Büyük Apple manyağı olarak söylüyorum bunları ekranı falanda gayet iyi arada kullanımı rahat çok şık tasarım kombilerimi tamamlıyor duvar kağıdını değiştirerek havasını değiştiriyorum kesinlikle düşünmeden alın Kordonu istediğiniz değiştirebiliyorsunuz Sadece saate bakmak için kullansanız çok uygun şurasında güzel saati 1000 elden aşağı alamıyorsunuz 😂
